,address,check_in_date,check_out_date,has_laundry_service,number_of_adults,phone_number,rating,total_price,where_to
2672,11 Hickson Road Walsh Bay,,,True,4,+61 2 8298 9999,4.20,1104,Sydney
2673,11 Jamison Street,,,True,4,+61 2 9696 2500,4.20,2640,Sydney
2674,"110 Cumberland Street, The Rocks New South Wales 2000, Australia",,,True,4,+61 2 8272 0900,4.20,1725,Sydney
2675,"1108 Barrenjoey Road, Palm Beach New South Wales 2108, Australia",,,False,4,+61 2 9974 4001,4.20,1600,Sydney
2676,"12 Carabella Street, Kirribilli New South Wales 2061, Australia",,,False,4,+61 2 9955 1685,4.20,3136,Sydney
2677,"12, Doctor APJ Abdul Kalam Road, New Delhi",,,True,2,+91 11 3955 5000,4.30,3060,Delhi
2678,"Asset Area 4 - Hospitality District Delhi, Aerocity",,,True,2,+91 11 4521 2121,4.30,2100,Delhi
2679,"Metro Station Road, Sector 21, New Delhi",,,True,2,+91 11 6600 3000,4.30,2240,Delhi
2680,14 Riverside Westlands,,,True,1,+254 787 657000,4.40,1040,Nairobi
2681,9042/1044 Tower Avenue Jomo Kenyatta Intl Airport,,,True,1,+254 709 760000,4.40,192,Nairobi
2682,Chiromo Road,,,True,1,+254 703 049000,4.40,720,Nairobi
2683,Elgon Road,,,True,1,+254 709 810000,4.40,600,Nairobi
2684,Jomo Kenyatta International Airport Mombasa Road,,,True,1,+254 20 4075000,4.40,2016,Nairobi
2685,Limuru Road,,,True,1,+254 730 886000,4.40,1088,Nairobi
2686,Market Road,,,True,1,+254 20 7200000,4.40,2480,Nairobi
2687,Mbagathi Ridge,,,True,1,+254 711 032000,4.40,3220,Nairobi
2688,Mkungu Close,,,True,1,+254 709 548000,4.40,1088,Nairobi
2689,"Nairobi, Kenya",,,True,1,+254 709 240000,4.40,992,Nairobi
2690,"12, Doctor APJ Abdul Kalam Road, New Delhi",,,True,2,+91 11 3955 5000,4.50,3060,Delhi
2691,"13A, District Centre, Mayur Vihar, New Delhi",,,True,2,+91 11 4110 5555,4.30,864,Delhi
2692,"19, Ashoka Road, Connaught Place, New Delhi",,,True,2,+91 11 4355 5555,3.90,3480,Delhi
2693,"37/2-4 Old, National Highway 48, Kapas Hera, New Delhi",,,True,2,+91 11 4103 4591,4.20,2790,Delhi
2694,"8591, Arakashan Road, Opp New Delhi Railway Station, New Delhi",,,True,2,+91 11 4122 5666,4.10,189,Delhi
2695,"8647, Arakashan Road, Church Road, Diagonally Opposite To, Ram Nagar, New Delhi",,,True,2,+91 98185 44466,3.70,1200,Delhi
2696,"1003 Coast Boulevard, La Jolla, California 92037, United States",,,True,2,+1 855-287-2682,4.50,1240,San Diego
2697,1410 Rosecrans Street,,,False,4,+1 619-226-6100,4.50,864,San Diego
2698,2051 Shelter Island Drive,,,True,2,+1 619-222-0561,4.50,648,San Diego
2699,2201 Hotel Circle South,,,True,4,+1 619-881-6800,4.50,276,San Diego
2700,2401 Camino Del Rio North,,,True,2,+1 888-287-9400,4.50,140,San Diego
2701,2576 Laning Road,,,True,2,+1 619-222-0500,4.50,624,San Diego
2702,2592 Laning Road,,,True,4,+1 619-221-1900,4.50,864,San Diego
2703,4255 Ocean Boulevard,,,True,1,+1 858-483-7440,4.50,225,San Diego
2704,445 Camino del Rio South,,,True,1,+1 619-260-0600,4.50,270,San Diego
2705,"1003 Coast Boulevard, La Jolla, California 92037, United States",,,True,3,+1 855-287-2682,4.20,2520,San Diego
2706,10044 Pacific Mesa Boulevard,,,True,3,+1 858-597-0500,4.20,261,San Diego
2707,1047 Fifth Avenue,,,True,3,+1 619-515-3000,4.20,2856,San Diego
2708,"10950 North Torrey Pines Road, La Jolla, California 92037, United States",,,True,3,+1 858-558-1500,4.20,1260,San Diego
2709,11025 Vista Sorrento Parkway,,,True,3,+1 858-523-0500,4.20,870,San Diego
2710,11915 El Camino Real,,,True,3,+1 858-481-5900,4.20,2100,San Diego
2711,11920 El Camino Real,,,True,3,+1 858-792-5557,4.20,1890,San Diego
2712,1333 Hotel Circle South,,,True,3,+1 619-297-2231,4.20,800,San Diego
2713,1370 Sunset Cliffs Boulevard,,,False,3,+1 619-224-0443,4.20,945,San Diego
2714,1 Silvertown Way,,,True,5,+44 20 7540 4040,3.90,330,London
2715,1 Suffolk Place,,,True,2,+44 20 7470 4000,4.60,1080,London
2716,1 Waterview Drive,,,True,5,+44 20 8463 6868,4.60,3400,London
2717,"1-15, Templeton Place",,,True,3,+44 20 7598 8700,4.40,1224,London
2718,1 Addington Street,,,True,2,+44 333 400 6116,3.00,2400,London
2719,1 Baffin Way,,,True,2,+44 20 7517 1100,3.00,594,London
2720,1 Connaught Road,,,False,2,+44 871 984 6290,3.00,1827,London
2721,1 Duke's Road,,,False,2,+44 871 527 8656,3.00,1368,London
2722,1 Ham Yard,,,True,2,+44 20 3642 2000,3.00,480,London
2723,1 Harrow Place,,,False,2,+44 871 984 6190,3.00,264,London
2724,1 King's Cross Road,,,True,2,+44 20 7833 3900,3.00,348,London
2725,1 Lancaster Gate,,,True,2,+44 20 7262 5022,3.00,1840,London
2726,1 Leicester Square,,,False,2,+44 20 3953 4200,3.00,3200,London
2727,108 Chestnut Street,,,True,1,+1 416-977-5000,3.60,672,Toronto
2728,111 Lombard Street,,,True,2,+1 416-367-5555,3.60,864,Toronto
2729,118 Yorkville Avenue,,,True,1,+1 416-963-6300,3.60,690,Toronto
2730,"135 Carlingview Drive, Etobicoke, Ontario M9W 5E7, Canada",,,True,2,+1 416-637-7000,3.60,408,Toronto
2731,15 Charles Street East,,,True,1,+1 416-924-1222,3.60,81,Toronto
2732,15 Richmond Street East,,,True,1,+1 800-463-1990,3.60,240,Toronto
2733,"1790 Albion Road, Etobicoke, Ontario M9V 4J8, Canada",,,True,3,+1 416-747-7676,3.60,576,Toronto
2734,181 Wellington Street West,,,True,3,+1 416-585-2500,3.60,630,Toronto
2735,195 Spadina Avenue,,,False,3,+1 416-593-0885,3.60,1044,Toronto
2736,"2035 Kennedy Road, Scarborough, Ontario M1T 3G2, Canada",,,True,5,+1 416-299-1500,3.60,2520,Toronto
2737,1150 Northwest 9th Avenue,,,True,4,+1 503-220-1339,4.20,1188,Portland
2738,11936 Northeast Glenn Widing Drive,,,True,3,+1 503-262-8888,4.20,1620,Portland
2739,11938 Northeast Airport Way,,,True,3,+1 503-251-9991,4.20,504,Portland
2740,12226 North Jantzen Drive,,,True,2,+1 503-283-3030,4.20,1020,Portland
2741,1355 Southwest 2nd Avenue,,,True,1,+1 503-306-4800,4.20,768,Portland
2742,1455 Southwest Broadway,,,True,4,+1 503-334-2167,4.20,2688,Portland
2743,1510 Southwest Harbor Way,,,True,3,+1 888-869-3108,4.20,2016,Portland
2744,1000 1st Avenue,,,True,2,+1 206-957-1000,3.30,1008,Seattle
2745,1006 Spring Street,,,False,2,+1 206-583-6453,3.30,1050,Seattle
2746,1011 Pike Street,,,True,2,+1 206-682-8282,3.30,1680,Seattle
2747,1016 Republican Street,,,False,2,+1 206-708-8200,3.30,1302,Seattle
2748,1046 1st Avenue South,,,True,2,+1 206-204-9800,3.30,1368,Seattle
2749,105 Pike Street,,,True,2,+1 206-340-1222,3.30,1080,Seattle
2750,110 Stewart Street,,,True,2,+1 206-623-4600,3.30,1920,Seattle
2751,1100 5th Avenue,,,True,2,+1 800-853-3914,3.30,2000,Seattle
2752,1101 4th Avenue,,,True,2,+1 206-621-1770,3.30,928,Seattle
2753,1112 4th Avenue,,,True,2,+1 206-264-6000,3.30,368,Seattle
2754,11025 Vista Sorrento Parkway,,,True,5,+1 858-523-0500,4.20,870,San Diego
2755,1333 Hotel Circle South,,,True,4,+1 619-297-2231,4.20,800,San Diego
2756,1370 Sunset Cliffs Boulevard,,,False,5,+1 619-224-0443,4.20,945,San Diego
2757,1404 Vacation Road,,,True,3,+1 858-240-4913,4.20,1800,San Diego
2758,1047 Fifth Avenue,,,True,2,+1 619-515-3000,4.40,2856,San Diego
2759,"10950 North Torrey Pines Road, La Jolla, California 92037, United States",,,True,2,+1 858-558-1500,4.30,1260,San Diego
2760,11025 Vista Sorrento Parkway,,,True,2,+1 858-523-0500,4.30,870,San Diego
2761,1333 Hotel Circle South,,,True,2,+1 619-297-2231,4.40,800,San Diego
2762,"1100 Market Street Hotel Entrance is at, 45 McAllister Street",,,True,2,+1 415-735-7777,3.90,696,San Francisco
2763,12 4th Street,,,True,1,+1 415-348-1111,3.90,160,San Francisco
2764,"1206, 155 Steuart Street",,,True,3,+1 415-495-2100,3.90,342,San Francisco
2765,138 King Street,,,True,3,+1 415-200-4977,3.90,552,San Francisco
2766,1800 Sutter Street,,,True,1,+1 888-822-8666,3.90,225,San Francisco
2767,2095 Lombard Street,,,False,4,+1 415-563-5600,3.90,992,San Francisco
2768,2222 Market Street,,,True,3,+1 415-621-8212,3.90,750,San Francisco
2769,2237 Mason Street,,,True,2,+1 800-352-7366,3.90,260,San Francisco
2770,250 Beach Street,,,False,1,+1 844-617-6555,3.90,360,San Francisco
2771,2620 Jones Street,,,True,4,+1 800-228-8408,3.90,2880,San Francisco
2772,"1100 Market Street Hotel Entrance is at, 45 McAllister Street",,,True,1,+1 415-735-7777,4.40,696,San Francisco
2773,2237 Mason Street,,,True,1,+1 800-352-7366,4.40,260,San Francisco
2774,2620 Jones Street,,,True,1,+1 800-228-8408,4.30,2880,San Francisco
2775,100 Capitol Mall,,,True,5,+1 916-326-5000,4.20,3360,Sacramento
2776,1100 H Street,,,False,5,+1 916-441-1314,4.20,210,Sacramento
2777,1121 15th Street,,,True,2,+1 916-443-0500,4.20,1044,Sacramento
2778,1209 L Street,,,False,1,+1 916-443-1234,4.20,252,Sacramento
2779,"13th And, J Street",,,True,2,+1 916-447-1700,4.20,1008,Sacramento
2780,2540 Venture Oaks Way,,,True,1,+1 916-568-5400,4.20,63,Sacramento
2781,3001 Advantage Way,,,True,2,+1 916-263-9510,4.20,252,Sacramento
2782,4800 Riverside Boulevard,,,True,2,+1 916-443-8400,4.20,672,Sacramento
2783,500 J Street,,,True,5,+1 916-545-7100,4.20,3150,Sacramento
2784,100 Capitol Mall,,,True,3,+1 916-326-5000,3.40,3360,Sacramento
2785,1100 H Street,,,False,3,+1 916-441-1314,3.40,210,Sacramento
2786,1121 15th Street,,,True,3,+1 916-443-0500,3.40,1044,Sacramento
2787,1209 L Street,,,False,3,+1 916-443-1234,3.40,2268,Sacramento
2788,"13th And, J Street",,,True,3,+1 916-447-1700,3.40,1488,Sacramento
2789,1780 Tribute Road,,,True,3,+1 916-920-5300,3.40,340,Sacramento
2790,200 Jibboom Street,,,False,3,+1 916-448-8100,3.40,1700,Sacramento
2791,2001 Point West Way,,,True,3,+1 916-929-8855,3.40,279,Sacramento
2792,2200 Harvard Street,,,True,3,+1 916-922-4700,3.40,660,Sacramento
2793,2540 Venture Oaks Way,,,True,3,+1 916-568-5400,3.40,1008,Sacramento
2794,1057 West Ball Road,,,True,1,+1 800-576-0767,4.00,416,Anaheim
2795,1110 West Katella Avenue,,,True,1,+1 714-778-1880,4.30,1152,Anaheim
2796,1160 West Ball Road,,,True,1,+1 888-287-9400,4.50,1920,Anaheim
2797,1240 South Walnut Street,,,True,1,+1 714-535-0300,4.10,132,Anaheim
2798,125 South Festival Drive,,,True,1,+1 714-974-8880,4.30,750,Anaheim
2799,1411 South Manchester Avenue,,,True,1,+1 714-844-2801,4.40,1428,Anaheim
2800,111 Robson Street,,,True,2,+1 604-602-1008,4.20,1560,Vancouver
2801,1128 West Georgia Street,,,True,2,+1 604-689-1120,4.20,4375,Vancouver
2802,1177 Melville Street,,,True,2,+1 604-669-5060,4.20,2560,Vancouver
2803,1180 West Hastings Street,,,True,2,+1 604-697-0202,4.20,1056,Vancouver
2804,1225 Robson Street,,,True,2,+1 604-688-1411,4.20,2016,Vancouver
2805,1234 Hornby Street,,,True,2,+1 800-331-3131,4.20,1152,Vancouver
2806,177 Robson Street,,,True,2,+1 604-620-6200,4.20,1248,Vancouver
2807,1889 Alberni Street,,,True,2,+1 604-688-9299,4.20,420,Vancouver
2808,475 Howe Street,,,True,2,+1 604-563-4693,4.20,992,Vancouver
2809,550 West Hastings Street,,,True,2,+1 844-254-5048,4.20,192,Vancouver
2810,"1100 Market Street Hotel Entrance is at, 45 McAllister Street",,,True,3,+1 415-735-7777,3.90,1680,San Francisco
2811,12 4th Street,,,True,3,+1 415-348-1111,3.90,312,San Francisco
2812,1800 Sutter Street,,,True,3,+1 888-822-8666,3.90,2880,San Francisco
2813,2095 Lombard Street,,,False,3,+1 415-563-5600,3.90,992,San Francisco
2814,2237 Mason Street,,,True,3,+1 800-352-7366,3.90,155,San Francisco
2815,250 Beach Street,,,False,3,+1 844-617-6555,3.90,1836,San Francisco
2816,2620 Jones Street,,,True,3,+1 800-228-8408,3.90,2880,San Francisco
2817,1020 South Figueroa Street,,,True,2,+1 213-748-1291,4.20,1575,Los Angeles
2818,10320 West Olympic Boulevard,,,True,2,+1 310-556-2777,4.20,684,Los Angeles
2819,10740 Wilshire Boulevard,,,True,2,+1 310-475-8711,4.40,768,Los Angeles
2820,"111 South Gaffey Street, San Pedro, California 90731, United States",,,True,2,+1 310-514-1414,4.20,435,Los Angeles
2821,1133 Vine Street,,,True,2,+1 323-952-6900,4.30,1152,Los Angeles
2822,1150 South Beverly Drive,,,True,2,+1 310-553-6561,4.20,480,Los Angeles
2823,1177 South Beverly Drive,,,True,2,+1 310-228-4100,4.30,252,Los Angeles
2824,2620 Jones Street,,,True,4,+1 800-228-8408,4.30,2880,San Francisco
2825,200 South Pine Avenue,,,False,2,+1 562-491-1234,4.30,2016,Long Beach
2826,285 Bay Street,,,False,4,+1 562-432-1234,4.30,2688,Long Beach
2827,3771 North Lakewood Boulevard,,,True,1,+1 562-425-0012,4.30,96,Long Beach
2828,3841 North Lakewood Boulevard,,,True,5,+1 562-429-5803,4.30,450,Long Beach
2829,1160 West Ball Road,,,True,4,+1 888-287-9400,4.30,1920,Anaheim
2830,1411 South Manchester Avenue,,,True,2,+1 714-844-2801,4.30,1428,Anaheim
2831,1420 South Harbor Boulevard,,,True,2,+1 714-254-1442,4.30,324,Anaheim
2832,1570 South Harbor Boulevard,,,True,3,+1 714-772-3691,4.30,672,Anaheim
2833,1630 South Harbor Boulevard,,,False,4,+1 714-774-1050,4.30,1860,Anaheim
2834,1640 South Clementine Street,,,True,5,+1 714-598-0600,4.30,1540,Anaheim
2835,1747 South Harbor Boulevard,,,True,1,+1 800-345-7057,4.30,230,Anaheim
2836,1800 South Harbor Boulevard,,,True,2,+1 714-971-1800,4.30,480,Anaheim
2837,1801 South Harbor Boulevard,,,True,3,+1 714-533-2101,4.30,1575,Anaheim
2838,1855 South Manchester Avenue,,,True,4,+1 714-748-7700,4.30,2520,Anaheim
2839,"1003 Coast Boulevard, La Jolla, California 92037, United States",,,True,2,+1 855-287-2682,4.00,1240,San Diego
2840,10044 Pacific Mesa Boulevard,,,True,2,+1 858-597-0500,4.00,900,San Diego
2841,1047 Fifth Avenue,,,True,3,+1 619-515-3000,4.00,2856,San Diego
2842,"10950 North Torrey Pines Road, La Jolla, California 92037, United States",,,True,3,+1 858-558-1500,4.00,1260,San Diego
2843,11025 Vista Sorrento Parkway,,,True,5,+1 858-523-0500,4.00,870,San Diego
2844,11520 West Bernardo Court,,,True,4,+1 858-451-6600,4.00,1680,San Diego
2845,11915 El Camino Real,,,True,2,+1 858-481-5900,4.00,864,San Diego
2846,11920 El Camino Real,,,True,2,+1 858-792-5557,4.00,792,San Diego
2847,1333 Hotel Circle South,,,True,4,+1 619-297-2231,4.00,800,San Diego
2848,8669 West Sahara Avenue,,,True,2,+1 702-256-3766,4.20,1386,Las Vegas
2849,1445 Sixth Avenue,,,True,3,+1 619-782-6400,4.20,1920,San Diego
2850,100 Capitol Mall,,,True,5,+1 916-326-5000,3.80,3360,Sacramento
2851,1100 H Street,,,False,5,+1 916-441-1314,3.80,210,Sacramento
2852,1121 15th Street,,,True,2,+1 916-443-0500,3.80,1044,Sacramento
2853,1209 L Street,,,False,1,+1 916-443-1234,3.80,252,Sacramento
2854,"13th And, J Street",,,True,2,+1 916-447-1700,3.80,1008,Sacramento
2855,1780 Tribute Road,,,True,5,+1 916-920-5300,3.80,340,Sacramento
2856,2001 Point West Way,,,True,2,+1 916-929-8855,3.80,1386,Sacramento
2857,2200 Harvard Street,,,True,5,+1 916-922-4700,3.80,660,Sacramento
2858,2540 Venture Oaks Way,,,True,1,+1 916-568-5400,3.80,63,Sacramento
2859,300 J Street,,,True,2,+1 916-446-0100,3.80,264,Sacramento
2860,1 Logan Square,,,True,1,+1 215-963-1500,3.70,510,Philadelphia
2861,100 North Christopher Columbus Boulevard,,,False,1,+1 215-627-7900,3.70,480,Philadelphia
2862,1001 Intrepid Avenue,,,True,1,+1 215-644-9200,3.70,174,Philadelphia
2863,101 North Broad Street,,,True,1,+1 215-607-2020,3.70,2772,Philadelphia
2864,1100 Arch Street,,,True,1,+1 215-923-0100,3.70,180,Philadelphia
2865,120 South 17th Street,,,True,1,+1 215-569-8300,3.70,2592,Philadelphia
2866,1200 Arch Street,,,True,1,+1 215-627-1850,3.70,600,Philadelphia
2867,1225 Vine Street,,,False,1,+1 215-398-3080,3.70,960,Philadelphia
2868,1301 Race Street,,,True,1,+1 215-665-9100,3.70,150,Philadelphia
2869,1305 Walnut Street,,,True,1,+1 215-735-9300,3.70,225,Philadelphia
2870,100 Capitol Mall,,,True,2,+1 916-326-5000,3.50,3360,Sacramento
2871,1100 H Street,,,False,2,+1 916-441-1314,3.50,210,Sacramento
2872,1121 15th Street,,,True,2,+1 916-443-0500,3.50,1044,Sacramento
2873,1209 L Street,,,False,2,+1 916-443-1234,3.50,2268,Sacramento
2874,"13th And, J Street",,,True,2,+1 916-447-1700,3.50,1008,Sacramento
2875,1780 Tribute Road,,,True,2,+1 916-920-5300,3.50,340,Sacramento
2876,200 Jibboom Street,,,False,2,+1 916-448-8100,3.50,384,Sacramento
2877,2001 Point West Way,,,True,2,+1 916-929-8855,3.50,1386,Sacramento
2878,2200 Harvard Street,,,True,2,+1 916-922-4700,3.50,660,Sacramento
2879,2540 Venture Oaks Way,,,True,2,+1 916-568-5400,3.50,1008,Sacramento
2880,300 J Street,,,True,2,+1 916-446-0100,4.10,264,Sacramento
2881,3001 Advantage Way,,,True,2,+1 916-263-9510,4.30,252,Sacramento
2882,350 Bercut Drive,,,True,2,+1 916-497-0955,3.40,264,Sacramento
2883,1150 Northwest 9th Avenue,,,True,1,+1 503-220-1339,4.40,1188,Portland
2884,1455 Southwest Broadway,,,True,1,+1 503-334-2167,4.40,2688,Portland
2885,1510 Southwest Harbor Way,,,True,1,+1 888-869-3108,4.40,2016,Portland
2886,2025 Northwest Northrup Street,,,True,1,+1 503-224-0543,4.40,648,Portland
2887,203 Northwest 3rd Avenue,,,True,1,+1 503-445-0444,4.40,1520,Portland
2888,2080 Southwest River Drive,,,True,1,+1 503-241-2775,4.40,2436,Portland
2889,354 Northwest 9th Avenue,,,True,1,+1 503-222-5200,4.40,720,Portland
2890,425 Northwest 9th Avenue,,,True,1,+1 971-351-0230,4.40,384,Portland
2891,506 Southwest Washington Street,,,True,1,+1 503-222-0001,4.40,2592,Portland
2892,750 Southwest Alder Street,,,True,1,+1 877-628-4408,4.40,576,Portland
2893,1020 South Figueroa Street,,,True,5,+1 213-748-1291,4.00,1575,Los Angeles
2894,10320 West Olympic Boulevard,,,True,3,+1 310-556-2777,4.00,684,Los Angeles
2895,10740 Wilshire Boulevard,,,True,1,+1 310-475-8711,4.00,868,Los Angeles
2896,"111 South Gaffey Street, San Pedro, California 90731, United States",,,True,1,+1 310-514-1414,4.00,126,Los Angeles
2897,1133 Vine Street,,,True,4,+1 323-952-6900,4.00,1152,Los Angeles
2898,"11350 Burbank Boulevard, North Hollywood, CA 91601, USA",,,True,2,+1 818-821-8031,4.00,624,Los Angeles
2899,115 South Fairfax Avenue,,,True,2,+1 323-937-3930,4.00,1050,Los Angeles
2900,1150 South Beverly Drive,,,True,1,+1 310-553-6561,4.00,264,Los Angeles
2901,1177 South Beverly Drive,,,True,3,+1 310-228-4100,4.00,252,Los Angeles
2902,1160 West Ball Road,,,True,4,+1 888-287-9400,4.40,1920,Anaheim
2903,1420 South Harbor Boulevard,,,True,4,+1 714-254-1442,4.40,1656,Anaheim
2904,1640 South Clementine Street,,,True,4,+1 714-598-0600,4.40,1540,Anaheim
2905,1747 South Harbor Boulevard,,,True,4,+1 800-345-7057,4.40,352,Anaheim
2906,1800 South Harbor Boulevard,,,True,4,+1 714-971-1800,4.40,360,Anaheim
2907,2010 South Harbor Boulevard,,,True,4,+1 714-750-2010,4.40,1140,Anaheim
2908,2550 East Katella Avenue,,,True,4,+1 714-634-2106,4.40,696,Anaheim
2909,515 West Katella Avenue,,,True,4,+1 714-991-6868,4.40,2184,Anaheim
2910,640 West Katella Avenue,,,True,4,+1 714-782-7500,4.40,285,Anaheim
2911,1101 4th Avenue,,,True,1,+1 206-621-1770,4.50,928,Seattle
2912,1635 8th Avenue,,,False,1,+1 206-695-1234,4.50,360,Seattle
2913,1815 Terry Avenue,,,True,1,+1 206-388-1000,4.50,2856,Seattle
2914,2423 1st Avenue,,,False,1,+1 206-448-4721,4.50,252,Seattle
2915,255 South King Street,,,True,1,+1 206-859-4400,4.50,612,Seattle
2916,3926 Aurora Avenue North,,,True,1,+1 206-632-1015,4.50,1596,Seattle
2917,4501 12th Avenue Northeast,,,True,1,+1 206-322-8887,4.50,465,Seattle
2918,700 3rd Avenue,,,True,1,+1 206-340-0340,4.50,736,Seattle
2919,1000 1st Avenue,,,True,1,+1 206-957-1000,4.20,240,Seattle
2920,1011 Pike Street,,,True,1,+1 206-682-8282,4.20,1680,Seattle
2921,1046 1st Avenue South,,,True,1,+1 206-204-9800,4.20,360,Seattle
2922,105 Pike Street,,,True,1,+1 206-340-1222,4.20,1080,Seattle
2923,110 Stewart Street,,,True,1,+1 206-623-4600,4.20,1920,Seattle
2924,1100 5th Avenue,,,True,1,+1 800-853-3914,4.20,2000,Seattle
2925,1101 4th Avenue,,,True,1,+1 206-621-1770,4.20,928,Seattle
2926,1112 4th Avenue,,,True,1,+1 206-264-6000,4.20,368,Seattle
2927,1113 6th Avenue,,,True,1,+1 206-464-1980,4.20,2048,Seattle
2928,1150 Fairview Avenue North,,,True,1,+1 206-447-9500,4.20,1368,Seattle
2929,"1003 Coast Boulevard, La Jolla, California 92037, United States",,,True,2,+1 855-287-2682,4.30,1240,San Diego
2930,10044 Pacific Mesa Boulevard,,,True,2,+1 858-597-0500,4.30,900,San Diego
2931,1047 Fifth Avenue,,,True,3,+1 619-515-3000,4.30,2856,San Diego
2932,1333 Hotel Circle South,,,True,4,+1 619-297-2231,4.30,800,San Diego
2933,1370 Sunset Cliffs Boulevard,,,False,5,+1 619-224-0443,4.30,945,San Diego
2934,1410 Rosecrans Street,,,False,4,+1 619-226-6100,4.30,864,San Diego
2935,1445 Sixth Avenue,,,True,5,+1 619-782-6400,4.30,1920,San Diego
2936,2051 Shelter Island Drive,,,True,2,+1 619-222-0561,4.30,648,San Diego
2937,2201 Hotel Circle South,,,True,4,+1 619-881-6800,4.30,276,San Diego
2938,2303 Shelter Island Drive,,,True,4,+1 800-345-9995,4.30,1872,San Diego
2939,10740 Wilshire Boulevard,,,True,1,+1 310-475-8711,4.30,868,Los Angeles
2940,"11350 Burbank Boulevard, North Hollywood, CA 91601, USA",,,True,1,+1 818-821-8031,4.30,624,Los Angeles
2941,115 South Fairfax Avenue,,,True,1,+1 323-937-3930,4.30,1050,Los Angeles
2942,1224 Beverwil Drive,,,True,1,+1 310-277-2800,4.30,288,Los Angeles
2943,1800 Argyle Avenue,,,True,1,+1 213-279-3532,4.30,140,Los Angeles
2944,2151 Avenue of the Stars,,,True,1,+1 310-284-6500,4.30,720,Los Angeles
2945,251 South Olive Street,,,True,1,+1 213-617-3300,4.30,960,Los Angeles
2946,300 Doheny Drive,,,True,1,+1 310-273-2222,4.30,640,Los Angeles
2947,330 Charles E Young Drive East,,,True,1,+1 310-825-2923,4.30,285,Los Angeles
2948,"4222 Vineland Avenue, North Hollywood, California 91602, United States",,,True,1,+1 818-980-8000,4.30,1080,Los Angeles
2949,"1100 Market Street Hotel Entrance is at, 45 McAllister Street",,,True,1,+1 415-735-7777,4.10,696,San Francisco
2950,12 4th Street,,,True,1,+1 415-348-1111,4.10,160,San Francisco
2951,"1206, 155 Steuart Street",,,True,1,+1 415-495-2100,4.10,342,San Francisco
2952,138 King Street,,,True,1,+1 415-200-4977,4.10,552,San Francisco
2953,1800 Sutter Street,,,True,1,+1 888-822-8666,4.10,225,San Francisco
2954,2222 Market Street,,,True,1,+1 415-621-8212,4.10,750,San Francisco
2955,2237 Mason Street,,,True,1,+1 800-352-7366,4.10,260,San Francisco
2956,250 Beach Street,,,False,1,+1 844-617-6555,4.10,360,San Francisco
2957,2620 Jones Street,,,True,1,+1 800-228-8408,4.10,2880,San Francisco
2958,1177 Melville Street,,,True,5,+1 604-669-5060,4.70,2560,Vancouver
2959,788 Richards Street,,,True,2,+1 888-855-1050,4.70,912,Vancouver
2960,1420 South Harbor Boulevard,,,True,2,+1 714-254-1442,4.50,324,Anaheim
2961,1640 South Clementine Street,,,True,5,+1 714-598-0600,4.50,1540,Anaheim
