,car_name,car_type,dropoff_date,pickup_city,pickup_date,pickup_location,pickup_time,total_price
2096,Honda Fit,Compact,2019-03-07,Fremont,2019-03-05,Central District,14:00,46
2097,Kia Forte,Compact,2019-03-07,Fremont,2019-03-05,Central District,14:00,48
2098,Nissan Leaf,Compact,2019-03-07,Fremont,2019-03-05,Central District,14:00,50
2099,Volkswagen GTI,Compact,2019-03-07,Fremont,2019-03-05,Fremont BART Station,14:00,62
2100,Volkswagen Golf,Compact,2019-03-07,Fremont,2019-03-05,Fremont BART Station,14:00,46
2101,Chevrolet Bolt,Compact,2019-03-07,,2019-03-05,Fremont BART Station,14:00,68
2102,Chevrolet Cruze,Standard,2019-03-04,San Francisco,2019-03-01,SFO International Airport,17:00,96
2103,Ford Fusion,Standard,2019-03-04,San Francisco,2019-03-01,SFO International Airport,17:00,105
2104,Honda Civic,Standard,2019-03-04,San Francisco,2019-03-01,Salesforce Transit Center,17:00,87
2105,Nissan Altima,Standard,2019-03-04,San Francisco,2019-03-01,SFO International Airport,17:00,111
2106,Nissan Sentra,Standard,2019-03-04,San Francisco,2019-03-01,Salesforce Transit Center,17:00,81
2107,Toyota Prius,Standard,2019-03-04,San Francisco,2019-03-01,SFO International Airport,17:00,93
2108,Chevrolet Cruze,Standard,2019-03-04,,2019-03-01,SFO International Airport,17:00,96
2109,Chevrolet Cruze,Standard,2019-03-07,Fremont,2019-03-05,Fremont BART Station,19:30,60
2110,Ford Fusion,Standard,2019-03-07,Fremont,2019-03-05,Fremont BART Station,19:30,78
2111,Honda Accord,Standard,2019-03-07,Fremont,2019-03-05,Fremont BART Station,19:30,66
2112,Nissan Altima,Standard,2019-03-07,Fremont,2019-03-05,Fremont BART Station,19:30,64
2113,Chevrolet Cruze,Standard,2019-03-07,,2019-03-05,Fremont BART Station,19:30,60
2114,Chevrolet Cruze,Standard,2019-03-10,Sunnyvale,2019-03-04,Sunnyvale CalTrain Station,15:30,210
2115,Ford Fusion,Standard,2019-03-10,Sunnyvale,2019-03-04,Downtown,15:30,198
2116,Honda Accord,Standard,2019-03-10,Sunnyvale,2019-03-04,Sunnyvale CalTrain Station,15:30,204
2117,Toyota Corolla,Standard,2019-03-10,Sunnyvale,2019-03-04,Sunnyvale CalTrain Station,15:30,222
2118,Toyota Prius,Standard,2019-03-10,Sunnyvale,2019-03-04,Downtown,15:30,150
2119,Ford Fusion,Standard,2019-03-10,,2019-03-04,Downtown,15:30,198
2120,Chevrolet Bolt,Compact,2019-03-06,Sunnyvale,2019-03-04,Sunnyvale CalTrain Station,12:30,56
2121,Honda Fit,Compact,2019-03-06,Sunnyvale,2019-03-04,Sunnyvale CalTrain Station,12:30,62
2122,Nissan Leaf,Compact,2019-03-06,Sunnyvale,2019-03-04,Downtown,13:00,54
2123,Chevrolet Bolt,Compact,2019-03-06,,2019-03-04,Sunnyvale CalTrain Station,12:30,56
2124,Chevrolet Bolt,Compact,2019-03-10,Fremont,2019-03-09,Fremont BART Station,14:00,27
2125,Honda Fit,Compact,2019-03-10,Fremont,2019-03-09,Central District,14:00,26
2126,Kia Forte,Compact,2019-03-10,Fremont,2019-03-09,Central District,14:00,28
2127,Nissan Leaf,Compact,2019-03-10,Fremont,2019-03-09,Central District,14:00,25
2128,Volkswagen GTI,Compact,2019-03-10,Fremont,2019-03-09,Fremont BART Station,14:00,30
2129,Volkswagen Golf,Compact,2019-03-10,Fremont,2019-03-09,Fremont BART Station,14:00,25
2130,Honda Fit,Compact,2019-03-10,,2019-03-09,Central District,14:00,26
2131,Chevrolet Cruze,Standard,2019-03-05,San Jose,2019-03-01,Diridon Station,14:00,116
2132,Ford Fusion,Standard,2019-03-05,San Jose,2019-03-01,SJC International Airport,14:00,160
2133,Honda Civic,Standard,2019-03-05,San Jose,2019-03-01,Diridon Station,14:00,120
2134,Hyundai Elantra,Standard,2019-03-05,San Jose,2019-03-01,SJC International Airport,14:00,112
2135,Toyota Camry,Standard,2019-03-05,San Jose,2019-03-01,SJC International Airport,14:00,136
2136,Toyota Corolla,Standard,2019-03-05,San Jose,2019-03-01,SJC International Airport,14:00,132
2137,Chevrolet Cruze,Standard,2019-03-05,,2019-03-01,Diridon Station,14:00,116
2138,Ford Fusion,Standard,2019-03-11,Fremont,2019-03-04,Fremont BART Station,14:00,245
2139,Honda Accord,Standard,2019-03-11,Fremont,2019-03-04,Fremont BART Station,14:00,245
2140,Toyota Camry,Standard,2019-03-11,Fremont,2019-03-04,Central District,14:00,245
2141,Ford Fusion,Standard,2019-03-11,,2019-03-04,Fremont BART Station,14:00,245
2142,Chevrolet Cruze,Standard,2019-03-05,San Francisco,2019-03-03,SFO International Airport,12:30,70
2143,Ford Fusion,Standard,2019-03-05,San Francisco,2019-03-03,SFO International Airport,12:30,52
2144,Honda Civic,Standard,2019-03-05,San Francisco,2019-03-03,Salesforce Transit Center,12:30,58
2145,Nissan Altima,Standard,2019-03-05,San Francisco,2019-03-03,SFO International Airport,12:30,40
2146,Nissan Sentra,Standard,2019-03-05,San Francisco,2019-03-03,Salesforce Transit Center,12:30,56
2147,Toyota Prius,Standard,2019-03-05,San Francisco,2019-03-03,SFO International Airport,12:30,64
2148,Chevrolet Cruze,Standard,2019-03-05,,2019-03-03,SFO International Airport,12:30,70
2149,Ford Fusion,Standard,2019-03-06,Walnut Creek,2019-03-05,BART Station,17:00,33
2150,Honda Accord,Standard,2019-03-06,Walnut Creek,2019-03-05,BART Station,17:00,31
2151,Honda Civic,Standard,2019-03-06,Walnut Creek,2019-03-05,BART Station,17:00,33
2152,Toyota Camry,Standard,2019-03-06,Walnut Creek,2019-03-05,BART Station,17:00,32
2153,Toyota Corolla,Standard,2019-03-06,Walnut Creek,2019-03-05,Downtown,17:00,31
2154,Ford Fusion,Standard,2019-03-06,,2019-03-05,BART Station,17:00,33
2155,Chevrolet Cruze,Standard,2019-03-05,Sunnyvale,2019-03-04,Sunnyvale CalTrain Station,17:00,32
2156,Ford Fusion,Standard,2019-03-05,Sunnyvale,2019-03-04,Downtown,17:00,29
2157,Honda Accord,Standard,2019-03-05,Sunnyvale,2019-03-04,Sunnyvale CalTrain Station,17:00,33
2158,Toyota Corolla,Standard,2019-03-05,Sunnyvale,2019-03-04,Sunnyvale CalTrain Station,17:00,38
2159,Toyota Prius,Standard,2019-03-05,Sunnyvale,2019-03-04,Downtown,17:00,33
2160,Chevrolet Cruze,Standard,2019-03-05,,2019-03-04,Sunnyvale CalTrain Station,17:00,32
2161,Ford Escape,Full-size,2019-03-13,Fremont,2019-03-09,Fremont BART Station,13:30,168
2162,Hyundai Tucson,Full-size,2019-03-13,Fremont,2019-03-09,Central District,13:30,164
2163,Nissan Rogue,Full-size,2019-03-13,Fremont,2019-03-09,Central District,13:30,176
2164,Subaru Forester,Full-size,2019-03-13,Fremont,2019-03-09,Fremont BART Station,13:30,176
2165,Toyota Highlander,Full-size,2019-03-13,Fremont,2019-03-09,Central District,13:30,188
2166,Ford Escape,Full-size,2019-03-13,,2019-03-09,Fremont BART Station,13:30,168
2167,Chevrolet Cruze,Standard,2019-03-14,Concord,2019-03-08,Canterbury Village,17:00,204
2168,Honda Accord,Standard,2019-03-14,Concord,2019-03-08,Clayton Valley,17:00,174
2169,Nissan Sentra,Standard,2019-03-14,Concord,2019-03-08,Clayton Valley,17:00,174
2170,Toyota Camry,Standard,2019-03-14,Concord,2019-03-08,Clayton Valley,17:00,174
2171,Toyota Prius,Standard,2019-03-14,Concord,2019-03-08,Canterbury Village,17:00,168
2172,Chevrolet Cruze,Standard,2019-03-14,,2019-03-08,Canterbury Village,17:00,204
2173,Chevrolet Cruze,Standard,2019-03-04,Concord,2019-03-03,Canterbury Village,12:00,33
2174,Ford Fusion,Standard,2019-03-04,Concord,2019-03-03,Canterbury Village,12:00,29
2175,Honda Accord,Standard,2019-03-04,Concord,2019-03-03,Canterbury Village,12:00,30
2176,Honda Civic,Standard,2019-03-04,Concord,2019-03-03,Canterbury Village,12:00,37
2177,Nissan Sentra,Standard,2019-03-04,Concord,2019-03-03,Clayton Valley,12:00,27
2178,Toyota Camry,Standard,2019-03-04,Concord,2019-03-03,Clayton Valley,12:00,32
2179,Toyota Corolla,Standard,2019-03-04,Concord,2019-03-03,Canterbury Village,12:00,30
2180,Toyota Prius,Standard,2019-03-04,Concord,2019-03-03,Canterbury Village,12:00,32
2181,Chevrolet Cruze,Standard,2019-03-04,,2019-03-03,Canterbury Village,12:00,33
2182,Chevrolet Cruze,Standard,2019-03-08,San Francisco,2019-03-03,SFO International Airport,12:30,175
2183,Ford Fusion,Standard,2019-03-08,San Francisco,2019-03-03,SFO International Airport,12:30,150
2184,Nissan Altima,Standard,2019-03-08,San Francisco,2019-03-03,SFO International Airport,12:30,180
2185,Nissan Sentra,Standard,2019-03-08,San Francisco,2019-03-03,Salesforce Transit Center,12:30,155
2186,Toyota Prius,Standard,2019-03-08,San Francisco,2019-03-03,SFO International Airport,12:30,155
2187,Chevrolet Cruze,Standard,2019-03-08,,2019-03-03,SFO International Airport,12:30,175
2188,Chevrolet Cruze,Standard,2019-03-08,San Jose,2019-03-06,Diridon Station,18:00,58
2189,Ford Fusion,Standard,2019-03-08,San Jose,2019-03-06,SJC International Airport,18:00,72
2190,Honda Civic,Standard,2019-03-08,San Jose,2019-03-06,Diridon Station,18:00,66
2191,Hyundai Elantra,Standard,2019-03-08,San Jose,2019-03-06,SJC International Airport,18:00,82
2192,Toyota Camry,Standard,2019-03-08,San Jose,2019-03-06,SJC International Airport,18:00,72
2193,Toyota Corolla,Standard,2019-03-08,San Jose,2019-03-06,SJC International Airport,18:00,66
2194,Chevrolet Cruze,Standard,2019-03-08,,2019-03-06,Diridon Station,18:00,58
2195,Ford Escape,Full-size,2019-03-04,San Francisco,2019-03-02,SFO International Airport,10:30,84
2196,Ford Escape,Full-size,2019-03-04,,2019-03-02,SFO International Airport,10:30,84
2197,Chevrolet Cruze,Standard,2019-03-11,San Francisco,2019-03-09,SFO International Airport,16:30,64
2198,Ford Fusion,Standard,2019-03-11,San Francisco,2019-03-09,SFO International Airport,16:30,62
2199,Honda Civic,Standard,2019-03-11,San Francisco,2019-03-09,Salesforce Transit Center,16:30,76
2200,Nissan Altima,Standard,2019-03-11,San Francisco,2019-03-09,SFO International Airport,16:30,64
2201,Nissan Sentra,Standard,2019-03-11,San Francisco,2019-03-09,Salesforce Transit Center,16:30,56
2202,Toyota Prius,Standard,2019-03-11,San Francisco,2019-03-09,SFO International Airport,16:30,72
2203,Chevrolet Cruze,Standard,2019-03-11,,2019-03-09,SFO International Airport,16:30,64
2204,Ford Fusion,Standard,2019-03-06,Walnut Creek,2019-03-02,BART Station,14:00,128
2205,Honda Accord,Standard,2019-03-06,Walnut Creek,2019-03-02,BART Station,14:00,120
2206,Honda Civic,Standard,2019-03-06,Walnut Creek,2019-03-02,BART Station,14:00,128
2207,Toyota Camry,Standard,2019-03-06,Walnut Creek,2019-03-02,BART Station,14:00,136
2208,Toyota Corolla,Standard,2019-03-06,Walnut Creek,2019-03-02,Downtown,14:00,120
2209,Ford Fusion,Standard,2019-03-06,,2019-03-02,BART Station,14:00,128
2210,Ford Escape,Full-size,2019-03-04,San Francisco,2019-03-03,SFO International Airport,17:00,50
2211,Hyundai Tucson,Full-size,2019-03-04,San Francisco,2019-03-03,Salesforce Transit Center,17:00,36
2212,Toyota Highlander,Full-size,2019-03-04,San Francisco,2019-03-03,Salesforce Transit Center,17:00,38
2213,Ford Escape,Full-size,2019-03-04,,2019-03-03,SFO International Airport,17:00,50
2214,Ford Escape,Full-size,2019-03-11,San Francisco,2019-03-08,SFO International Airport,16:30,132
2215,Hyundai Tucson,Full-size,2019-03-11,San Francisco,2019-03-08,Salesforce Transit Center,16:30,129
2216,Toyota Highlander,Full-size,2019-03-11,San Francisco,2019-03-08,Salesforce Transit Center,16:30,111
2217,Ford Escape,Full-size,2019-03-11,,2019-03-08,SFO International Airport,16:30,132
2218,Chevrolet Cruze,Standard,2019-03-05,San Jose,2019-03-04,Diridon Station,18:00,30
2219,Ford Fusion,Standard,2019-03-05,San Jose,2019-03-04,SJC International Airport,18:00,33
2220,Honda Civic,Standard,2019-03-05,San Jose,2019-03-04,Diridon Station,18:00,35
2221,Hyundai Elantra,Standard,2019-03-05,San Jose,2019-03-04,SJC International Airport,18:00,33
2222,Toyota Camry,Standard,2019-03-05,San Jose,2019-03-04,SJC International Airport,18:00,30
2223,Toyota Corolla,Standard,2019-03-05,San Jose,2019-03-04,SJC International Airport,18:00,41
2224,Chevrolet Bolt,Compact,2019-03-06,San Jose,2019-03-04,SJC International Airport,18:00,44
2225,Chevrolet Cruze,Standard,2019-03-06,San Jose,2019-03-04,Diridon Station,18:00,56
2226,Chevrolet Equinox,Full-size,2019-03-06,San Jose,2019-03-04,SJC International Airport,18:00,96
2227,Ford Fusion,Standard,2019-03-06,San Jose,2019-03-04,SJC International Airport,18:00,64
2228,Honda Civic,Standard,2019-03-06,San Jose,2019-03-04,Diridon Station,18:00,68
2229,Honda Fit,Compact,2019-03-06,San Jose,2019-03-04,SJC International Airport,18:00,50
2230,Hyundai Elantra,Standard,2019-03-06,San Jose,2019-03-04,SJC International Airport,18:00,70
2231,Jeep Cherokee,Full-size,2019-03-06,San Jose,2019-03-04,SJC International Airport,18:00,98
2232,Subaru Forester,Full-size,2019-03-06,San Jose,2019-03-04,SJC International Airport,18:00,96
2233,Chevrolet Bolt,Compact,2019-03-06,,2019-03-04,SJC International Airport,18:00,44
2234,Honda Accord,Standard,2019-03-07,Concord,2019-03-02,Clayton Valley,19:30,145
2235,Nissan Sentra,Standard,2019-03-07,Concord,2019-03-02,Clayton Valley,19:30,140
2236,Toyota Camry,Standard,2019-03-07,Concord,2019-03-02,Clayton Valley,19:30,155
2237,Toyota Prius,Standard,2019-03-07,Concord,2019-03-02,Clayton Valley,19:30,150
2238,Honda Accord,Standard,2019-03-07,,2019-03-02,Clayton Valley,19:30,145
2239,Ford Fusion,Standard,2019-03-04,Walnut Creek,2019-03-01,BART Station,18:30,102
2240,Honda Accord,Standard,2019-03-04,Walnut Creek,2019-03-01,BART Station,18:30,84
2241,Honda Civic,Standard,2019-03-04,Walnut Creek,2019-03-01,BART Station,18:30,99
2242,Toyota Camry,Standard,2019-03-04,Walnut Creek,2019-03-01,BART Station,18:30,114
2243,Chevrolet Bolt,Compact,2019-03-04,Walnut Creek,2019-03-01,BART Station,16:30,81
2244,Kia Forte,Compact,2019-03-04,Walnut Creek,2019-03-01,BART Station,16:30,87
2245,Mini Cooper,Compact,2019-03-04,Walnut Creek,2019-03-01,Downtown,16:30,87
2246,Nissan Leaf,Compact,2019-03-04,Walnut Creek,2019-03-01,Downtown,16:30,81
2247,Volkswagen Golf,Compact,2019-03-04,Walnut Creek,2019-03-01,Downtown,16:30,72
2248,Chevrolet Bolt,Compact,2019-03-04,,2019-03-01,BART Station,16:30,81
2249,Chevrolet Equinox,Full-size,2019-03-14,San Jose,2019-03-11,SJC International Airport,18:00,126
2250,Jeep Cherokee,Full-size,2019-03-14,San Jose,2019-03-11,SJC International Airport,18:00,111
2251,Subaru Forester,Full-size,2019-03-14,San Jose,2019-03-11,SJC International Airport,18:00,120
2252,Toyota Highlander,Full-size,2019-03-14,San Jose,2019-03-11,Diridon Station,18:00,108
2253,Toyota RAV4,Full-size,2019-03-14,San Jose,2019-03-11,Diridon Station,18:00,108
2254,Chevrolet Equinox,Full-size,2019-03-14,,2019-03-11,SJC International Airport,18:00,126
2255,Chevrolet Bolt,Compact,2019-03-10,Concord,2019-03-08,Canterbury Village,12:00,46
2256,Chevrolet Cruze,Standard,2019-03-10,Concord,2019-03-08,Canterbury Village,12:00,70
2257,Ford Fusion,Standard,2019-03-10,Concord,2019-03-08,Canterbury Village,12:00,64
2258,Honda Accord,Standard,2019-03-10,Concord,2019-03-08,Canterbury Village,12:00,62
2259,Honda CR-V,Full-size,2019-03-10,Concord,2019-03-08,Canterbury Village,12:00,84
2260,Honda Civic,Standard,2019-03-10,Concord,2019-03-08,Canterbury Village,12:00,52
2261,Jeep Cherokee,Full-size,2019-03-10,Concord,2019-03-08,Canterbury Village,12:00,94
2262,Kia Forte,Compact,2019-03-10,Concord,2019-03-08,Canterbury Village,12:00,42
2263,Mini Cooper,Compact,2019-03-10,Concord,2019-03-08,Canterbury Village,12:00,56
2264,Nissan Leaf,Compact,2019-03-10,Concord,2019-03-08,Clayton Valley,12:00,46
2265,Chevrolet Bolt,Compact,2019-03-10,,2019-03-08,Canterbury Village,12:00,46
2266,Chevrolet Cruze,Standard,2019-03-11,Atlanta,2019-03-06,Hartsfield-Jackson International Airport,13:00,145
2267,Nissan Sentra,Standard,2019-03-11,Atlanta,2019-03-06,Peachtree Station,13:00,130
2268,Chevrolet Cruze,Standard,2019-03-02,Atlanta,2019-03-01,Hartsfield-Jackson International Airport,13:00,33
2269,Nissan Sentra,Standard,2019-03-02,Atlanta,2019-03-01,Hartsfield-Jackson International Airport,13:00,37
2270,Toyota Camry,Standard,2019-03-02,Atlanta,2019-03-01,Hartsfield-Jackson International Airport,13:00,32
2271,Toyota Prius,Standard,2019-03-02,Atlanta,2019-03-01,Peachtree Station,13:00,30
2272,Ford Fusion,Standard,2019-03-02,Walnut Creek,2019-03-01,BART Station,14:00,34
2273,Honda Accord,Standard,2019-03-02,Walnut Creek,2019-03-01,BART Station,14:00,30
2274,Honda Civic,Standard,2019-03-02,Walnut Creek,2019-03-01,BART Station,14:00,37
2275,Toyota Camry,Standard,2019-03-02,Walnut Creek,2019-03-01,BART Station,14:00,35
2276,Toyota Corolla,Standard,2019-03-02,Walnut Creek,2019-03-01,Downtown,14:00,32
2277,Ford Fusion,Standard,2019-03-02,,2019-03-01,BART Station,14:00,34
2278,Chevrolet Cruze,Standard,2019-03-11,San Jose,2019-03-10,Diridon Station,16:30,26
2279,Ford Fusion,Standard,2019-03-11,San Jose,2019-03-10,SJC International Airport,16:30,36
2280,Honda Civic,Standard,2019-03-11,San Jose,2019-03-10,Diridon Station,16:30,28
2281,Hyundai Elantra,Standard,2019-03-11,San Jose,2019-03-10,SJC International Airport,16:30,28
2282,Toyota Camry,Standard,2019-03-11,San Jose,2019-03-10,SJC International Airport,16:30,31
2283,Toyota Corolla,Standard,2019-03-11,San Jose,2019-03-10,SJC International Airport,16:30,24
2284,Chevrolet Cruze,Standard,2019-03-11,,2019-03-10,Diridon Station,16:30,26
2285,Chevrolet Cruze,Standard,2019-03-10,Sunnyvale,2019-03-09,Sunnyvale CalTrain Station,15:00,32
2286,Ford Fusion,Standard,2019-03-10,Sunnyvale,2019-03-09,Downtown,15:00,33
2287,Honda Accord,Standard,2019-03-10,Sunnyvale,2019-03-09,Sunnyvale CalTrain Station,15:00,33
2288,Toyota Corolla,Standard,2019-03-10,Sunnyvale,2019-03-09,Sunnyvale CalTrain Station,15:00,30
2289,Toyota Prius,Standard,2019-03-10,Sunnyvale,2019-03-09,Downtown,15:00,28
2290,Chevrolet Cruze,Standard,2019-03-10,,2019-03-09,Sunnyvale CalTrain Station,15:00,32
2291,Chevrolet Cruze,Standard,2019-03-08,Sunnyvale,2019-03-04,Sunnyvale CalTrain Station,15:30,136
2292,Ford Fusion,Standard,2019-03-08,Sunnyvale,2019-03-04,Downtown,15:30,124
2293,Honda Accord,Standard,2019-03-08,Sunnyvale,2019-03-04,Sunnyvale CalTrain Station,15:30,152
2294,Toyota Corolla,Standard,2019-03-08,Sunnyvale,2019-03-04,Sunnyvale CalTrain Station,15:30,152
2295,Toyota Prius,Standard,2019-03-08,Sunnyvale,2019-03-04,Downtown,15:30,96
2296,Chevrolet Cruze,Standard,2019-03-08,Sunnyvale,2019-03-03,Sunnyvale CalTrain Station,15:30,180
2297,Ford Fusion,Standard,2019-03-08,Sunnyvale,2019-03-03,Downtown,15:30,145
2298,Honda Accord,Standard,2019-03-08,Sunnyvale,2019-03-03,Sunnyvale CalTrain Station,15:30,150
2299,Ford Fusion,Standard,2019-03-08,,2019-03-03,Downtown,15:30,145
2300,Chevrolet Bolt,Compact,2019-03-12,Fremont,2019-03-10,Fremont BART Station,18:30,48
2301,Volkswagen GTI,Compact,2019-03-12,Fremont,2019-03-10,Fremont BART Station,18:30,56
2302,Volkswagen Golf,Compact,2019-03-12,Fremont,2019-03-10,Fremont BART Station,18:30,56
2303,Chevrolet Bolt,Compact,2019-03-12,,2019-03-10,Fremont BART Station,18:30,48
2304,Toyota Camry,Standard,2019-03-09,Walnut Creek,2019-03-05,Downtown,11:00,112
2305,Toyota Corolla,Standard,2019-03-09,Walnut Creek,2019-03-05,Downtown,11:00,140
2306,Toyota Camry,Standard,2019-03-09,,2019-03-05,Downtown,11:00,112
2307,Chevrolet Cruze,Standard,2019-03-12,San Jose,2019-03-08,Diridon Station,18:30,96
2308,Honda Civic,Standard,2019-03-12,San Jose,2019-03-08,Diridon Station,18:30,120
2309,Hyundai Elantra,Standard,2019-03-12,San Jose,2019-03-08,Diridon Station,18:30,136
