,car_name,dropoff_date,pickup_city,pickup_date,pickup_location,pickup_time,total_price,type
4643,Highlander,2019-03-03,Paris,2019-03-02,Charles de Gaulle International Airport,18:00,41,Full-size
4644,Rogue,2019-03-03,Paris,2019-03-02,Orly International Airport,18:00,42,Full-size
4645,CR-V,2019-03-04,Paris,2019-03-02,Charles de Gaulle International Airport,18:00,88,Full-size
4646,Forester,2019-03-04,Paris,2019-03-02,Charles de Gaulle International Airport,18:00,92,Full-size
4647,Highlander,2019-03-04,Paris,2019-03-02,Charles de Gaulle International Airport,18:00,82,Full-size
4648,Rogue,2019-03-04,Paris,2019-03-02,Orly International Airport,18:00,98,Full-size
4649,Forester,2019-03-04,,2019-03-02,Charles de Gaulle International Airport,18:00,92,Full-size
4650,CR-V,2019-03-11,Paris,2019-03-04,Charles de Gaulle International Airport,18:30,245,Full-size
4651,Forester,2019-03-11,Paris,2019-03-04,Charles de Gaulle International Airport,18:30,315,Full-size
4652,Rogue,2019-03-11,Paris,2019-03-04,Orly International Airport,18:30,322,Full-size
4653,Bolt,2019-03-11,Paris,2019-03-04,Charles de Gaulle International Airport,18:30,210,Compact
4654,Fit,2019-03-11,Paris,2019-03-04,Charles de Gaulle International Airport,18:30,210,Compact
4655,Bolt,2019-03-11,,2019-03-04,Charles de Gaulle International Airport,18:30,210,Compact
4656,Camry,2019-03-09,Mexico City,2019-03-05,Estacion Buenavista,17:00,84,Standard
4657,Civic,2019-03-09,Mexico City,2019-03-05,Estacion Buenavista,17:00,76,Standard
4658,Corolla,2019-03-09,Mexico City,2019-03-05,Benito Juarez International Airport,17:00,96,Standard
4659,Cruze,2019-03-09,Mexico City,2019-03-05,Estacion Buenavista,17:00,80,Standard
4660,Prius,2019-03-09,Mexico City,2019-03-05,Benito Juarez International Airport,17:00,96,Standard
4661,Sentra,2019-03-09,Mexico City,2019-03-05,Benito Juarez International Airport,17:00,88,Standard
4662,Camry,2019-03-09,Mexico City,2019-03-05,Estacion Buenavista,14:00,84,Standard
4663,Civic,2019-03-09,Mexico City,2019-03-05,Estacion Buenavista,14:00,76,Standard
4664,Corolla,2019-03-09,Mexico City,2019-03-05,Benito Juarez International Airport,14:00,96,Standard
4665,Cruze,2019-03-09,Mexico City,2019-03-05,Estacion Buenavista,14:00,80,Standard
4666,Prius,2019-03-09,Mexico City,2019-03-05,Benito Juarez International Airport,14:00,96,Standard
4667,Accord,2019-03-09,Paris,2019-03-06,Charles de Gaulle International Airport,14:00,114,Standard
4668,Cruze,2019-03-09,Paris,2019-03-06,Charles de Gaulle International Airport,14:00,123,Standard
4669,Prius,2019-03-09,Paris,2019-03-06,Charles de Gaulle International Airport,14:00,108,Standard
4670,Sentra,2019-03-09,Paris,2019-03-06,Charles de Gaulle International Airport,14:00,102,Standard
4671,Accord,2019-03-09,,2019-03-06,Charles de Gaulle International Airport,14:00,114,Standard
4672,Cooper,2019-03-08,Mexico City,2019-03-07,Benito Juarez International Airport,15:00,16,Compact
4673,Fit,2019-03-08,Mexico City,2019-03-07,Benito Juarez International Airport,15:00,20,Compact
4674,Forte,2019-03-08,Mexico City,2019-03-07,Benito Juarez International Airport,15:00,19,Compact
4675,Golf,2019-03-08,Mexico City,2019-03-07,Benito Juarez International Airport,15:00,18,Compact
4676,Fit,2019-03-08,,2019-03-07,Benito Juarez International Airport,15:00,20,Compact
4677,Cherokee,2019-03-06,Los Angeles,2019-03-04,LAX International Airport,13:30,98,Full-size
4678,Equinox,2019-03-06,Los Angeles,2019-03-04,LAX International Airport,13:30,96,Full-size
4679,Forester,2019-03-06,Los Angeles,2019-03-04,LAX International Airport,13:30,96,Full-size
4680,Highlander,2019-03-06,Los Angeles,2019-03-04,Union Station,13:30,82,Full-size
4681,RAV4,2019-03-06,Los Angeles,2019-03-04,Union Station,13:30,80,Full-size
4682,Cherokee,2019-03-06,,2019-03-04,LAX International Airport,13:30,98,Full-size
4683,Bolt,2019-03-03,Paris,2019-03-02,Charles de Gaulle International Airport,15:30,29,Compact
4684,Cooper,2019-03-03,Paris,2019-03-02,Charles de Gaulle International Airport,15:30,32,Compact
4685,Fit,2019-03-03,Paris,2019-03-02,Charles de Gaulle International Airport,15:30,29,Compact
4686,Leaf,2019-03-03,Paris,2019-03-02,Charles de Gaulle International Airport,15:30,29,Compact
4687,Bolt,2019-03-03,,2019-03-02,Charles de Gaulle International Airport,15:30,29,Compact
4688,Altima,2019-03-12,New York,2019-03-05,Port Authority Station,13:30,217,Standard
4689,Elantra,2019-03-12,New York,2019-03-05,Port Authority Station,13:30,224,Standard
4690,Altima,2019-03-12,,2019-03-05,Port Authority Station,13:30,217,Standard
4691,Forte,2019-03-11,Vancouver,2019-03-10,Pacific Central Station,13:00,25,Compact
4692,Golf,2019-03-11,Vancouver,2019-03-10,Pacific Central Station,13:00,26,Compact
4693,Bolt,2019-03-11,Vancouver,2019-03-10,YVR International Airport,12:30,27,Compact
4694,Cooper,2019-03-11,Vancouver,2019-03-10,YVR International Airport,12:30,28,Compact
4695,Fit,2019-03-11,Vancouver,2019-03-10,YVR International Airport,12:30,24,Compact
4696,Forte,2019-03-12,Vancouver,2019-03-10,Pacific Central Station,13:00,46,Compact
4697,Golf,2019-03-12,Vancouver,2019-03-10,Pacific Central Station,13:00,56,Compact
4698,Bolt,2019-03-12,Vancouver,2019-03-10,YVR International Airport,12:30,50,Compact
4699,Cooper,2019-03-12,Vancouver,2019-03-10,YVR International Airport,12:30,60,Compact
4700,Golf,2019-03-12,,2019-03-10,Pacific Central Station,13:00,56,Compact
4701,Accord,2019-03-07,Anaheim,2019-03-04,John Wayne Airport,09:30,102,Standard
4702,Altima,2019-03-07,Anaheim,2019-03-04,John Wayne Airport,09:30,99,Standard
4703,Cruze,2019-03-07,Anaheim,2019-03-04,John Wayne Airport,09:30,99,Standard
4704,Fusion,2019-03-07,Anaheim,2019-03-04,John Wayne Airport,09:30,78,Standard
4705,Camry,2019-03-07,Anaheim,2019-03-04,Anaheim Intermodal Center,10:00,87,Standard
4706,Elantra,2019-03-07,Anaheim,2019-03-04,Anaheim Intermodal Center,10:00,96,Standard
4707,Accord,2019-03-07,,2019-03-04,John Wayne Airport,09:30,102,Standard
4708,Altima,2019-03-09,San Francisco,2019-03-07,SFO International Airport,09:00,62,Standard
4709,Cruze,2019-03-09,San Francisco,2019-03-07,SFO International Airport,09:00,68,Standard
4710,Fusion,2019-03-09,San Francisco,2019-03-07,SFO International Airport,09:00,62,Standard
4711,Prius,2019-03-09,San Francisco,2019-03-07,SFO International Airport,09:00,68,Standard
4712,Altima,2019-03-09,San Francisco,2019-03-07,SFO International Airport,17:00,62,Standard
4713,Civic,2019-03-09,San Francisco,2019-03-07,Salesforce Transit Center,17:00,64,Standard
4714,Cruze,2019-03-09,San Francisco,2019-03-07,SFO International Airport,17:00,68,Standard
4715,Fusion,2019-03-09,San Francisco,2019-03-07,SFO International Airport,17:00,62,Standard
4716,Prius,2019-03-09,San Francisco,2019-03-07,SFO International Airport,17:00,68,Standard
4717,Sentra,2019-03-09,San Francisco,2019-03-07,Salesforce Transit Center,17:00,56,Standard
4718,Civic,2019-03-09,,2019-03-07,Salesforce Transit Center,17:00,64,Standard
4719,Altima,2019-03-07,San Francisco,2019-03-06,SFO International Airport,09:00,29,Standard
4720,Cruze,2019-03-07,San Francisco,2019-03-06,SFO International Airport,09:00,37,Standard
4721,Fusion,2019-03-07,San Francisco,2019-03-06,SFO International Airport,09:00,27,Standard
4722,Prius,2019-03-07,San Francisco,2019-03-06,SFO International Airport,09:00,42,Standard
4723,Altima,2019-03-07,,2019-03-06,SFO International Airport,09:00,29,Standard
4724,Accord,2019-03-12,San Diego,2019-03-10,Santa Fe Depot,15:30,60,Standard
4725,Camry,2019-03-12,San Diego,2019-03-10,SAN International Airport,15:30,62,Standard
4726,Civic,2019-03-12,San Diego,2019-03-10,Santa Fe Depot,15:30,52,Standard
4727,Elantra,2019-03-12,San Diego,2019-03-10,SAN International Airport,15:30,66,Standard
4728,Fusion,2019-03-12,San Diego,2019-03-10,SAN International Airport,15:30,64,Standard
4729,Sentra,2019-03-12,San Diego,2019-03-10,Santa Fe Depot,15:30,64,Standard
4730,Accord,2019-03-12,,2019-03-10,Santa Fe Depot,15:30,60,Standard
4731,Cooper,2019-03-08,Kuala Lumpur,2019-03-05,KLIA International Airport,16:30,54,Compact
4732,Fit,2019-03-08,Kuala Lumpur,2019-03-05,KLIA International Airport,16:30,54,Compact
4733,Golf,2019-03-08,Kuala Lumpur,2019-03-05,KLIA International Airport,16:30,51,Compact
4734,Civic,2019-03-08,Kuala Lumpur,2019-03-02,KLIA International Airport,16:30,150,Standard
4735,Elantra,2019-03-08,Kuala Lumpur,2019-03-02,KLIA International Airport,16:30,120,Standard
4736,Civic,2019-03-08,,2019-03-02,KLIA International Airport,16:30,150,Standard
4737,Accord,2019-03-06,Delhi,2019-03-05,Indira Gandhi International Airport,14:00,34,Standard
4738,Elantra,2019-03-06,Delhi,2019-03-05,Indira Gandhi International Airport,14:00,38,Standard
4739,Fusion,2019-03-06,Delhi,2019-03-05,Indira Gandhi International Airport,14:00,39,Standard
4740,Accord,2019-03-06,,2019-03-05,Indira Gandhi International Airport,14:00,34,Standard
4741,Cooper,2019-03-09,Toronto,2019-03-07,Toronto Pearson International Airport,09:00,58,Compact
4742,Fit,2019-03-09,Toronto,2019-03-07,Toronto Pearson International Airport,09:00,56,Compact
4743,Forte,2019-03-09,Toronto,2019-03-07,Toronto Pearson International Airport,09:00,58,Compact
4744,GTI,2019-03-09,Toronto,2019-03-07,Toronto Pearson International Airport,09:00,56,Compact
4745,Cooper,2019-03-09,,2019-03-07,Toronto Pearson International Airport,09:00,58,Compact
4746,Camry,2019-03-11,,2019-03-07,LAX International Airport,18:00,136,Standard
4747,Camry,2019-03-14,Atlanta,2019-03-11,Hartsfield-Jackson International Airport,15:00,99,Standard
4748,Cruze,2019-03-14,Atlanta,2019-03-11,Hartsfield-Jackson International Airport,15:00,78,Standard
4749,Prius,2019-03-14,Atlanta,2019-03-11,Peachtree Station,15:00,87,Standard
4750,Sentra,2019-03-14,Atlanta,2019-03-11,Hartsfield-Jackson International Airport,15:00,108,Standard
4751,Camry,2019-03-14,,2019-03-11,Hartsfield-Jackson International Airport,15:00,99,Standard
4752,Civic,2019-03-14,Seattle,2019-03-10,Seattle-Tacoma International Airport,13:00,116,Standard
4753,Elantra,2019-03-14,Seattle,2019-03-10,King Street Station,13:00,108,Standard
4754,Fusion,2019-03-14,Seattle,2019-03-10,King Street Station,13:00,104,Standard
4755,Prius,2019-03-14,Seattle,2019-03-10,Seattle-Tacoma International Airport,13:00,136,Standard
4756,Sentra,2019-03-14,Seattle,2019-03-10,Seattle-Tacoma International Airport,13:00,132,Standard
4757,Bolt,2019-03-11,Seattle,2019-03-10,Seattle-Tacoma International Airport,13:00,26,Compact
4758,Fit,2019-03-11,Seattle,2019-03-10,King Street Station,13:00,24,Compact
4759,Forte,2019-03-11,Seattle,2019-03-10,Seattle-Tacoma International Airport,13:00,27,Compact
4760,GTI,2019-03-11,Seattle,2019-03-10,Seattle-Tacoma International Airport,13:00,31,Compact
4761,Leaf,2019-03-11,Seattle,2019-03-10,King Street Station,13:00,25,Compact
4762,Bolt,2019-03-11,Fresno,2019-03-10,Fresno Yosemite International Airport,13:30,26,Compact
4763,Cooper,2019-03-11,Fresno,2019-03-10,Fresno Station,13:30,25,Compact
4764,Fit,2019-03-11,Fresno,2019-03-10,Fresno Yosemite International Airport,13:30,26,Compact
4765,Forte,2019-03-11,Fresno,2019-03-10,Fresno Yosemite International Airport,13:30,27,Compact
4766,Cooper,2019-03-11,,2019-03-10,Fresno Station,13:30,25,Compact
4767,Accord,2019-03-11,Long Beach,2019-03-10,LGB Airport,18:00,29,Standard
4768,Corolla,2019-03-11,Long Beach,2019-03-10,LGB Airport,18:00,30,Standard
4769,Cruze,2019-03-11,Long Beach,2019-03-10,LGB Airport,18:00,35,Standard
4770,Fusion,2019-03-11,Long Beach,2019-03-10,Downtown Station,18:00,31,Standard
4771,Prius,2019-03-11,Long Beach,2019-03-10,Downtown Station,18:00,32,Standard
4772,Accord,2019-03-11,,2019-03-10,LGB Airport,18:00,29,Standard
4773,Altima,2019-03-09,Philadelphia,2019-03-07,30th Street Station,13:30,62,Standard
4774,Civic,2019-03-09,Philadelphia,2019-03-07,PHL International Airport,13:30,70,Standard
4775,Corolla,2019-03-09,Philadelphia,2019-03-07,Intercity Terminal,13:30,64,Standard
4776,Cruze,2019-03-09,Philadelphia,2019-03-07,PHL International Airport,13:30,60,Standard
4777,Elantra,2019-03-09,Philadelphia,2019-03-07,Intercity Terminal,13:30,72,Standard
4778,Fusion,2019-03-09,Philadelphia,2019-03-07,PHL International Airport,13:30,70,Standard
4779,Prius,2019-03-09,Philadelphia,2019-03-07,Intercity Terminal,13:30,66,Standard
4780,Sentra,2019-03-09,Philadelphia,2019-03-07,30th Street Station,13:30,70,Standard
4781,Corolla,2019-03-09,,2019-03-07,Intercity Terminal,13:30,64,Standard
4782,Fit,2019-03-10,Anaheim,2019-03-05,Anaheim Intermodal Center,10:00,130,Compact
4783,Bolt,2019-03-10,Anaheim,2019-03-05,John Wayne Airport,09:30,125,Compact
4784,GTI,2019-03-10,Anaheim,2019-03-05,John Wayne Airport,09:30,115,Compact
4785,Golf,2019-03-10,Anaheim,2019-03-05,John Wayne Airport,09:30,155,Compact
4786,Fit,2019-03-10,,2019-03-05,Anaheim Intermodal Center,10:00,130,Compact
4787,Accord,2019-03-06,Chicago,2019-03-01,O'Hare International Airport,15:30,185,Standard
4788,Altima,2019-03-06,Chicago,2019-03-01,O'Hare International Airport,15:30,160,Standard
4789,Fusion,2019-03-06,Chicago,2019-03-01,Chicago Union Station,15:30,115,Standard
4790,Sentra,2019-03-06,Chicago,2019-03-01,Chicago Union Station,15:30,155,Standard
4791,Altima,2019-03-03,,2019-03-02,O'Hare International Airport,15:30,34,Standard
4792,Accord,2019-03-11,New York,2019-03-08,Grand Central Station,15:30,93,Standard
4793,Altima,2019-03-11,New York,2019-03-08,Port Authority Station,15:30,81,Standard
4794,Camry,2019-03-11,New York,2019-03-08,JFK International Airport,15:30,102,Standard
4795,Civic,2019-03-11,New York,2019-03-08,JFK International Airport,15:30,99,Standard
4796,Corolla,2019-03-11,New York,2019-03-08,Grand Central Station,15:30,105,Standard
4797,Elantra,2019-03-11,New York,2019-03-08,Port Authority Station,15:30,87,Standard
4798,Prius,2019-03-11,New York,2019-03-08,Port Authority Station,15:30,81,Standard
4799,Accord,2019-03-11,Paris,2019-03-08,Charles de Gaulle International Airport,15:30,108,Standard
4800,Bolt,2019-03-11,Paris,2019-03-08,Charles de Gaulle International Airport,15:30,72,Compact
4801,CR-V,2019-03-11,Paris,2019-03-08,Charles de Gaulle International Airport,15:30,126,Full-size
4802,Cooper,2019-03-11,Paris,2019-03-08,Charles de Gaulle International Airport,15:30,84,Compact
4803,Cruze,2019-03-11,Paris,2019-03-08,Charles de Gaulle International Airport,15:30,96,Standard
4804,Fit,2019-03-11,Paris,2019-03-08,Charles de Gaulle International Airport,15:30,87,Compact
4805,Forester,2019-03-11,Paris,2019-03-08,Charles de Gaulle International Airport,15:30,144,Full-size
4806,Highlander,2019-03-11,Paris,2019-03-08,Charles de Gaulle International Airport,15:30,135,Full-size
4807,Leaf,2019-03-11,Paris,2019-03-08,Charles de Gaulle International Airport,15:30,93,Compact
4808,Bolt,2019-03-11,,2019-03-08,Charles de Gaulle International Airport,15:30,72,Compact
4809,Bolt,2019-03-12,Sacramento,2019-03-09,Sacramento Valley Station,12:00,81,Compact
4810,Cooper,2019-03-12,Sacramento,2019-03-09,Sacramento Valley Station,12:00,51,Compact
4811,Golf,2019-03-12,Sacramento,2019-03-09,Sacramento Valley Station,12:00,63,Compact
4812,Leaf,2019-03-12,Sacramento,2019-03-09,Sacramento Valley Station,12:00,81,Compact
4813,Bolt,2019-03-12,,2019-03-09,Sacramento Valley Station,12:00,81,Compact
4814,Accord,2019-03-11,Anaheim,2019-03-09,John Wayne Airport,10:30,58,Standard
4815,Altima,2019-03-11,Anaheim,2019-03-09,John Wayne Airport,10:30,64,Standard
4816,Camry,2019-03-11,Anaheim,2019-03-09,Anaheim Intermodal Center,10:30,62,Standard
4817,Cruze,2019-03-11,Anaheim,2019-03-09,John Wayne Airport,10:30,72,Standard
4818,Elantra,2019-03-11,Anaheim,2019-03-09,Anaheim Intermodal Center,10:30,54,Standard
4819,Fusion,2019-03-11,Anaheim,2019-03-09,John Wayne Airport,10:30,72,Standard
4820,Accord,2019-03-11,,2019-03-09,John Wayne Airport,10:30,58,Standard
4821,Accord,2019-03-08,Chicago,2019-03-03,O'Hare International Airport,12:30,190,Standard
4822,Prius,2019-03-08,Chicago,2019-03-03,O'Hare International Airport,12:30,165,Standard
4823,Sentra,2019-03-08,Chicago,2019-03-03,Chicago Union Station,13:00,170,Standard
4824,Prius,2019-03-08,,2019-03-03,O'Hare International Airport,12:30,165,Standard
4825,Accord,2019-03-13,Long Beach,2019-03-10,LGB Airport,13:30,87,Standard
4826,Corolla,2019-03-13,Long Beach,2019-03-10,LGB Airport,13:30,102,Standard
4827,Cruze,2019-03-13,Long Beach,2019-03-10,LGB Airport,13:30,96,Standard
4828,Fusion,2019-03-13,Long Beach,2019-03-10,Downtown Station,13:30,96,Standard
4829,Prius,2019-03-13,Long Beach,2019-03-10,Downtown Station,13:30,84,Standard
4830,Accord,2019-03-13,,2019-03-10,LGB Airport,13:30,87,Standard
4831,Cooper,2019-03-10,Portland,2019-03-04,Union Station,14:00,162,Compact
4832,Forte,2019-03-10,Portland,2019-03-04,Union Station,14:00,162,Compact
4833,Golf,2019-03-10,Portland,2019-03-04,PDX International Airport,14:00,180,Compact
4834,Cooper,2019-03-10,,2019-03-04,Union Station,14:00,162,Compact
4835,Accord,2019-03-11,Kuala Lumpur,2019-03-10,KLIA International Airport,13:30,25,Standard
4836,Camry,2019-03-11,Kuala Lumpur,2019-03-10,KLIA International Airport,13:30,24,Standard
4837,Civic,2019-03-11,Kuala Lumpur,2019-03-10,KLIA International Airport,13:30,25,Standard
4838,Elantra,2019-03-11,Kuala Lumpur,2019-03-10,KLIA International Airport,13:30,23,Standard
4839,Accord,2019-03-11,,2019-03-10,KLIA International Airport,13:30,25,Standard
4840,Camry,2019-03-10,San Diego,2019-03-05,SAN International Airport,17:00,160,Standard
4841,Civic,2019-03-10,San Diego,2019-03-05,Santa Fe Depot,17:00,140,Standard
4842,Fusion,2019-03-10,San Diego,2019-03-05,SAN International Airport,17:00,195,Standard
4843,Sentra,2019-03-10,San Diego,2019-03-05,Santa Fe Depot,17:00,145,Standard
4844,Camry,2019-03-10,,2019-03-05,SAN International Airport,17:00,160,Standard
4845,Accord,2019-03-13,Chicago,2019-03-08,O'Hare International Airport,15:30,170,Standard
4846,Altima,2019-03-13,Chicago,2019-03-08,O'Hare International Airport,15:30,170,Standard
4847,Fusion,2019-03-13,Chicago,2019-03-08,Chicago Union Station,15:30,165,Standard
4848,Prius,2019-03-13,Chicago,2019-03-08,O'Hare International Airport,15:30,190,Standard
4849,Sentra,2019-03-13,Chicago,2019-03-08,Chicago Union Station,15:30,160,Standard
4850,Accord,2019-03-13,,2019-03-08,O'Hare International Airport,15:30,170,Standard
4851,Accord,2019-03-13,Paris,2019-03-10,Charles de Gaulle International Airport,18:30,123,Standard
4852,Cruze,2019-03-13,Paris,2019-03-10,Charles de Gaulle International Airport,18:30,87,Standard
4853,Prius,2019-03-13,Paris,2019-03-10,Charles de Gaulle International Airport,18:30,111,Standard
4854,Sentra,2019-03-13,Paris,2019-03-10,Charles de Gaulle International Airport,18:30,105,Standard
4855,Bolt,2019-03-13,Paris,2019-03-10,Charles de Gaulle International Airport,15:00,90,Compact
