,address,category,date,has_seating_outdoors,has_vegetarian_options,location,number_of_seats,phone_number,price_range,rating,restaurant_name,time
1358,649 Jackson Street,Chinese,,False,False,San Francisco,,415-986-2500,moderate,3.90,Great Eastern Restaurant,
1359,4401 Cabrillo Street,Chinese,,False,False,San Francisco,,415-876-6898,moderate,4.10,Hakka Restaurant,
1360,939 Clement Street,Chinese,,False,False,San Francisco,,415-221-9888,moderate,3.80,House Of Banquet,
1361,2626 San Bruno Avenue,Chinese,,False,False,San Francisco,,415-468-9333,moderate,3.50,Imperial Garden Seafood Restaurant,
1362,1801 Alemany Boulevard,Chinese,2019-03-06,False,False,San Francisco,2,415-333-8182,moderate,4.10,Beijing Restaurant,18:30
1363,1457 Lincoln Avenue,Gastropub,,True,False,Calistoga,,707-942-5938,moderate,4.20,Johnny's,
1364,1457 Lincoln Avenue,Gastropub,2019-03-09,True,False,Calistoga,1,707-942-5938,moderate,4.20,Johnny's,13:00
1365,2960 North Shoreline Boulevard,American,,True,False,Mountain View,,650-962-1014,moderate,4.00,Michaels At Shoreline,
1366,545 San Antonio Road Suite 31,American,,True,False,Mountain View,,650-917-9941,moderate,4.20,Paul Martin's America Mountain View,
1367,401 Castro Street #100,American,,True,True,Mountain View,,650-237-3132,pricey,4.10,Scratch,
1368,895 Villa Street,American,,True,False,Mountain View,,650-963-9568,moderate,4.20,Steins,
1369,2960 North Shoreline Boulevard,American,2019-03-01,True,False,Mountain View,2,650-962-1014,moderate,4.00,Michaels At Shoreline,17:30
1370,2355 Chestnut Street,Italian,2019-03-01,False,True,San Francisco,2,415-771-2216,moderate,4.30,A16,12:00
1371,1261 Folsom Street,Filipino,,False,False,San Francisco,,415-590-3251,cheap,4.60,Pampalasa,
1372,1261 Folsom Street,Filipino,2019-03-01,False,False,San Francisco,1,415-590-3251,cheap,4.60,Pampalasa,12:30
1373,1599 Sanchez Street,Chinese,2019-03-09,False,True,San Francisco,1,415-282-8999,cheap,4.30,Alice's,19:30
1374,5391 Prospect Road,Barbecue,,False,False,San Jose,,408-725-1686,moderate,4.00,Dickey's Barbecue Pit,
1375,2297 Stevens Creek Boulevard,Barbecue,,False,False,San Jose,,408-947-8600,moderate,4.30,Korean Palace,
1376,5391 Prospect Road,Barbecue,2019-03-04,False,False,San Jose,4,408-725-1686,moderate,4.00,Dickey's Barbecue Pit,12:00
1377,24 4th Street,Mexican,,True,True,Santa Rosa,,707-571-1082,moderate,3.90,Chevys Fresh Mex,
1378,24 4th Street,Mexican,2019-03-12,True,True,Santa Rosa,2,707-571-1082,moderate,3.90,Chevys Fresh Mex,11:00
1379,611 Gregory Lane,Italian,,False,True,Pleasant Hill,,925-933-9091,moderate,4.40,Zio Fraedo's,
1380,611 Gregory Lane,Italian,2019-03-04,False,True,Pleasant Hill,1,925-933-9091,moderate,4.40,Zio Fraedo's,12:00
1381,2915 El Camino Real,American,2019-03-10,False,False,Redwood City,2,650-365-7777,moderate,4.60,John Bentley's Restaurant,12:30
1382,173 Throckmorton Avenue,Gastropub,,False,True,Mill Valley,,415-888-8218,moderate,4.40,Mill Valley Beerworks,
1383,173 Throckmorton Avenue,Gastropub,2019-03-02,False,True,Mill Valley,2,415-888-8218,moderate,4.40,Mill Valley Beerworks,12:00
1384,1016 Santa Rosa Plaza,Vegetarian,2019-03-11,False,True,Santa Rosa,2,707-546-3267,cheap,3.80,Rubio's,13:30
1385,7760 Monterey Road,Chinese,,False,True,Gilroy,,408-842-8611,cheap,4.20,Great China Garden,
1386,769 1st Street,Chinese,,True,True,Gilroy,,408-842-2888,moderate,4.30,Pineapple Village,
1387,769 1st Street,Chinese,2019-03-06,True,True,Gilroy,3,408-842-2888,moderate,4.30,Pineapple Village,13:30
1388,190 Farmers Lane,Indian,2019-03-05,False,True,Santa Rosa,1,707-521-9608,moderate,4.40,Yeti Restaurant,11:30
1389,4776 Sonoma Highway,Italian,2019-03-12,False,False,Santa Rosa,2,707-539-0260,moderate,4.40,Basilico,11:30
1390,454 Ignacio Boulevard,Seafood,,True,True,Novato,,415-883-2304,moderate,4.20,Boca Pizzeria,
1391,454 Ignacio Boulevard,Seafood,2019-03-13,True,True,Novato,1,415-883-2304,moderate,4.20,Boca Pizzeria,12:00
1392,1001 Story Road,Asian,2019-03-03,False,False,San Jose,1,408-286-6668,moderate,3.80,Dynasty,13:30
1393,137 North Santa Cruz Avenue,Thai,,False,True,Los Gatos,,408-442-5977,moderate,4.30,Coup De Thai,
1394,337 North Santa Cruz Avenue,Thai,,False,True,Los Gatos,,408-354-2785,moderate,4.30,Thai Spice,
1395,137 North Santa Cruz Avenue,Thai,2019-03-06,False,True,Los Gatos,3,408-442-5977,moderate,4.30,Coup De Thai,13:30
1396,523 4th Street,American,2019-03-04,True,False,Santa Rosa,3,707-526-5787,moderate,4.40,Belly Left Coast Kitchen & Taproom,13:00
1397,80 Senter Road,Chinese,2019-03-02,False,True,San Jose,2,408-225-9101,moderate,4.10,China Station Restaurant,11:00
1398,714 Village Court,Mediterranean,,True,False,Santa Rosa,,707-568-7604,moderate,4.30,Monti's,
1399,835 2nd Street,Italian,,True,False,Santa Rosa,,707-542-5800,pricey,4.60,Ca'bianca,
1400,835 2nd Street,Italian,2019-03-14,True,False,Santa Rosa,2,707-542-5800,pricey,4.60,Ca'bianca,12:30
1401,528 7th Street,Asian,2019-03-07,False,True,Santa Rosa,2,650-235-9339,moderate,4.60,Best Of Burma,18:30
1402,4020 Technology Place,Italian,,True,True,Fremont,,510-651-2500,moderate,4.30,Campo Di Bocce Of Fremont,
1403,4020 Technology Place,Italian,2019-03-09,True,True,Fremont,2,510-651-2500,moderate,4.30,Campo Di Bocce Of Fremont,11:30
1404,611 5th Street,Chinese,,False,True,Santa Rosa,,707-526-5840,moderate,3.90,Gary Chu's,
1405,2700 Yulupa Avenue,Chinese,,False,True,Santa Rosa,,707-525-1957,moderate,4.30,Kirin,
1406,6576 Oakmont Drive,Chinese,,True,True,Santa Rosa,,707-521-9239,cheap,4.00,Mei-don Chinese Cuisine,
1407,2700 Yulupa Avenue,Chinese,2019-03-13,False,True,Santa Rosa,2,707-525-1957,moderate,4.30,Kirin,12:00
1408,71 Lafayette Circle,American,2019-03-08,True,False,Lafayette,2,925-385-0352,moderate,3.90,American Kitchen,13:30
1409,1011 Blossom Hill Road,Steakhouse,2019-03-08,False,True,San Jose,2,408-266-6602,moderate,4.10,Black Angus Steakhouse,13:00
1410,1202 West Steele Lane,Vietnamese,,False,True,Santa Rosa,,707-528-3747,moderate,4.40,Kettles Vietnamese Bistro,
1411,1202 West Steele Lane,Vietnamese,2019-03-03,False,True,Santa Rosa,2,707-528-3747,moderate,4.40,Kettles Vietnamese Bistro,11:30
1412,1150 Murphy Avenue d,Vietnamese,2019-03-09,True,False,San Jose,2,408-899-6921,moderate,4.20,Elevenfifty,13:00
1413,61 Main Street,Chinese,,False,True,St. Helena,,707-967-9888,moderate,4.10,Golden Harvest,
1414,61 Main Street,Chinese,2019-03-08,False,True,St. Helena,2,707-967-9888,moderate,4.10,Golden Harvest,12:30
1415,1359 Locust Street,Mexican,,False,False,Walnut Creek,,925-891-4023,moderate,3.80,Fuego Tequila Grill,
1416,1315 North Main Street,Mexican,,True,False,Walnut Creek,,925-934-8121,moderate,4.00,La Fogata Mexican Bar & Grill,
1417,1470 North Broadway,Mexican,,True,True,Walnut Creek,,925-946-1010,moderate,4.10,Maria Maria,
1418,1315 North Main Street,Mexican,2019-03-02,True,False,Walnut Creek,3,925-934-8121,moderate,4.00,La Fogata Mexican Bar & Grill,11:00
1419,820 Santa Cruz Avenue,Italian,,True,False,Menlo Park,,650-323-3665,moderate,4.10,Angelo Mio,
1420,651 Oak Grove Avenue Suite H,Italian,,False,False,Menlo Park,,650-326-1314,moderate,4.30,Piccolo Ristorante Italiano,
1421,1120 Crane Street,Italian,,False,True,Menlo Park,,650-322-1211,moderate,4.30,Ristorante Carpaccio,
1422,827 Santa Cruz Avenue,Italian,,False,True,Menlo Park,,650-325-7900,moderate,3.50,Ristorante Mataro,
1423,1077 El Camino Real,Italian,,True,False,Menlo Park,,650-326-9028,moderate,4.20,Trellis Restaurant,
1424,820 Santa Cruz Avenue,Italian,2019-03-08,True,False,Menlo Park,2,650-323-3665,moderate,4.10,Angelo Mio,11:00
1425,1512 North Main Street,Asian,,False,True,Walnut Creek,,925-932-5777,cheap,3.70,Bombay Indian Restaurant,
1426,1525 North Main Street,Asian,,True,True,Walnut Creek,,925-988-8008,moderate,3.90,Modern China Cafe,
1427,1512 North Main Street,Asian,2019-03-10,False,True,Walnut Creek,3,925-932-5777,cheap,3.70,Bombay Indian Restaurant,11:30
1428,5305 Almaden Expressway,Mexican,2019-03-06,False,False,San Jose,4,408-266-1815,moderate,3.90,Chevys Fresh Mex,12:00
1429,190 Nut Tree Parkway,American,,False,True,Vacaville,,707-359-2200,moderate,4.00,Bj's Restaurant & Brewhouse,
1430,349 Merchant Street,American,,True,True,Vacaville,,707-446-0368,moderate,4.30,Merchant & Main Grill & Bar,
1431,190 Nut Tree Parkway,American,2019-03-01,False,True,Vacaville,3,707-359-2200,moderate,4.00,Bj's Restaurant & Brewhouse,12:00
1432,751 East El Camino Real,Take-out,2019-03-12,False,False,Sunnyvale,3,408-245-3710,moderate,4.00,Marie Callender's,13:00
1433,17533 Santa Cruz Highway,Barbecue,,False,False,Los Gatos,,408-354-4020,moderate,4.30,The Cats,
1434,17533 Santa Cruz Highway,Barbecue,2019-03-12,False,False,Los Gatos,1,408-354-4020,moderate,4.30,The Cats,17:00
1435,1710 West Campbell Avenue,Seafood,,True,False,Campbell,,408-374-5777,moderate,4.00,Capers Eat & Drink,
1436,1875 South Bascom Avenue #550,Seafood,,True,True,Campbell,,408-879-9091,moderate,4.30,Pacific Catch,
1437,1875 South Bascom Avenue #550,Seafood,2019-03-08,True,True,Campbell,3,408-879-9091,moderate,4.30,Pacific Catch,11:00
1438,831 West Hamilton Avenue,Seafood,,False,False,Campbell,,408-374-8366,moderate,4.40,Sushi Zono,
1439,1710 West Campbell Avenue,Seafood,2019-03-12,True,False,Campbell,2,408-374-5777,moderate,4.00,Capers Eat & Drink,13:30
1440,1918 Oak Park Boulevard,Steakhouse,,False,False,Pleasant Hill,,925-705-7066,moderate,4.40,Kobe Japan Restaurant,
1441,999 Contra Costa Boulevard,Steakhouse,,False,False,Pleasant Hill,,925-687-8096,moderate,4.00,Tahoe Joe's,
1442,1918 Oak Park Boulevard,Steakhouse,2019-03-07,False,False,Pleasant Hill,2,925-705-7066,moderate,4.40,Kobe Japan Restaurant,13:00
1443,349 Enfrente Road,Mexican,,True,True,Novato,,415-883-6292,moderate,4.20,Maya Palenque Restaurant,
1444,349 Enfrente Road,Mexican,2019-03-03,True,True,Novato,2,415-883-6292,moderate,4.20,Maya Palenque Restaurant,11:30
1445,1915 Main Street,California,,True,True,St. Helena,,707-963-9004,pricey,4.60,Acacia House By Chris Cosentino,
1446,900 Meadowood Lane,California,,True,True,St. Helena,,707-967-1200,ultra high-end,4.70,The Grill At Meadowood,
1447,900 Meadowood Lane,California,2019-03-14,True,True,St. Helena,2,707-967-1200,ultra high-end,4.70,The Grill At Meadowood,19:00
1448,2700 Yulupa Avenue,Chinese,2019-03-08,False,True,Santa Rosa,2,707-525-1957,moderate,4.30,Kirin,12:00
1449,877 Grant Avenue,American,2019-03-04,True,False,Novato,1,415-899-1516,moderate,4.20,Finnegan's Marin Restaurant & Bar,12:00
1450,40900 Fremont Boulevard,American,2019-03-05,False,True,Fremont,3,510-623-8500,moderate,4.40,Mirchi Cafe,11:00
1451,911 Main Street,American,2019-03-10,False,False,Redwood City,2,650-995-7500,moderate,4.50,Aly's On Main,13:30
1452,95 Bliss Avenue,Mexican,2019-03-12,False,False,Pittsburg,3,925-252-0222,moderate,4.00,La Pinata,11:00
1453,1506 Leimert Boulevard,Thai,,False,True,Oakland,,510-500-3151,moderate,4.10,3 Seasons Thai Bistro,
1454,5231 College Avenue,Thai,,True,True,Oakland,,510-653-8587,cheap,4.10,Bangkok Garden,
1455,6118 Medau Place,Thai,,True,True,Oakland,,510-823-2354,moderate,4.50,Daughter Thai Kitchen,
1456,4301 Piedmont Avenue A,Thai,,False,True,Oakland,,510-817-4816,moderate,4.60,Infinite Thai Eatery,
1457,3236 Grand Avenue,Thai,,False,True,Oakland,,510-451-9419,moderate,4.20,Neecha Thai Cuisine,
1458,6217 MacArthur Boulevard,Thai,,False,True,Oakland,,510-430-8771,cheap,4.60,Old Weang Ping,
1459,4133 Piedmont Avenue,Thai,,False,True,Oakland,,510-658-8491,moderate,4.10,Orchids Thai,
1460,1009 Clay Street,Thai,,False,True,Oakland,,510-452-1499,moderate,4.40,Siam Bay | Authentic Thai Cuisine,
1461,1506 Leimert Boulevard,Thai,2019-03-06,False,True,Oakland,2,510-500-3151,moderate,4.10,3 Seasons Thai Bistro,13:30
1462,333 Enfrente Road,Sushi,,True,True,Novato,,415-382-9988,moderate,4.60,Sushi Tri,
1463,452 Ignacio Boulevard,Sushi,,True,True,Novato,,415-883-2423,moderate,4.40,Taki Japanese Restaurant,
1464,333 Enfrente Road,Sushi,2019-03-08,True,True,Novato,1,415-382-9988,moderate,4.60,Sushi Tri,11:00
1465,501 Main Street,Thai,,False,True,Martinez,,925-387-0388,moderate,4.60,Lemongrass Bistro,
1466,501 Main Street,Thai,2019-03-01,False,True,Martinez,2,925-387-0388,moderate,4.60,Lemongrass Bistro,11:30
1467,137 North Santa Cruz Avenue,Thai,2019-03-03,False,True,Los Gatos,2,408-442-5977,moderate,4.30,Coup De Thai,13:30
1468,40 North Santa Cruz Avenue,California,,True,True,Los Gatos,,408-354-1600,pricey,4.50,The Lexington House,
1469,40 North Santa Cruz Avenue,California,2019-03-08,True,True,Los Gatos,2,408-354-1600,pricey,4.50,The Lexington House,11:00
1470,185 Castro Street,Mediterranean,,True,True,Mountain View,,650-625-8155,moderate,4.20,Ephesus,
1471,185 Castro Street,Mediterranean,2019-03-08,True,True,Mountain View,2,650-625-8155,moderate,4.20,Ephesus,12:00
1472,5620 College Avenue,Chinese,,False,True,Oakland,,510-601-9888,cheap,4.30,Becky's,
1473,940 Webster Street,Chinese,,False,True,Oakland,,510-839-9697,moderate,3.60,Fortune Restaurant,
1474,701 Webster Street,Chinese,,False,False,Oakland,,510-832-7661,cheap,4.00,Gourmet Delight Restaurant,
1475,4112 MacArthur Boulevard,Chinese,,False,True,Oakland,,510-482-3988,moderate,4.20,Happy Garden,
1476,4258 Piedmont Avenue,Chinese,,False,True,Oakland,,510-658-9799,moderate,4.20,Little Shin Shin,
1477,3537 Fruitvale Avenue,Chinese,,False,False,Oakland,,510-530-3232,moderate,4.30,Ly-luck Restaurant,
1478,3300 Grand Avenue,Chinese,,False,False,Oakland,,510-823-2082,moderate,4.10,Qi Dumpling House,
1479,5620 College Avenue,Chinese,2019-03-13,False,True,Oakland,2,510-601-9888,cheap,4.30,Becky's,12:30
1480,2425 South Bascom Avenue Suite A,Cambodian,,False,True,Campbell,,408-371-7711,cheap,4.30,Chez Sovan Restaurant,
1481,2425 South Bascom Avenue Suite A,Cambodian,2019-03-08,False,True,Campbell,2,408-371-7711,cheap,4.30,Chez Sovan Restaurant,13:30
1482,310 Broadway,Peruvian,,False,False,Oakland,,510-451-4206,moderate,3.80,La Furia Chalaca,
1483,3858 Piedmont Avenue,Peruvian,,False,False,Oakland,,510-652-1439,moderate,4.50,Mistura,
1484,310 Broadway,Peruvian,2019-03-01,False,False,Oakland,2,510-451-4206,moderate,3.80,La Furia Chalaca,12:00
1485,205 State Street,Breakfast,,True,True,Los Altos,,650-559-1941,moderate,4.30,Rick's Cafe,
1486,420 South San Antonio Road,Breakfast,,False,False,Los Altos,,650-559-9197,moderate,4.00,The Original Pancake House,
1487,205 State Street,Breakfast,2019-03-04,True,True,Los Altos,1,650-559-1941,moderate,4.30,Rick's Cafe,13:30
1488,2033 Camden Avenue # F3,Chinese,2019-03-11,False,True,San Jose,2,408-377-8310,moderate,4.30,Chef Li,13:00
1489,1005 Brown Avenue,Italian,,True,True,Lafayette,,925-310-4337,moderate,4.60,Locanda Positano,
1490,3577 Mount Diablo Boulevard,Italian,,True,False,Lafayette,,925-299-0700,moderate,4.10,Patxi's Pizza Lafayette,
1491,3565 Mount Diablo Boulevard,Italian,,True,False,Lafayette,,925-299-8700,pricey,4.60,Postino,
1492,1005 Brown Avenue,Italian,2019-03-11,True,True,Lafayette,2,925-310-4337,moderate,4.60,Locanda Positano,11:00
1493,124 Plaza Drive,American,,False,True,Vallejo,,707-647-0595,moderate,3.90,Black Angus Steakhouse,
1494,2565 Springs Road,American,,False,False,Vallejo,,707-552-9798,cheap,3.50,Mcdonald's,
1495,124 Plaza Drive,American,2019-03-09,False,True,Vallejo,2,707-647-0595,moderate,3.90,Black Angus Steakhouse,11:00
1496,160 Nut Tree Parkway,Steakhouse,,False,False,Vacaville,,707-452-1167,moderate,3.70,Applebee's Grill + Bar,
1497,160 Nut Tree Parkway,Steakhouse,2019-03-09,False,False,Vacaville,1,707-452-1167,moderate,3.70,Applebee's Grill + Bar,13:00
1498,33 South Central Avenue,Italian,2019-03-11,True,False,Campbell,1,408-370-7705,moderate,4.50,A Bellagio Italian Restaurant,12:00
1499,911 Main Street,American,2019-03-03,False,False,Redwood City,1,650-995-7500,moderate,4.50,Aly's On Main,19:30
1500,373 Main Street,Japanese,,False,True,Redwood City,,650-369-4350,moderate,4.20,Sakura 2 Teppanyaki And Sushi,
1501,2050 Broadway,Japanese,,False,False,Redwood City,,650-298-9011,moderate,4.20,Yokohama,
1502,373 Main Street,Japanese,2019-03-01,False,True,Redwood City,2,650-369-4350,moderate,4.20,Sakura 2 Teppanyaki And Sushi,13:30
1503,2101 Camino Ramon #100,Asian,2019-03-01,False,True,San Ramon,2,925-355-9888,moderate,3.80,Pearl Garden Restaurant,13:00
1504,20855 Redwood Road,Japanese,2019-03-01,False,True,Castro Valley,2,510-537-3862,moderate,4.30,Genghix Asian Fusion,12:00
1505,1647 Solano Avenue,Sushi,2019-03-01,False,True,Berkeley,2,510-559-8229,moderate,4.20,Sushi 29,12:00
1506,20 Bryant Way,American,2019-03-03,False,False,Orinda,3,925-254-4630,moderate,4.40,Casa Orinda,11:30
1507,1405 West El Camino Real,Seafood,2019-03-01,False,False,Mountain View,2,650-964-3321,pricey,4.50,Le Petit Bistro,12:00
1508,2420 Shattuck Avenue,Italian,2019-03-09,False,True,Berkeley,2,510-647-9963,moderate,4.30,Gio's Pizza And Bocce,18:00
1509,337 North Santa Cruz Avenue,Thai,2019-03-10,False,True,Los Gatos,2,408-354-2785,moderate,4.30,Thai Spice,13:00
1510,2072 San Pablo Avenue,Indian,2019-03-08,False,True,Berkeley,4,510-644-3977,moderate,3.80,Priya Indian Cuisine,11:30
1511,1011 Soscol Ferry Road,Italian,2019-03-01,False,False,Napa,2,707-252-4533,moderate,3.90,Villa Romano,18:30
1512,301 South 1st Street,Italian,2019-03-01,False,False,San Jose,2,408-292-7030,pricey,4.20,San Jose Original Joe's,18:00
1513,2206 First Street,Japanese,2019-03-03,True,False,Livermore,4,925-245-9662,moderate,4.40,Roppongi Sushi,12:30
1514,219 Healdsburg Avenue,California,2019-03-01,False,False,Healdsburg,2,707-473-9078,moderate,4.50,Spoonbar,18:30
1515,2211 San Ramon Valley Boulevard H,Chinese,2019-03-04,False,True,San Ramon,2,925-838-9600,cheap,3.90,Three Brothers From China,19:00
1516,152 Shoreline Highway,Seafood,2019-03-01,True,True,Mill Valley,2,415-289-5777,moderate,4.20,Frantoio Ristorante,12:00
1517,2475 San Ramon Valley Boulevard,Japanese,2019-03-05,False,False,San Ramon,3,925-820-2883,moderate,4.40,Senro Sushi,11:00
1518,550 2nd Street,Vegetarian,2019-03-01,False,True,Oakland,1,510-832-9463,moderate,4.50,Encuentro,12:00
1519,1549 Shattuck Avenue,Laotian,2019-03-09,True,True,Berkeley,2,510-841-2002,moderate,4.00,Dara Thai/lao Cuisine,13:00
1520,523 4th Street,American,2019-03-01,True,False,Santa Rosa,2,707-526-5787,moderate,4.40,Belly Left Coast Kitchen & Taproom,13:30
1521,1335 4th Street,Mexican,2019-03-07,False,True,San Rafael,2,415-521-5691,moderate,4.10,Green Chile Kitchen,19:00
1522,1600 Atlas Peak Road,Steakhouse,2019-03-01,False,False,Napa,1,707-257-5400,pricey,5.00,Royal Oak Steak & Seafood,12:30
1523,2048 Nut Tree Road,Filipino,2019-03-01,False,False,Vacaville,2,707-455-7003,cheap,4.40,Roline's,12:30
1524,10443 San Pablo Avenue,Chinese,2019-03-01,False,True,El Cerrito,2,510-524-0888,cheap,4.20,Little Hong Kong,13:30
1525,1226 4th Street,American,2019-03-01,True,False,Santa Rosa,2,707-569-8222,moderate,4.60,Bruno's On Fourth,17:30
1526,2072 San Pablo Avenue,Indian,2019-03-01,False,True,Berkeley,2,510-644-3977,moderate,3.80,Priya Indian Cuisine,12:30
1527,109 North Street,Ramen,2019-03-08,True,True,Healdsburg,4,707-431-1995,moderate,4.70,The Taste Of Tea,13:30
1528,17900 San Ramon Valley Boulevard,Chinese,2019-03-01,False,True,San Ramon,2,925-415-3236,moderate,3.60,Inchin's Bamboo Garden,12:30
1529,2107 Broadway,Italian,2019-03-01,False,True,Redwood City,2,650-216-9713,moderate,3.70,The Old Spaghetti Factory,13:30
1530,3950 Middlefield Road,Salad,2019-03-01,False,True,Palo Alto,4,650-494-0645,moderate,4.10,Green Elephant Gourmet,11:30
1531,2280 El Camino Real,Mexican,2019-03-01,False,False,Santa Clara,2,408-247-0990,moderate,4.00,La Paloma,18:00
1532,39233 Fremont Boulevard,Asian,2019-03-01,True,True,Fremont,1,510-742-6221,moderate,3.70,Elephant Bar Restaurant,12:30
1533,4100 Dyer Street,Seafood,2019-03-01,False,True,Union City,1,510-487-1033,cheap,4.10,Hong Kong Restaurant,19:00
