,address_of_location,category,city_of_event,date,event_location,event_name,subcategory,time,number_of_seats
1325,625 Nelson Road,,Stanford,2019-03-08,Stanford Stadium,Cardinal Vs Wildcats,,18:00,2
1326,2047 North Milwaukee Avenue,Music,Chicago,2019-03-13,Concord Music Hall,New Found Glory,Pop,19:30,
1327,2047 North Milwaukee Avenue,Music,Chicago,2019-03-13,Concord Music Hall,Timmy Trumpet,Jazz,19:30,
1328,2047 North Milwaukee Avenue,,Chicago,2019-03-13,Concord Music Hall,Timmy Trumpet,,19:30,4
1329,1 AMB Drive Northwest,,Atlanta,2019-03-10,Mercedes-Benz Stadium,Falcons Vs Rams,,20:30,4
1330,29 East Allen Street,,Philadelphia,2019-03-03,The Fillmore Philadelphia,Nav With Killy,,19:30,2
1331,2367 Shattuck Avenue,,Berkeley,2019-03-05,Cornerstone Craft Beer & Live Music,Phutureprimitive,,20:00,1
1332,29 East Allen Street,,Philadelphia,2019-03-09,The Fillmore Philadelphia,Conan Gray,,18:30,4
1333,1100 Oak Drive SE,Sports,Washington D.C.,2019-03-13,Entertainment & Sports Arena,Washington Vs Ny Liberty,Basketball,19:00,
1334,1111 South Figueroa Street,Sports,Los Angeles,2019-03-01,STAPLES Center,Sparks Vs Wings,Basketball,19:00,
1335,1111 South Figueroa Street,,Los Angeles,2019-03-01,STAPLES Center,Sparks Vs Wings,,19:00,4
1336,1500 South Capitol Street Southeast,,Washington D.C.,2019-03-12,Nationals Park,Nationals Vs Braves,,20:00,3
1337,100 Potomac Avenue Southwest,,Washington D.C.,2019-03-02,Audi Field,Dc United Vs Revolution,,20:30,2
1338,24 Willie Mays Plaza,,San Francisco,2019-03-07,Oracle Park,Giants Vs Cardinals,,19:30,3
1339,1000 Vin Scully Ave,,Los Angeles,2019-03-12,Dodger Stadium,Dodgers Vs Diamondbacks,,19:00,4
1340,1 East 161 Street,,New York,2019-03-06,Yankee Stadium,Nycfc Vs Red Bulls,,19:00,3
1341,1111 Southwest Broadway,,Portland,2019-03-13,Newmark Theatre,Erica Fernandez,,18:30,4
1342,1250 1st Avenue South,Sports,Seattle,2019-03-05,T-Mobile Park,Mariners Vs Rays,Baseball,18:30,
1343,3870 Montlake Boulevard Northeast,Sports,Seattle,2019-03-05,Alaska Airlines Arena,Seattle Vs Atlanta,Basketball,18:00,
1344,1250 1st Avenue South,Sports,Seattle,2019-03-05,T-Mobile Park,Seattle Vs La Angels,Baseball,20:00,
1345,3870 Montlake Boulevard Northeast,Sports,Seattle,2019-03-05,Alaska Airlines Arena,Seattle Vs Minnesota,Basketball,20:00,
1346,3800 Montlake Boulevard Northeast,,Seattle,2019-03-05,Husky Stadium,Huskies Vs Cougars,,20:00,4
1347,7000 Coliseum Way,,Oakland,2019-03-09,Oakland-Alameda County Coliseum,Raiders Vs Chiefs,,19:00,3
1348,401 East Jefferson Street,,Phoenix,2019-03-04,Chase Field,Diamondbacks Vs Brewers,,19:00,3
1349,29 East Allen Street,,Philadelphia,2019-03-13,The Fillmore Philadelphia,Blueface,,18:00,2
1350,3800 Montlake Boulevard Northeast,Sports,Seattle,2019-03-06,Husky Stadium,Huskies Vs Utes,Basketball,18:30,
1351,1250 1st Avenue South,Sports,Seattle,2019-03-06,T-Mobile Park,Mariners Vs Angels,Baseball,20:00,
1352,1250 1st Avenue South,Sports,Seattle,2019-03-06,T-Mobile Park,Mariners Vs Rangers,Baseball,18:30,
1353,1250 1st Avenue South,Sports,Seattle,2019-03-06,T-Mobile Park,Mariners Vs Rays,Baseball,20:00,
1354,1250 1st Avenue South,Sports,Seattle,2019-03-06,T-Mobile Park,Mariners Vs Tigers,Baseball,19:00,
1355,3870 Montlake Boulevard Northeast,Sports,Seattle,2019-03-06,Alaska Airlines Arena,Seattle Vs Atlanta,Basketball,18:30,
1356,800 Occidental Avenue South,Sports,Seattle,2019-03-06,CenturyLink Field,Sounders Vs Timbers,Football,19:00,
1357,3800 Montlake Boulevard Northeast,Sports,Seattle,2019-03-02,Husky Stadium,Huskies Vs Utes,Basketball,19:00,
1358,3870 Montlake Boulevard Northeast,Sports,Seattle,2019-03-02,Alaska Airlines Arena,Seattle Vs Minnesota,Basketball,19:00,
1359,3870 Montlake Boulevard Northeast,,Seattle,2019-03-02,Alaska Airlines Arena,Seattle Vs Minnesota,,19:00,3
1360,1100 Oak Drive SE,,Washington D.C.,2019-03-07,Entertainment & Sports Arena,Mystics Vs Sun,,19:00,2
1361,5500 Campanile Drive,,San Diego,2019-03-06,Cal Coast Credit Union Amphitheater,Alejandro Sanz,,18:30,3
1362,2227 Piedmont Avenue,,Berkeley,2019-03-09,California Memorial Stadium,Golden Bears Vs Cougars,,18:00,3
1363,5970 Santa Monica Boulevard,,Los Angeles,2019-03-04,Masonic Lodge at Hollywood Forever,Kishi Bashi,,20:30,1
1364,2500 Durant Avenue,Music,Berkeley,2019-03-07,2500 Durant Ave,Berkeley World Music Festival,International,18:30,
1365,2367 Shattuck Avenue,Music,Berkeley,2019-03-07,Cornerstone Craft Beer & Live Music,Nattali Rize,Blues,18:30,
1366,2367 Shattuck Avenue,Music,Berkeley,2019-03-07,Cornerstone Craft Beer & Live Music,Phutureprimitive,Electronica,20:00,
1367,2500 Durant Avenue,,Berkeley,2019-03-07,2500 Durant Ave,Berkeley World Music Festival,,18:30,1
1368,123-01 Roosevelt Avenue,,New York,2019-03-11,Citi Field,Mets Vs Dodgers,,18:00,3
1369,24 Willie Mays Plaza,,San Francisco,2019-03-13,Oracle Park,Giants Vs Diamondbacks,,20:00,1
1370,5500 Campanile Drive,Music,San Diego,2019-03-05,Cal Coast Credit Union Amphitheater,Jon Bellion,Hip Hop,19:30,
1371,2891 University Avenue,Music,San Diego,2019-03-05,The Observatory North Park,Through The Roots,International,19:30,
1372,448 South Main Street,,Los Angeles,2019-03-08,Regent Theater DTLA,The Acid,,20:30,3
1373,235 West 46th Street,Music,New York,2019-03-03,Sony Hall,Buddy Guy,Blues,19:00,
1374,"64 North 9th Street, Brooklyn",Music,New York,2019-03-03,Rough Trade NYC,Crooked Colours,Electronica,19:00,
1375,61 West 62nd Street,Music,New York,2019-03-03,David Rubenstein Atrium at Lincoln Center,France Rocks Festival,International,19:00,
1376,89 South Street,Music,New York,2019-03-03,Pier 17,Greensky Bluegrass,Blues,20:00,
1377,881 7th Avenue,Music,New York,2019-03-03,Stern Auditorium / Perelman Stage,Joe Hisaishi,Classical,20:00,
1378,235 West 46th Street,Music,New York,2019-03-03,Sony Hall,Laura Osnes,Classical,18:00,
1379,123-01 Roosevelt Avenue,,New York,2019-03-03,Citi Field,Mets Vs Dodgers,,19:00,3
1380,123-01 Roosevelt Avenue,,New York,2019-03-14,Citi Field,Mets Vs Phillies,,20:30,1
1381,1000 Vin Scully Ave,,Los Angeles,2019-03-12,Dodger Stadium,Dodgers Vs Diamondbacks,,19:00,2
1382,1000 Vin Scully Ave,,Los Angeles,2019-03-08,Dodger Stadium,Dodgers Vs Cubs,,19:30,3
1383,170 Princes' Boulevard,Sports,Toronto,2019-03-13,BMO Field,Toronto Fc Vs Impact,Football,19:30,
1384,1 Blue Jays Way,,Toronto,2019-03-13,Rogers Centre,Blue Jays Vs Indians,,19:00,4
1385,1 AMB Drive Northwest,Sports,Atlanta,2019-03-03,Mercedes-Benz Stadium,Falcons Vs Redskins,American Football,18:30,
1386,177 North Avenue Northwest,Sports,Atlanta,2019-03-03,Bobby Dodd Stadium at Historic Grant Field,Yellow Jackets Vs Panthers,American Football,18:30,
1387,625 Nelson Road,Sports,Stanford,2019-03-03,Stanford Stadium,Cardinal Vs Wildcats,American Football,20:00,
1388,401 West Van Buren Street,Music,Phoenix,2019-03-09,The Van Buren,The Band Camino,Pop,18:30,
1389,401 West Van Buren Street,Music,Phoenix,2019-03-09,The Van Buren,The Drums,Pop,19:30,
1390,401 West Van Buren Street,,Phoenix,2019-03-09,The Van Buren,The Drums,,19:30,3
1391,235 West 46th Street,,New York,2019-03-03,Sony Hall,Jamey Johnson,,18:30,1
1392,1100 Valley House Drive,,Rohnert Park,2019-03-03,SOMO Village Event Center,Billy Currington,,18:00,1
1393,Town Hall Parade,Music,London,2019-03-13,Electric Brixton,Wallows,Rock,19:30,
1394,178 Junction Road,,London,2019-03-13,Boston Music Room,Crystal Lake,,20:30,4
1395,1 Citizens Bank Way,Sports,Philadelphia,2019-03-14,Citizens Bank Park,Phillies Vs Mets,Baseball,19:30,
1396,1 Citizens Bank Way,Sports,Philadelphia,2019-03-14,Citizens Bank Park,Phillies Vs Padres,Baseball,18:30,
1397,1 Citizens Bank Way,,Philadelphia,2019-03-14,Citizens Bank Park,Phillies Vs Diamondbacks,,18:30,1
1398,"104 N. Ave 56, 2nd Floor",,Los Angeles,2019-03-02,Lodge Room,Bill Callahan,,20:30,2
1399,400 East Shoreline Drive,Music,Long Beach,2019-03-01,Rainbow Lagoon Park,Long Beach Jazz Festival,Jazz,19:30,
1400,400 East Shoreline Drive,,Long Beach,2019-03-01,Rainbow Lagoon Park,Long Beach Jazz Festival,,19:30,3
1401,625 Nelson Road,,Stanford,2019-03-03,Stanford Stadium,Cardinal Vs Ducks,,18:30,1
1402,625 Nelson Road,,Stanford,2019-03-08,Stanford Stadium,Cardinal Vs Fighting Irish,,18:00,3
1403,"261 Driggs Avenue, Brooklyn",,New York,2019-03-14,Warsaw,Amber Run Brooklyn,,18:00,4
1404,1021 Peachtree Street Northeast,Music,Atlanta,2019-03-05,Ravine,Bonobo,Electronica,20:30,
1405,1280 Peachtree Street Northeast,Music,Atlanta,2019-03-05,Atlanta Symphony Orchestra,Kirk Franklin,Christian,19:30,
1406,"56-15 Northern Boulevard, Woodside",,New York,2019-03-05,La Boom,Americo,,19:00,2
1407,1 Lincoln Financial Field Way,,Philadelphia,2019-03-03,Lincoln Financial Field,Owls Vs Bison,,19:30,1
1408,1500 South Capitol Street Southeast,Sports,Washington D.C.,2019-03-06,Nationals Park,Nationals Vs Brewers,Baseball,19:00,
1409,1500 South Capitol Street Southeast,Sports,Washington D.C.,2019-03-06,Nationals Park,Nationals Vs Diamondbacks,Baseball,19:00,
1410,1500 South Capitol Street Southeast,Sports,Washington D.C.,2019-03-06,Nationals Park,Nationals Vs Indians,Baseball,20:00,
1411,1500 South Capitol Street Southeast,Sports,Washington D.C.,2019-03-06,Nationals Park,Nationals Vs Orioles,Baseball,18:30,
1412,1500 South Capitol Street Southeast,Sports,Washington D.C.,2019-03-06,Nationals Park,Nationals Vs Phillies,Baseball,19:00,
1413,1500 South Capitol Street Southeast,Sports,Washington D.C.,2019-03-06,Nationals Park,Nationals Vs Reds,Baseball,20:30,
1414,2400 East Capitol Street Southeast,,Washington D.C.,2019-03-01,RFK Stadium,El Salvador Vs Haiti,,18:00,2
1415,1720 East 16th Street,,Los Angeles,2019-03-14,1720(tm),Gloryhammer,,20:30,3
1416,5500 Phinney Avenue North,Music,Seattle,2019-03-03,Flamingo Lot,Greensky Bluegrass,Blues,19:00,
1417,5500 Phinney Avenue North,,Seattle,2019-03-03,Flamingo Lot,Greensky Bluegrass,,19:00,2
1418,1720 East 16th Street,,Los Angeles,2019-03-14,1720(tm),Gloryhammer,,20:30,1
1419,29 East Allen Street,Music,Philadelphia,2019-03-13,The Fillmore Philadelphia,Conan Gray,Pop,19:30,
1420,1200 Callowhill Street,Music,Philadelphia,2019-03-13,Underground Arts,Hot Water Music,Rock,19:00,
1421,29 East Allen Street,Music,Philadelphia,2019-03-13,The Fillmore Philadelphia,Lauv,Jazz,19:30,
1422,29 East Allen Street 2nd Floor,Music,Philadelphia,2019-03-13,The Foundry,The Lemonheads,Rock,20:30,
1423,29 East Allen Street 2nd Floor,Music,Philadelphia,2019-03-13,The Foundry,Tuxedo,Pop,18:00,
1424,29 East Allen Street,,Philadelphia,2019-03-13,The Fillmore Philadelphia,Lauv,,19:30,1
1425,29 East Allen Street,,Philadelphia,2019-03-13,The Fillmore Philadelphia,Blueface,,18:00,1
1426,100 Potomac Avenue Southwest,Sports,Washington D.C.,2019-03-05,Audi Field,Dc United Vs Revolution,Football,19:30,
1427,1500 South Capitol Street Southeast,Sports,Washington D.C.,2019-03-05,Nationals Park,Nationals Vs Dodgers,Baseball,19:00,
1428,1500 South Capitol Street Southeast,Sports,Washington D.C.,2019-03-05,Nationals Park,Nationals Vs Indians,Baseball,20:30,
1429,1500 South Capitol Street Southeast,Sports,Washington D.C.,2019-03-05,Nationals Park,Nationals Vs Orioles,Baseball,20:30,
1430,1100 Oak Drive SE,Sports,Washington D.C.,2019-03-05,Entertainment & Sports Arena,Washington Vs Ny Liberty,Basketball,18:00,
1431,1500 South Capitol Street Southeast,,Washington D.C.,2019-03-13,Nationals Park,Nationals Vs Diamondbacks,,19:00,1
1432,1 AMB Drive Northwest,,Atlanta,2019-03-08,Mercedes-Benz Stadium,United Vs Red Bulls,,19:00,1
1433,7000 Coliseum Way,Sports,Oakland,2019-03-07,Oakland-Alameda County Coliseum,Raiders Vs Jaguars,American Football,18:30,
1434,7000 Coliseum Way,Sports,Oakland,2019-03-01,Oakland-Alameda County Coliseum,Raiders Vs Bengals,American Football,20:00,
1435,7000 Coliseum Way,Sports,Oakland,2019-03-01,Oakland-Alameda County Coliseum,Raiders Vs Jaguars,American Football,19:30,
1436,7000 Coliseum Way,Sports,Oakland,2019-03-01,Oakland-Alameda County Coliseum,Raiders Vs Lions,American Football,19:30,
1437,7000 Coliseum Way,Sports,Oakland,2019-03-09,Oakland-Alameda County Coliseum,Raiders Vs Bengals,American Football,20:30,
1438,7000 Coliseum Way,Sports,Oakland,2019-03-09,Oakland-Alameda County Coliseum,Raiders Vs Lions,American Football,19:30,
1439,7000 Coliseum Way,Sports,Oakland,2019-03-09,Oakland-Alameda County Coliseum,Raiders Vs Titans,American Football,19:30,
1440,1 Lincoln Financial Field Way,Sports,Philadelphia,2019-03-03,Lincoln Financial Field,Owls Vs Huskies,American Football,18:30,
1441,1 Lincoln Financial Field Way,Sports,Philadelphia,2019-03-03,Lincoln Financial Field,Owls Vs Knights,American Football,20:00,
1442,7000 Coliseum Way,Sports,Oakland,2019-03-03,Oakland-Alameda County Coliseum,Raiders Vs Chiefs,American Football,18:30,
1443,7000 Coliseum Way,Sports,Oakland,2019-03-03,Oakland-Alameda County Coliseum,Raiders Vs Jaguars,American Football,18:30,
1444,7000 Coliseum Way,Sports,Oakland,2019-03-03,Oakland-Alameda County Coliseum,Raiders Vs Titans,American Football,20:30,
1445,420 Mason Street,Music,San Francisco,2019-03-12,August Hall,Allan Rayman,Hip Hop,18:30,
1446,777 Valencia Street,Music,San Francisco,2019-03-12,The Chapel,Remo Drive,Pop,19:00,
1447,7000 Coliseum Way,Sports,Oakland,2019-03-10,Oakland-Alameda County Coliseum,Raiders Vs Jaguars,American Football,18:00,
1448,7000 Coliseum Way,Sports,Oakland,2019-03-10,Oakland-Alameda County Coliseum,Raiders Vs Lions,American Football,19:00,
1449,7000 Coliseum Way,Sports,Oakland,2019-03-04,Oakland-Alameda County Coliseum,Raiders Vs Bengals,American Football,20:30,
1450,1 Blue Jays Way,Sports,Toronto,2019-03-05,Rogers Centre,Blue Jays Vs Braves,Baseball,19:00,
1451,1 Blue Jays Way,Sports,Toronto,2019-03-05,Rogers Centre,Blue Jays Vs Rays,Baseball,18:00,
1452,420 Mason Street,Music,San Francisco,2019-03-08,August Hall,Electric Feels,Electronica,18:00,
1453,420 Mason Street,Music,San Francisco,2019-03-08,August Hall,Matt Corby,Christian,20:30,
1454,777 Valencia Street,Music,San Francisco,2019-03-08,The Chapel,Remo Drive,Pop,18:30,
1455,201 Van Ness Avenue,Music,San Francisco,2019-03-08,San Francisco Symphony,San Francisco Symphony,Classical,18:00,
1456,2367 Shattuck Avenue,Music,Berkeley,2019-03-01,Cornerstone Craft Beer & Live Music,Nattali Rize,Blues,20:00,
1457,1030 Main Street,Music,Napa,2019-03-03,Blue Note Napa,Water Seed,Blues,19:00,
1458,24 Willie Mays Plaza,Sports,San Francisco,2019-03-01,Oracle Park,Giants Vs Cardinals,Baseball,19:30,
1459,24 Willie Mays Plaza,Sports,San Francisco,2019-03-01,Oracle Park,Giants Vs Diamondbacks,Baseball,20:30,
1460,100 California Drive,Music,Yountville,2019-03-14,Napa Valley Performing Arts Center,Todd Rundgren,Pop,18:00,
1461,2367 Shattuck Avenue,Music,Berkeley,2019-03-13,Cornerstone Craft Beer & Live Music,The Original Wailers,International,20:30,
1462,2227 Piedmont Avenue,Sports,Berkeley,2019-03-08,California Memorial Stadium,Golden Bears Vs Cougars,American Football,18:30,
1463,2400 East Capitol Street Southeast,Sports,Washington D.C.,2019-03-02,RFK Stadium,El Salvador Vs Haiti,Football,19:30,
1464,601 F Street Northwest,Sports,Washington D.C.,2019-03-02,Capital One Arena,Mystics Vs Sky,Basketball,18:30,
1465,1500 South Capitol Street Southeast,Sports,Washington D.C.,2019-03-02,Nationals Park,Nationals Vs Braves,Baseball,18:30,
1466,1500 South Capitol Street Southeast,Sports,Washington D.C.,2019-03-02,Nationals Park,Nationals Vs Reds,Baseball,20:30,
1467,1500 South Capitol Street Southeast,Sports,Washington D.C.,2019-03-02,Nationals Park,Nationals Vs Royals,Baseball,20:30,
1468,1500 South Capitol Street Southeast,Sports,Washington D.C.,2019-03-02,Nationals Park,Nationals Vs White Sox,Baseball,20:30,
1469,1 AMB Drive Northwest,,Atlanta,2019-03-06,Mercedes-Benz Stadium,Falcons Vs Buccaneers,,18:00,4
1470,5500 Campanile Drive,Music,San Diego,2019-03-03,Cal Coast Credit Union Amphitheater,Jon Bellion,Hip Hop,18:30,
1471,5500 Campanile Drive,Music,San Diego,2019-03-03,Cal Coast Credit Union Amphitheater,Lizzo,Hip Hop,20:00,
1472,2891 University Avenue,Music,San Diego,2019-03-03,The Observatory North Park,Local Natives,Rock,18:00,
1473,5500 Campanile Drive,Music,San Diego,2019-03-03,Cal Coast Credit Union Amphitheater,Zz Top,Blues,18:30,
1474,5500 Campanile Drive,,San Diego,2019-03-03,Cal Coast Credit Union Amphitheater,Jon Bellion,,18:30,3
1475,24 Willie Mays Plaza,,San Francisco,2019-03-06,Oracle Park,Giants Vs Brewers,,19:00,3
1476,2891 University Avenue,,San Diego,2019-03-04,The Observatory North Park,Local Natives,,20:00,3
1477,29 East Allen Street,,Philadelphia,2019-03-02,The Fillmore Philadelphia,Blueface,,19:00,3
1478,29 East Allen Street,Music,Philadelphia,2019-03-08,The Fillmore Philadelphia,Conan Gray,Pop,20:00,
1479,29 East Allen Street 2nd Floor,Music,Philadelphia,2019-03-08,The Foundry,The Lemonheads,Rock,19:30,
1480,29 East Allen Street 2nd Floor,Music,Philadelphia,2019-03-08,The Foundry,Tuxedo,Pop,19:30,
1481,29 East Allen Street,,Philadelphia,2019-03-08,The Fillmore Philadelphia,Conan Gray,,20:00,1
1482,401 West Van Buren Street,Music,Phoenix,2019-03-04,The Van Buren,Greensky Bluegrass,Blues,18:30,
1483,401 West Van Buren Street,Music,Phoenix,2019-03-04,The Van Buren,Johnnyswim,Blues,18:30,
1484,401 West Van Buren Street,,Phoenix,2019-03-04,The Van Buren,Greensky Bluegrass,,18:30,4
1485,401 West Van Buren Street,Music,Phoenix,2019-03-07,The Van Buren,Greensky Bluegrass,Blues,20:30,
1486,401 West Van Buren Street,Music,Phoenix,2019-03-07,The Van Buren,Tash Sultana,Rock,20:30,
1487,401 West Van Buren Street,Music,Phoenix,2019-03-07,The Van Buren,The Drums,Pop,20:00,
1488,401 West Van Buren Street,,Phoenix,2019-03-07,The Van Buren,Greensky Bluegrass,,20:30,3
1489,"52-19 Flushing Avenue, Maspeth",,New York,2019-03-08,Knockdown Center,Blowout Music Festival,,18:00,4
1490,1 Lincoln Financial Field Way,Sports,Philadelphia,2019-03-12,Lincoln Financial Field,Eagles Vs Cowboys,American Football,18:00,
1491,1 Lincoln Financial Field Way,Sports,Philadelphia,2019-03-12,Lincoln Financial Field,Owls Vs Bison,American Football,20:30,
1492,1 Lincoln Financial Field Way,Sports,Philadelphia,2019-03-12,Lincoln Financial Field,Owls Vs Terrapins,American Football,18:30,
1493,1 Lincoln Financial Field Way,Sports,Philadelphia,2019-03-12,Lincoln Financial Field,Owls Vs Yellow Jackets,American Football,19:30,
1494,1200 Callowhill Street,,Philadelphia,2019-03-12,Underground Arts,The Melvins,,19:30,3
1495,777 Pacific Boulevard,Sports,Vancouver,2019-03-04,BC Place,Whitecaps Vs Colorado Rapids,Football,18:30,
1496,777 Pacific Boulevard,Sports,Vancouver,2019-03-04,BC Place,Whitecaps Vs Kansas City,Football,20:00,
1497,777 Pacific Boulevard,,Vancouver,2019-03-04,BC Place,Whitecaps Vs Colorado Rapids,,18:30,1
1498,200 South 3rd Street,Music,Las Vegas,2019-03-11,Downtown Las Vegas Events Center - DLVEC,Young The Giant,Rock,19:30,
1499,200 South 3rd Street,,Las Vegas,2019-03-11,Downtown Las Vegas Events Center - DLVEC,Young The Giant,,19:30,1
1500,5500 Phinney Avenue North,Music,Seattle,2019-03-13,Flamingo Lot,Cody Johnson,Country,19:30,
1501,5500 Phinney Avenue North,,Seattle,2019-03-13,Flamingo Lot,Cody Johnson,,19:30,4
1502,"52-19 Flushing Avenue, Maspeth",,New York,2019-03-05,Knockdown Center,Blowout Music Festival,,18:00,2
1503,1600 Exposition Boulevard,Sports,Sacramento,2019-03-06,Papa Murphy's Park,Republic Vs Toros,Football,18:30,
1504,1600 Exposition Boulevard,,Sacramento,2019-03-06,Papa Murphy's Park,Republic Vs Toros,,18:30,1
1505,29 East Allen Street,,Philadelphia,2019-03-07,The Fillmore Philadelphia,Lauv,,20:30,4
1506,3911 Figueroa Street,,Los Angeles,2019-03-07,LA Memorial Coliseum,Usc Vs Ucla,,18:00,2
1507,401 East Jefferson Street,,Phoenix,2019-03-03,Chase Field,Arizona Vs La Dodgers,,18:00,4
1508,"56-15 Northern Boulevard, Woodside",,New York,2019-03-02,La Boom,Americo,,19:00,4
1509,29 East Allen Street,Music,Philadelphia,2019-03-10,The Fillmore Philadelphia,Conan Gray,Pop,19:30,
