,city,date,event_name,event_type,price_per_ticket,time,venue,venue_address,number_of_tickets
1188,Napa,2019-03-03,Nellie Mckay,,40,18:30,Blue Note Napa,1030 Main Street,3
1189,Vancouver,2019-03-14,Shakespeare In Love,,45,19:30,Bard on the Beach Shakespeare Festival,1695 Whyte Avenue,3
1190,Vancouver,2019-03-08,Kishi Bashi,,45,17:00,Imperial Vancouver,319 Main Street,1
1191,Seattle,2019-03-13,Digi Boi The Musical,,60,16:30,The Pocket Theater,8312 Greenwood Avenue North,3
1192,Toronto,2019-03-02,Gymnologize,,20,19:30,Red Sandcastle Theatre,922 Queen Street East,4
1193,Toronto,2019-03-11,Knives In Hens,,20,18:00,The Coal Mine Theatre,1454 Danforth Avenue,1
1194,Vancouver,2019-03-09,Kishi Bashi,,35,16:30,Imperial Vancouver,319 Main Street,4
1195,New York,2019-03-04,Sad Summer Festival,,45,17:00,The Bowery Presents,156 Ludlow Street #5,1
1196,Philadelphia,2019-03-06,Melanie Martinez,,30,17:00,The Fillmore Philadelphia,29 East Allen Street,1
1197,Philadelphia,2019-03-12,Toto,,55,19:30,The Met Philadelphia,858 North Broad Street,1
1198,London,2019-03-12,The Lion King,,20,19:30,Christopher's,18 Wellington Street,2
1199,New York,2019-03-04,Acting For Teens,,35,18:00,520 8th Ave. - Personal Valet Parking,520 8th Ave. - Personal Valet,4
1200,New York,2019-03-04,Acting For Teens,,35,18:00,520 8th Ave. - Personal Valet Parking,520 8th Ave. - Personal Valet,1
1201,Philadelphia,2019-03-05,Anthony Green,,40,19:30,The Foundry,29 East Allen Street 2nd Floor,3
1202,Seattle,2019-03-07,Beatleconcert,Theater,50,18:30,12th Avenue Arts,1620 12th Avenue,
1203,Seattle,2019-03-07,Blood Water Paint,Theater,30,16:30,12th Avenue Arts,1620 12th Avenue,
1204,Seattle,2019-03-07,Comedysportz,Theater,55,17:30,CSz Seattle - Home of ComedySportz,3509 Fremont Avenue North,
1205,Seattle,2019-03-07,Improv For Content Creators,Theater,50,18:30,The Atlas Theatre,3509 Fremont Avenue North,
1206,Seattle,2019-03-07,Improv For Everyone,Theater,55,16:00,Theater Puget Sound,"Armory, 305 Harrison Street",
1207,Seattle,2019-03-07,Improv Happy Hour,Theater,40,18:30,Unexpected Productions Improv,1428 Post Alley,
1208,Seattle,2019-03-07,Improv Workshop,Theater,20,18:00,Queen Anne Branch - The Seattle Public Library,400 West Garfield Street,
1209,Seattle,2019-03-07,Mimosas Cabaret,Theater,20,18:00,Unicorn,1118 East Pike Street,
1210,Seattle,2019-03-07,Read The Tempest,Theater,20,19:30,Douglass-Truth Branch - The Seattle Public Library,2300 East Yesler Way,
1211,Seattle,2019-03-07,Beatleconcert,,50,18:30,12th Avenue Arts,1620 12th Avenue,4
1212,New York,2019-03-09,Advanced Acting Scene Study,Theater,60,17:00,TGW Acting Studio,358 West 44th Street,
1213,New York,2019-03-09,Blks,Theater,35,19:30,The Robert W. Wilson MCC Theater Space,511 West 52nd Street,
1214,New York,2019-03-09,Broadway Brunch,Theater,55,16:00,Engine Room New York,707 8th Avenue,
1215,New York,2019-03-09,Broadway Buddy Mentorship Cabaret,Theater,60,19:00,Leonard Nimoy Thalia at Symphony Space,"Lower, 2537 Broadway",
1216,New York,2019-03-09,Broadway Buskers Concert,Theater,20,18:30,Club Free Time,20 Waterside Plaza,
1217,New York,2019-03-09,Chaos Theory,Theater,55,19:30,Caveat,21 A Clinton Street,
1218,New York,2019-03-09,Dead End Comedy Show,Theater,40,19:30,Erv's,"2122 Beekman Place, Brooklyn",
1219,New York,2019-03-09,Drama Group,Theater,40,18:30,Marlene Meyerson JCC Manhattan,334 Amsterdam Avenue,
1220,New York,2019-03-09,Drunk Shakespeare,Theater,25,19:00,Drunk Shakespeare,711 7th Avenue Floor 2,
1221,New York,2019-03-09,Drunken Shakespeare,Theater,35,18:00,Bar Nine,807 9th Avenue,
1222,New York,2019-03-12,Broadway Buskers Concert,Theater,55,16:00,Club Free Time,20 Waterside Plaza,
1223,New York,2019-03-12,Comedysportz,Theater,60,17:30,ComedySportz New York City,318 West 53rd Street,
1224,New York,2019-03-12,Dead End Comedy Show,Theater,25,17:30,Erv's,"2122 Beekman Place, Brooklyn",
1225,New York,2019-03-12,Dear Brutus,Theater,60,16:30,Shetler Studios & Theatres,244 West 54th Street,
1226,New York,2019-03-12,Drama Group,Theater,25,16:00,Marlene Meyerson JCC Manhattan,334 Amsterdam Avenue,
1227,New York,2019-03-12,Drunk Shakespeare,Theater,20,18:00,Drunk Shakespeare,711 7th Avenue Floor 2,
1228,New York,2019-03-12,Fairview,Theater,40,16:30,Theatre For A New Audience Administrative Offices,154 Christopher Street #3D,
1229,New York,2019-03-12,Improv And Acting,Theater,40,16:00,Leifs Improv Playhouse,"3159 Flatbush Avenue, Brooklyn",
1230,New York,2019-03-12,In The Penal Colony,Theater,50,19:00,4th Street Theatre,83 East 4th Street,
1231,New York,2019-03-12,Broadway Brunch,,45,19:00,Engine Room New York,707 8th Avenue,4
1232,London,2019-03-10,Dimension,Music,25,17:30,Electric Brixton,Town Hall Parade,
1233,London,2019-03-10,Efg,Music,25,17:00,Purcell Room,Belvedere Road,
1234,London,2019-03-10,Onblackheath Festival,Music,20,19:00,Blackheath Common,7-8 Vanbrugh Terrace,
1235,London,2019-03-10,Pvris,Music,30,17:30,Electric Brixton,Town Hall Parade,
1236,London,2019-03-10,Ruel,Music,50,17:30,Electric Brixton,Town Hall Parade,
1237,London,2019-03-10,Shakey Graves,Music,45,17:00,The Dome,2A Dartmouth Park Hill,
1238,London,2019-03-10,Sunset Sons,Music,40,18:30,Electric Brixton,Town Hall Parade,
1239,London,2019-03-10,Twin Peaks,Music,25,19:30,The Dome,2A Dartmouth Park Hill,
1240,Philadelphia,2019-03-05,Anthony Green,,40,19:30,The Foundry,29 East Allen Street 2nd Floor,4
1241,Vancouver,2019-03-13,Alice In Glitterland,,20,16:00,The Wise,1882 Adanac Street,1
1242,New York,2019-03-11,Abbi Jacobson,,60,19:30,Kaufmann Concert Hall,1395 Lexington Avenue,2
1243,Philadelphia,2019-03-11,Anthony Green,Music,35,18:30,The Foundry,29 East Allen Street 2nd Floor,
1244,Philadelphia,2019-03-11,Brockhampton,Music,45,19:00,The Fillmore Philadelphia,29 East Allen Street,
1245,Philadelphia,2019-03-11,Charlotte Lawrence,Music,30,19:00,The Fillmore Philadelphia,29 East Allen Street,
1246,Philadelphia,2019-03-11,Conan Gray,Music,60,19:00,The Fillmore Philadelphia,29 East Allen Street,
1247,Philadelphia,2019-03-11,Counterparts,Music,20,19:30,The Foundry,29 East Allen Street 2nd Floor,
1248,Philadelphia,2019-03-11,Davido,Music,50,18:30,The Fillmore Philadelphia,29 East Allen Street,
1249,Philadelphia,2019-03-11,Dwele,Music,30,16:00,City Winery,990 Filbert Street,
1250,Philadelphia,2019-03-11,Hozier,Music,20,17:30,The Met Philadelphia,858 North Broad Street,
1251,Philadelphia,2019-03-11,Comedysportz,Theater,25,18:30,The Playground At The Adrienne,2030 Sansom Street,
1252,Philadelphia,2019-03-11,Theatre Camp,Theater,35,16:30,Yes! And... Collaborative Arts,21 West Washington Lane,
1253,Philadelphia,2019-03-11,Comedysportz,,25,18:30,The Playground At The Adrienne,2030 Sansom Street,3
1254,Philadelphia,2019-03-10,Anthony Green,,60,18:00,The Foundry,29 East Allen Street 2nd Floor,1
1255,Los Angeles,2019-03-05,Angel Olsen,,30,16:30,Palace Theatre,630 South Broadway,2
1256,San Diego,2019-03-07,Alejandro Sanz,,50,19:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,2
1257,Vancouver,2019-03-05,Alice In Glitterland,Theater,40,16:00,The Wise,1882 Adanac Street,
1258,Vancouver,2019-03-05,Classic Theatresports,Theater,20,16:00,Improv Centre,1502 Duranleau Street,
1259,Vancouver,2019-03-05,Little Mountain Improv,Theater,50,18:00,Little Mountain Gallery,195 East 26th Avenue,
1260,Vancouver,2019-03-05,Mother Of The Maid,Theater,35,18:30,Pacific Theatre,1440 West 12th Avenue,
1261,Vancouver,2019-03-05,Of Mice And Men,Theater,60,17:00,Stage Door,3102 Main Street,
1262,Vancouver,2019-03-05,Teatro Intimo Del Flamenco,Theater,40,17:00,Vancouver TheatreSports(tm),1502 Duranleau Street,
1263,Vancouver,2019-03-05,Vancouver Fringe Festival,Theater,55,19:00,Red Gate Revue Stage,1601 Johnston Street,
1264,Vancouver,2019-03-05,Alice In Glitterland,,40,16:00,The Wise,1882 Adanac Street,1
1265,San Francisco,2019-03-07,Above Ground,Theater,40,16:00,Mojo Theatre,2940 16th Street #217,
1266,San Francisco,2019-03-07,As You Like It,Theater,50,18:30,Main Post Lawn,Montgomery Street,
1267,San Francisco,2019-03-07,Bakersfield Mist,Theater,20,17:00,Phoenix Theatre,414 Mason Street,
1268,San Francisco,2019-03-07,Bats Improv Comedy,Theater,30,19:30,BATS Improv Theatre,Landmark Building B,
1269,San Francisco,2019-03-07,Creative Drama Summer Camp,Theater,50,19:00,Young Performers Theatre,"Landmark Building C, 2 Marina Boulevard",
1270,San Francisco,2019-03-07,Other,Theater,20,16:30,The Chapel,777 Valencia Street,
1271,San Francisco,2019-03-07,The Infinite Wrench,Theater,45,16:30,PianoFight,144 Taylor Street,
1272,San Francisco,2019-03-07,Two Play Improv Extravaganza,Theater,60,19:00,Moment Improv Theatre,533 Sutter Street 2nd Floor,
1273,San Francisco,2019-03-07,As You Like It,,50,18:30,Main Post Lawn,Montgomery Street,2
1274,Philadelphia,2019-03-12,Comedysportz,Theater,40,19:30,The Playground At The Adrienne,2030 Sansom Street,
1275,Philadelphia,2019-03-12,Constellations,Theater,25,19:00,Mayfair Theater,6243 Frankford Avenue,
1276,Philadelphia,2019-03-12,Pursuit Of Happiness,Theater,30,17:30,Mandell Theater Drexel University,3220 Chestnut Street,
1277,Philadelphia,2019-03-12,Shadow Fringe Arts Camp,Theater,35,17:30,Yes! And... Collaborative Arts,21 West Washington Lane,
1278,Philadelphia,2019-03-12,Summer Sort Of Thing,Theater,25,19:30,Yes! And... Collaborative Arts,21 West Washington Lane,
1279,Philadelphia,2019-03-12,Theatre Camp,Theater,45,17:30,Yes! And... Collaborative Arts,21 West Washington Lane,
1280,Philadelphia,2019-03-12,Comedysportz,,40,19:30,The Playground At The Adrienne,2030 Sansom Street,3
1281,San Francisco,2019-03-08,Alex Cameron,,25,19:00,August Hall,420 Mason Street,2
1282,Vancouver,2019-03-05,Cavetown,,60,16:00,Venue Nightclub,881 Granville Street,1
1283,Los Angeles,2019-03-04,Adieu Monsieur Haffmann,,45,18:30,Theatre Raymond Kabbaz,10361 West Pico Boulevard,4
1284,New York,2019-03-02,Abbi Jacobson,Music,45,18:30,Kaufmann Concert Hall,1395 Lexington Avenue,
1285,New York,2019-03-02,Alpha Blondy,Music,40,16:30,Sony Hall,235 West 46th Street,
1286,New York,2019-03-02,Ben Harper,Music,20,18:00,Pier 17,89 South Street,
1287,New York,2019-03-02,Crystal Method,Music,35,18:30,Warsaw,"261 Driggs Avenue, Brooklyn",
1288,New York,2019-03-02,Denis Matsuev,Music,60,18:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
1289,New York,2019-03-02,Dj Gravy,Music,60,18:30,Sony Hall,235 West 46th Street,
1290,New York,2019-03-02,Emanuel Ax,Music,50,19:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
1291,New York,2019-03-02,Finneas,Music,40,17:30,Warsaw,"261 Driggs Avenue, Brooklyn",
1292,New York,2019-03-02,France Rocks Festival,Music,45,16:30,Bruno Walter Auditorium,111 Amsterdam Avenue,
1293,New York,2019-03-02,Abbi Jacobson,,45,18:30,Kaufmann Concert Hall,1395 Lexington Avenue,2
1294,New York,2019-03-05,Abbi Jacobson,,40,17:00,Kaufmann Concert Hall,1395 Lexington Avenue,4
1295,San Francisco,2019-03-02,Jeanette Tietze,Music,55,19:30,The Episcopal Church of the Incarnation,1750 29th Avenue,
1296,San Francisco,2019-03-02,Matt Corby,Music,30,19:00,August Hall,420 Mason Street,
1297,San Francisco,2019-03-02,Raveena,Music,40,19:00,The Chapel,777 Valencia Street,
1298,San Francisco,2019-03-02,Remo Drive,Music,25,17:00,The Chapel,777 Valencia Street,
1299,San Francisco,2019-03-02,Sinead Harnett,Music,60,17:00,August Hall,420 Mason Street,
1300,San Francisco,2019-03-02,The Band Camino,Music,25,17:00,August Hall,420 Mason Street,
1301,San Francisco,2019-03-02,Jeanette Tietze,,55,19:30,The Episcopal Church of the Incarnation,1750 29th Avenue,4
1302,Seattle,2019-03-10,Beatleconcert,,50,17:00,12th Avenue Arts,1620 12th Avenue,4
1303,Philadelphia,2019-03-11,Ayokay,,60,18:30,The Foundry,29 East Allen Street 2nd Floor,2
1304,New York,2019-03-10,Advanced Acting Scene Study,,20,16:30,TGW Acting Studio,358 West 44th Street,2
1305,New York,2019-03-02,Abbi Jacobson,,45,18:30,Kaufmann Concert Hall,1395 Lexington Avenue,4
1306,New York,2019-03-10,Big Apple Circus,Theater,20,17:00,Big Apple Circus,60 Lincoln Center Plaza,
1307,New York,2019-03-10,Blks,Theater,45,17:00,The Robert W. Wilson MCC Theater Space,511 West 52nd Street,
1308,New York,2019-03-10,Broadway Buskers Concert,Theater,35,16:00,Club Free Time,20 Waterside Plaza,
1309,New York,2019-03-10,Calliope Musicals At Alphaville,Theater,40,18:00,Alphaville,"140 Wilson Avenue, Brooklyn",
1310,New York,2019-03-10,Chaos Theory,Theater,50,17:00,Caveat,21 A Clinton Street,
1311,New York,2019-03-10,Dead End Comedy Show,Theater,45,17:30,Erv's,"2122 Beekman Place, Brooklyn",
1312,New York,2019-03-10,Dear Brutus,Theater,55,17:00,Shetler Studios & Theatres,244 West 54th Street,
1313,New York,2019-03-10,Drunk Shakespeare,Theater,40,16:00,The Lounge,777 8th Avenue,
1314,New York,2019-03-10,Drunken Shakespeare,Theater,45,19:30,Bar Nine,807 9th Avenue,
1315,New York,2019-03-10,Advanced Acting Scene Study,,20,16:30,TGW Acting Studio,358 West 44th Street,3
1316,New York,2019-03-07,Abbi Jacobson,,35,16:30,Kaufmann Concert Hall,1395 Lexington Avenue,1
1317,New York,2019-03-06,Acting For Teens,Theater,50,19:30,520 8th Ave. - Personal Valet Parking,520 8th Ave. - Personal Valet,
1318,New York,2019-03-06,Big Apple Circus,Theater,50,17:00,Big Apple Circus,60 Lincoln Center Plaza,
1319,New York,2019-03-06,Broadway Buddy Mentorship Cabaret,Theater,60,18:00,Leonard Nimoy Thalia at Symphony Space,"Lower, 2537 Broadway",
1320,New York,2019-03-06,Calliope Musicals At Alphaville,Theater,45,16:30,Alphaville,"140 Wilson Avenue, Brooklyn",
1321,New York,2019-03-06,Chaos Theory,Theater,60,19:00,Caveat,21 A Clinton Street,
1322,New York,2019-03-06,Comedysportz,Theater,20,18:00,ComedySportz New York City,318 West 53rd Street,
1323,New York,2019-03-06,Dead End Comedy Show,Theater,25,17:30,Erv's,"2122 Beekman Place, Brooklyn",
1324,New York,2019-03-06,Dear Brutus,Theater,55,19:30,Shetler Studios & Theatres,244 West 54th Street,
1325,New York,2019-03-06,Drunk Shakespeare,Theater,45,17:00,The Lounge,777 8th Avenue,
1326,New York,2019-03-06,Drunken Shakespeare,Theater,35,18:30,Bar Nine,807 9th Avenue,
1327,New York,2019-03-06,Acting For Teens,,50,19:30,520 8th Ave. - Personal Valet Parking,520 8th Ave. - Personal Valet,3
1328,New York,2019-03-03,Alma Deutscher,,50,19:00,Stern Auditorium / Perelman Stage,881 7th Avenue,2
1329,Vancouver,2019-03-09,Alice In Glitterland,Theater,45,19:30,The Wise,1882 Adanac Street,
1330,Vancouver,2019-03-09,Mother Of The Maid,Theater,30,18:00,Pacific Theatre,1440 West 12th Avenue,
1331,Vancouver,2019-03-09,Of Mice And Men,Theater,50,16:00,Stage Door,3102 Main Street,
1332,Vancouver,2019-03-09,Teatro Intimo Del Flamenco,Theater,45,17:30,Vancouver TheatreSports(tm),1502 Duranleau Street,
1333,Vancouver,2019-03-09,Alice In Glitterland,,45,19:30,The Wise,1882 Adanac Street,2
1334,Portland,2019-03-04,Bryan Adams,Music,50,18:30,Theater Of The Clouds,1016-1098 North Center Court Street,
1335,Portland,2019-03-04,Dave Alvin Oregon,Music,50,18:00,The Old Church Concert Hall,1422 Southwest 11th Avenue,
1336,Portland,2019-03-04,Nick Kroll,Music,60,18:30,Newmark Theatre,1111 Southwest Broadway,
1337,Portland,2019-03-04,The Priests,Music,60,17:30,Polaris Hall,635 North Killingsworth Court,
1338,Portland,2019-03-04,Bryan Adams,,50,18:30,Theater Of The Clouds,1016-1098 North Center Court Street,3
1339,Philadelphia,2019-03-08,Anthony Green,Music,35,19:00,The Foundry,29 East Allen Street 2nd Floor,
1340,Philadelphia,2019-03-08,Ayokay,Music,45,17:00,The Foundry,29 East Allen Street 2nd Floor,
1341,Philadelphia,2019-03-08,Bars And Melody,Music,35,17:30,The Foundry,29 East Allen Street 2nd Floor,
1342,Philadelphia,2019-03-08,Counterparts,Music,25,19:00,The Foundry,29 East Allen Street 2nd Floor,
1343,Philadelphia,2019-03-08,Davido,Music,60,17:30,The Fillmore Philadelphia,29 East Allen Street,
1344,Philadelphia,2019-03-08,Dwele,Music,55,16:00,City Winery,990 Filbert Street,
1345,Philadelphia,2019-03-08,Girl In Red,Music,45,19:30,The Foundry,29 East Allen Street 2nd Floor,
1346,Philadelphia,2019-03-08,Icon For Hire,Music,40,17:00,Voltage Lounge,421 North 7th Street,
1347,Philadelphia,2019-03-08,Jordan Rakei,Music,25,16:30,The Foundry,29 East Allen Street 2nd Floor,
1348,Philadelphia,2019-03-08,Anthony Green,,35,19:00,The Foundry,29 East Allen Street 2nd Floor,4
1349,Los Angeles,2019-03-10,A Year In Dragonfly,Theater,55,17:30,Studio C Artists,6448 California 2,
1350,Los Angeles,2019-03-10,Adieu Monsieur Haffmann,Theater,60,17:00,Theatre Raymond Kabbaz,10361 West Pico Boulevard,
1351,Los Angeles,2019-03-10,Anything Goes,Theater,40,16:00,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
1352,Los Angeles,2019-03-10,Asssscat,Theater,30,17:00,Ucb Franklin,5919 Franklin Avenue,
1353,Los Angeles,2019-03-10,At The Table,Theater,45,19:00,Lankershim Arts Center,5108 Lankershim Boulevard,
1354,Los Angeles,2019-03-10,Benji Hughes,Theater,25,17:00,The Teragram Ballroom,1234 West 7th Street,
1355,Los Angeles,2019-03-10,Characters Welcome,Theater,50,18:30,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
1356,Los Angeles,2019-03-10,Good Mourning,Theater,35,18:00,The Hudson Theatres,6539 Santa Monica Boulevard,
1357,Los Angeles,2019-03-10,Improv Nerds,Theater,45,18:00,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
1358,Los Angeles,2019-03-10,Lavender Men,Theater,30,18:00,Skylight Theatre Company,1816 1/2 North Vermont Avenue,
1359,Los Angeles,2019-03-10,Adieu Monsieur Haffmann,,60,17:00,Theatre Raymond Kabbaz,10361 West Pico Boulevard,4
1360,Las Vegas,2019-03-03,Adam London,Music,50,19:30,The D Casino & Hotel,301 Fremont Street,
1361,Las Vegas,2019-03-03,Adam London,,50,19:30,The D Casino & Hotel,301 Fremont Street,3
1362,New York,2019-03-01,Alma Deutscher,Music,25,17:30,Stern Auditorium / Perelman Stage,881 7th Avenue,
1363,New York,2019-03-01,Alpha Blondy,Music,20,19:30,Sony Hall,235 West 46th Street,
1364,New York,2019-03-01,Ben Harper,Music,20,17:00,Pier 17,89 South Street,
1365,New York,2019-03-01,Boston Symphony Orchestra,Music,35,16:30,Stern Auditorium / Perelman Stage,881 7th Avenue,
1366,New York,2019-03-01,Carbon Leaf,Music,40,16:30,Sony Hall,235 West 46th Street,
1367,New York,2019-03-01,Crooked Colours,Music,35,17:00,Rough Trade NYC,"64 North 9th Street, Brooklyn",
1368,New York,2019-03-01,Dj Gravy,Music,40,19:30,Sony Hall,235 West 46th Street,
1369,New York,2019-03-01,Emanuel Ax,Music,60,18:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
1370,Seattle,2019-03-01,Claudia Oshry,Music,45,16:30,Illsley Ball Nordstrom Recital Hall,200 University Street,
1371,Seattle,2019-03-01,Greensky Bluegrass,Music,40,18:00,Flamingo Lot,5500 Phinney Avenue North,
1372,Seattle,2019-03-01,Mal Blum,Music,35,16:30,The Vera Project,305 Harrison Street,
1373,Seattle,2019-03-01,Claudia Oshry,,45,16:30,Illsley Ball Nordstrom Recital Hall,200 University Street,4
1374,San Francisco,2019-03-06,Above Ground,,35,17:00,Mojo Theatre,2940 16th Street #217,2
1375,New York,2019-03-10,Alma Deutscher,Music,30,18:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
1376,New York,2019-03-10,Alpha Blondy,Music,55,16:30,Sony Hall,235 West 46th Street,
1377,New York,2019-03-10,Black Uhuru,Music,20,19:00,Sony Hall,235 West 46th Street,
1378,New York,2019-03-10,Boston Symphony Orchestra,Music,35,16:30,Stern Auditorium / Perelman Stage,881 7th Avenue,
1379,New York,2019-03-10,Buddy Guy,Music,55,17:00,Sony Hall,235 West 46th Street,
1380,New York,2019-03-10,Crooked Colours,Music,20,18:00,Rough Trade NYC,"64 North 9th Street, Brooklyn",
1381,New York,2019-03-10,Crystal Method,Music,50,17:30,Warsaw,"261 Driggs Avenue, Brooklyn",
1382,New York,2019-03-10,Denis Matsuev,Music,60,18:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
1383,New York,2019-03-10,Dj Gravy,Music,20,18:00,Sony Hall,235 West 46th Street,
1384,New York,2019-03-10,Alma Deutscher,,30,18:00,Stern Auditorium / Perelman Stage,881 7th Avenue,4
