,airlines,arrives_next_day,departure_date,destination_airport_name,destination_city,flight_class,number_checked_bags,number_stops,origin_airport_name,origin_city,outbound_arrival_time,outbound_departure_time,passengers,price,inbound_arrival_time,inbound_departure_time,return_date
832,Southwest Airlines,False,2019-03-04,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,19:26,18:35,1,61,,,
833,United Airlines,False,2019-03-04,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,11:16,10:25,1,69,,,
834,American Airlines,False,2019-03-03,JFK International Airport,New York,Economy,0,0,PHL International Airport,Philadelphia,09:36,08:45,4,59,,,
835,Delta Airlines,False,2019-03-03,JFK International Airport,New York,Economy,0,0,PHL International Airport,Philadelphia,05:11,04:20,4,67,,,
836,Southwest Airlines,False,2019-03-03,JFK International Airport,New York,Economy,0,0,PHL International Airport,Philadelphia,16:21,15:30,4,51,,,
837,Alaska Airlines,False,2019-03-02,SFO International Airport,San Francisco,Economy,0,0,LAX International Airport,Los Angeles,06:20,04:55,3,100,,,
838,American Airlines,False,2019-03-02,SFO International Airport,San Francisco,Economy,0,0,LAX International Airport,Los Angeles,06:55,05:30,3,91,,,
839,Delta Airlines,True,2019-03-02,SFO International Airport,San Francisco,Economy,0,0,LAX International Airport,Los Angeles,00:40,23:15,3,109,,,
840,Southwest Airlines,False,2019-03-02,SFO International Airport,San Francisco,Economy,0,0,LAX International Airport,Los Angeles,15:20,13:55,3,99,,,
841,United Airlines,False,2019-03-02,SFO International Airport,San Francisco,Economy,0,0,LAX International Airport,Los Angeles,13:05,11:40,3,95,,,
842,Alaska Airlines,False,2019-03-04,SFO International Airport,San Francisco,Economy,0,0,SAN International Airport,San Diego,14:20,12:40,4,102,,,
843,American Airlines,False,2019-03-04,SFO International Airport,San Francisco,Economy,0,1,SAN International Airport,San Diego,22:35,19:10,4,162,,,
844,Delta Airlines,False,2019-03-04,SFO International Airport,San Francisco,Economy,0,0,SAN International Airport,San Diego,14:05,12:25,4,95,,,
845,Southwest Airlines,False,2019-03-04,SFO International Airport,San Francisco,Economy,0,0,SAN International Airport,San Diego,13:15,11:35,4,103,,,
846,United Airlines,False,2019-03-04,SFO International Airport,San Francisco,Economy,0,0,SAN International Airport,San Diego,08:15,06:35,4,93,,,
847,Air Canada,False,2019-03-10,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,11:02,04:20,2,282,,,
848,American Airlines,False,2019-03-10,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,16:52,05:15,2,374,,,
849,Delta Airlines,False,2019-03-10,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,11:41,06:40,2,271,,,
850,United Airlines,True,2019-03-10,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,01:17,18:55,2,312,,,
851,Air Canada,False,2019-03-01,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,11:02,04:20,1,273,,,
852,American Airlines,False,2019-03-01,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,12:02,01:30,1,256,,,
853,Delta Airlines,False,2019-03-01,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,16:16,06:40,1,266,,,
854,United Airlines,True,2019-03-01,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,01:17,18:55,1,270,,,
855,Air Canada,False,2019-03-02,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,11:02,04:20,4,297,,,
856,American Airlines,False,2019-03-02,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,12:02,01:30,4,266,,,
857,Delta Airlines,False,2019-03-02,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,16:16,06:40,4,260,,,
858,United Airlines,True,2019-03-02,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,01:17,18:55,4,299,,,
859,Southwest Airlines,False,2019-03-02,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,21:11,20:20,2,67,,,
860,American Airlines,False,2019-03-01,Dulles International Airport,Washington,Economy,0,1,PHL International Airport,Philadelphia,22:43,17:50,2,228,,,
861,Delta Airlines,False,2019-03-01,Dulles International Airport,Washington,Economy,0,1,PHL International Airport,Philadelphia,08:20,04:20,2,144,,,
862,Southwest Airlines,False,2019-03-01,Dulles International Airport,Washington,Economy,0,1,PHL International Airport,Philadelphia,18:10,15:30,2,149,,,
863,Alaska Airlines,False,2019-03-05,YVR International Airport,Vancouver,Economy,0,1,Seattle-Tacoma International Airport,Seattle,20:12,11:35,2,265,,,
864,American Airlines,True,2019-03-05,YVR International Airport,Vancouver,Economy,0,1,Seattle-Tacoma International Airport,Seattle,00:57,19:50,2,230,,,
865,Delta Airlines,False,2019-03-05,YVR International Airport,Vancouver,Economy,0,1,Seattle-Tacoma International Airport,Seattle,20:12,13:25,2,261,,,
866,Southwest Airlines,True,2019-03-05,YVR International Airport,Vancouver,Economy,0,1,Seattle-Tacoma International Airport,Seattle,00:57,15:05,2,257,,,
867,United Airlines,False,2019-03-05,YVR International Airport,Vancouver,Economy,0,1,Seattle-Tacoma International Airport,Seattle,12:29,05:35,2,308,,,
868,American Airlines,False,2019-03-06,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,05:20,04:10,1,87,,,
869,Delta Airlines,False,2019-03-06,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,19:05,17:55,1,76,,,
870,Southwest Airlines,False,2019-03-06,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:25,05:15,1,93,,,
871,American Airlines,True,2019-03-04,YVR International Airport,Vancouver,Economy,0,1,Seattle-Tacoma International Airport,Seattle,00:57,19:50,1,248,,,
872,Air Canada,False,2019-03-04,PDX International Airport,Portland,Premium Economy,0,1,YVR International Airport,Vancouver,11:48,01:40,2,379,,,
873,American Airlines,False,2019-03-04,PDX International Airport,Portland,Premium Economy,0,1,YVR International Airport,Vancouver,11:35,01:30,2,437,,,
874,Delta Airlines,True,2019-03-04,PDX International Airport,Portland,Premium Economy,0,1,YVR International Airport,Vancouver,01:28,20:55,2,397,,,
875,American Airlines,False,2019-03-03,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,05:20,04:10,4,90,,,
876,Delta Airlines,False,2019-03-03,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,19:05,17:55,4,84,,,
877,Southwest Airlines,False,2019-03-03,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:25,05:15,4,76,,,
878,United Airlines,False,2019-03-03,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:15,05:05,4,74,,,
879,American Airlines,False,2019-03-07,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,05:21,04:30,1,62,,,
880,Delta Airlines,False,2019-03-07,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,07:11,06:20,1,56,,,
881,Southwest Airlines,False,2019-03-07,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,17:06,16:15,1,50,,,
882,United Airlines,False,2019-03-07,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,21:26,20:35,1,63,,,
883,American Airlines,False,2019-03-06,Dulles International Airport,Washington,Economy,0,0,JFK International Airport,New York,14:40,13:30,1,82,,,
884,Delta Airlines,False,2019-03-06,Dulles International Airport,Washington,Economy,0,0,JFK International Airport,New York,08:20,07:10,1,74,,,
885,Southwest Airlines,False,2019-03-06,Dulles International Airport,Washington,Economy,0,0,JFK International Airport,New York,08:25,07:15,1,82,,,
886,United Airlines,True,2019-03-06,Dulles International Airport,Washington,Economy,0,0,JFK International Airport,New York,00:50,23:40,1,86,,,
887,Alaska Airlines,False,2019-03-02,PDX International Airport,Portland,Economy,0,0,Seattle-Tacoma International Airport,Seattle,23:03,22:05,3,71,,,
888,American Airlines,False,2019-03-02,PDX International Airport,Portland,Economy,0,0,Seattle-Tacoma International Airport,Seattle,15:33,14:35,3,74,,,
889,Delta Airlines,False,2019-03-02,PDX International Airport,Portland,Economy,0,0,Seattle-Tacoma International Airport,Seattle,19:13,18:15,3,71,,,
890,United Airlines,False,2019-03-02,PDX International Airport,Portland,Economy,0,0,Seattle-Tacoma International Airport,Seattle,10:28,09:30,3,85,,,
891,American Airlines,False,2019-03-01,SAN International Airport,San Diego,Economy,0,1,SFO International Airport,San Francisco,21:49,18:00,1,162,,,
892,American Airlines,False,2019-03-01,PDX International Airport,Portland,Economy,0,1,YVR International Airport,Vancouver,11:35,01:30,1,292,,,
893,Alaska Airlines,False,2019-03-03,SFO International Airport,San Francisco,Economy,0,0,SAN International Airport,San Diego,14:20,12:40,1,112,,,
894,American Airlines,False,2019-03-03,SFO International Airport,San Francisco,Economy,0,1,SAN International Airport,San Diego,11:02,07:15,1,202,,,
895,Delta Airlines,False,2019-03-03,SFO International Airport,San Francisco,Economy,0,0,SAN International Airport,San Diego,14:05,12:25,1,104,,,
896,Southwest Airlines,False,2019-03-03,SFO International Airport,San Francisco,Economy,0,0,SAN International Airport,San Diego,13:15,11:35,1,112,,,
897,United Airlines,False,2019-03-03,SFO International Airport,San Francisco,Economy,0,0,SAN International Airport,San Diego,08:15,06:35,1,106,,,
898,American Airlines,False,2019-03-06,LAX International Airport,Los Angeles,Economy,0,0,McCarran International Airport,Las Vegas,06:00,04:50,4,86,,,
899,Delta Airlines,False,2019-03-06,LAX International Airport,Los Angeles,Economy,0,1,McCarran International Airport,Las Vegas,12:39,10:10,4,148,,,
900,Southwest Airlines,False,2019-03-06,LAX International Airport,Los Angeles,Economy,0,0,McCarran International Airport,Las Vegas,20:00,18:50,4,80,,,
901,United Airlines,False,2019-03-11,LAX International Airport,Los Angeles,Economy,0,0,McCarran International Airport,Las Vegas,18:45,17:35,4,78,,,
902,Alaska Airlines,False,2019-03-03,YVR International Airport,Vancouver,Economy,0,1,Seattle-Tacoma International Airport,Seattle,15:47,07:30,1,257,,,
903,American Airlines,True,2019-03-03,YVR International Airport,Vancouver,Economy,0,1,Seattle-Tacoma International Airport,Seattle,00:57,19:50,1,255,,,
904,Delta Airlines,False,2019-03-03,YVR International Airport,Vancouver,Economy,0,1,Seattle-Tacoma International Airport,Seattle,18:46,08:05,1,338,,,
905,Southwest Airlines,True,2019-03-03,YVR International Airport,Vancouver,Economy,0,1,Seattle-Tacoma International Airport,Seattle,00:57,15:05,1,260,,,
906,United Airlines,False,2019-03-03,YVR International Airport,Vancouver,Economy,0,1,Seattle-Tacoma International Airport,Seattle,12:29,05:35,1,293,,,
907,American Airlines,False,2019-03-03,Dulles International Airport,Washington,Economy,0,0,JFK International Airport,New York,14:40,13:30,1,82,,,
908,Southwest Airlines,False,2019-03-03,Dulles International Airport,Washington,Economy,0,0,JFK International Airport,New York,08:25,07:15,1,84,,,
909,United Airlines,False,2019-03-03,Dulles International Airport,Washington,Economy,0,0,JFK International Airport,New York,12:00,10:50,1,90,,,
910,Delta Airlines,False,2019-03-01,PHL International Airport,Philadelphia,Economy,0,1,Dulles International Airport,Washington,21:26,17:55,1,148,,,
911,American Airlines,False,2019-03-07,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,05:20,04:10,1,88,,,
912,Delta Airlines,False,2019-03-07,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,19:05,17:55,1,86,,,
913,Southwest Airlines,False,2019-03-07,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:25,05:15,1,81,,,
914,United Airlines,False,2019-03-07,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:15,05:05,1,76,,,
915,United Airlines,False,2019-03-02,SFO International Airport,San Francisco,Economy,0,0,SAN International Airport,San Diego,08:15,06:35,4,115,,,
916,American Airlines,False,2019-03-01,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,14:10,13:00,1,88,,,
917,Delta Airlines,False,2019-03-01,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,19:05,17:55,1,77,,,
918,Southwest Airlines,False,2019-03-01,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:25,05:15,1,78,,,
919,United Airlines,False,2019-03-01,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:15,05:05,1,84,,,
920,Alaska Airlines,False,2019-03-05,SAN International Airport,San Diego,Economy,0,0,SFO International Airport,San Francisco,21:20,19:40,2,118,,,
921,American Airlines,False,2019-03-05,SAN International Airport,San Diego,Economy,0,1,SFO International Airport,San Francisco,20:59,18:00,2,172,,,
922,Delta Airlines,False,2019-03-05,SAN International Airport,San Diego,Economy,0,0,SFO International Airport,San Francisco,19:20,17:40,2,105,,,
923,Southwest Airlines,False,2019-03-05,SAN International Airport,San Diego,Economy,0,0,SFO International Airport,San Francisco,07:30,05:50,2,111,,,
924,United Airlines,False,2019-03-05,SAN International Airport,San Diego,Economy,0,0,SFO International Airport,San Francisco,23:30,21:50,2,112,,,
925,Air Canada,False,2019-03-05,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,20:42,12:15,4,274,,,
926,American Airlines,False,2019-03-05,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,16:52,05:15,4,366,,,
927,Delta Airlines,False,2019-03-05,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,18:16,10:15,4,277,,,
928,United Airlines,True,2019-03-05,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,01:17,18:55,4,301,,,
929,Southwest Airlines,False,2019-03-09,JFK International Airport,New York,Economy,0,0,PHL International Airport,Philadelphia,16:21,15:30,4,66,,,
930,American Airlines,False,2019-03-09,JFK International Airport,New York,Economy,0,0,PHL International Airport,Philadelphia,09:36,08:45,1,65,,,
931,Delta Airlines,False,2019-03-09,JFK International Airport,New York,Economy,0,0,PHL International Airport,Philadelphia,05:11,04:20,1,61,,,
932,Southwest Airlines,False,2019-03-09,JFK International Airport,New York,Economy,0,0,PHL International Airport,Philadelphia,16:21,15:30,1,66,,,
933,Alaska Airlines,False,2019-03-05,PDX International Airport,Portland,Economy,0,0,Seattle-Tacoma International Airport,Seattle,23:03,22:05,1,65,,,
934,American Airlines,False,2019-03-05,PDX International Airport,Portland,Economy,0,0,Seattle-Tacoma International Airport,Seattle,15:33,14:35,1,61,,,
935,Delta Airlines,False,2019-03-05,PDX International Airport,Portland,Economy,0,0,Seattle-Tacoma International Airport,Seattle,19:13,18:15,1,66,,,
936,United Airlines,False,2019-03-05,PDX International Airport,Portland,Economy,0,0,Seattle-Tacoma International Airport,Seattle,10:28,09:30,1,74,,,
937,American Airlines,False,2019-03-05,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,05:20,04:10,1,79,,,
938,Delta Airlines,False,2019-03-05,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,19:05,17:55,1,84,,,
939,Southwest Airlines,False,2019-03-05,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:25,05:15,1,88,,,
940,United Airlines,False,2019-03-05,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:15,05:05,1,102,,,
941,American Airlines,False,2019-03-01,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,08:46,07:55,1,56,,,
