,address,area,furnished,number_of_baths,number_of_beds,pets_allowed,phone_number,property_name,rent,visit_date
1734,2001 Range Avenue,Santa Rosa,True,3,4,False,707-578-1150,Coddingtown Mall Apartments,5100,
1735,1305 Yulupa Avenue,Santa Rosa,False,3,4,False,707-575-3254,Greentree Apartments,4750,
1736,1421 Range Avenue,Santa Rosa,False,3,4,True,707-569-7488,Monte Vista Apartments,4950,
1737,2002 Pinercrest Drive,Santa Rosa,False,3,4,False,707-579-3424,Orchard West Senior Apartments,5250,
1738,2055 Range Avenue,Santa Rosa,False,3,4,True,707-600-3342,Parc Station Apartments,5050,
1739,638 Cordelia Drive # 1,Santa Rosa,False,3,4,False,707-528-7971,Park Manor Apartments,5200,
1740,1 Kashmir Drive,Santa Rosa,False,3,4,True,707-539-1109,Santa Rosa Garden Apartments,5000,
1741,1050 3rd Street,Santa Rosa,False,3,4,True,707-544-6766,Silvercrest Housing For Snrs,4900,
1742,135 Freeway Drive,Napa,True,2,3,False,707-253-8954,Bristol Apartments,3700,
1743,234 Soscol Avenue,Napa,False,2,3,False,707-258-1370,Cadillac Flats Apartments,3550,
1744,3663 Solano Avenue,Napa,False,2,3,True,707-266-6934,Hawthorn Village,3600,
1745,2020 Kathleen Drive,Napa,False,2,3,True,707-255-0507,Olive Tree Apartments,3550,
1746,1624 Pueblo Avenue,Napa,False,2,3,True,707-251-5687,Rutherford Townhomes,4000,
1747,825 Russell Avenue,Santa Rosa,True,1,1,False,707-577-0262,Bicentennial Apartments,1500,
1748,3329 Claremont Court,Santa Rosa,False,1,1,True,707-578-1313,Brookside East Apartments,1850,
1749,2807 Yulupa Avenue,Santa Rosa,False,1,1,True,707-527-0128,Country Club Apartments,1550,
1750,2322 Maher Drive #5,Santa Rosa,False,1,1,False,707-542-2004,Fairway Arms Apartments,1950,
1751,1305 Yulupa Avenue,Santa Rosa,False,1,1,False,707-575-3254,Greentree Apartments,1750,
1752,1163 Hopper Avenue,Santa Rosa,False,1,1,False,707-526-9675,Hopper Lane Apartments,2000,
1753,3076 Marlow Road,Santa Rosa,False,1,1,False,707-579-5081,Marlow Apartments,1550,
1754,638 Cordelia Drive # 1,Santa Rosa,False,1,1,False,707-528-7971,Park Manor Apartments,1750,
1755,2389 McBride Lane,Santa Rosa,False,1,1,True,707-579-5605,Park Villa Apartments,1600,
1756,6899 Montecito Boulevard,Santa Rosa,False,1,1,False,707-537-0731,Parkwood Apartments,1900,
1757,1435 163rd Avenue #23,San Leandro,False,2,2,True,510-317-5914,Alderwood Apartments,3550,
1758,1300 Kentwood Lane,San Leandro,False,2,2,False,510-481-2565,Ashland Village Apartments,2900,
1759,1475 167th Avenue,San Leandro,False,3,2,False,510-962-8120,Bermuda Garden Apartments,4100,
1760,13949 Doolittle Drive,San Leandro,False,2,2,False,510-352-8728,Bermuda-Trinidad Apartments,4000,
1761,2011 Doolittle Drive # A1,San Leandro,False,3,2,False,510-357-6086,Doolittle Apartments,5000,
1762,14665 Washington Avenue,San Leandro,False,3,2,True,510-483-3707,Eden Roc Apartments,4350,
1763,888 Davis Street,San Leandro,False,3,2,True,510-562-5121,Gateway Apartments,4450,
1764,566 Estudillo Avenue,San Leandro,False,1,2,False,510-352-3224,Hale Apartments,2650,
1765,1713 164th Avenue #1,San Leandro,False,1,2,True,510-481-7575,Hilltop Trio Apartments,2500,
1766,4170 Springlake Drive,San Leandro,False,3,2,False,510-352-5900,Lakeside,5100,
1767,1475 167th Avenue,San Leandro,False,2,2,False,510-962-8120,Bermuda Garden Apartments,4100,
1768,2011 Doolittle Drive # A1,San Leandro,False,2,2,False,510-357-6086,Doolittle Apartments,5000,
1769,14665 Washington Avenue,San Leandro,False,2,2,True,510-483-3707,Eden Roc Apartments,4350,
1770,888 Davis Street,San Leandro,False,2,2,True,510-562-5121,Gateway Apartments,4450,
1771,566 Estudillo Avenue,San Leandro,False,2,2,False,510-352-3224,Hale Apartments,4050,
1772,1713 164th Avenue #1,San Leandro,False,2,2,True,510-481-7575,Hilltop Trio Apartments,4200,
1773,4170 Springlake Drive,San Leandro,False,2,2,False,510-352-5900,Lakeside,5100,
1774,1009 Green Oak Drive,Novato,False,3,3,False,415-883-3544,Hamilton Woods Apartments,5250,
1775,1518 Hill Road,Novato,False,3,3,True,415-897-0311,Hill Valley Apartments,4950,
1776,450 Entrada Drive,Novato,False,3,3,True,415-883-9600,La Casa Novato Apartments,4200,
1777,1725 Novato Boulevard,Novato,False,2,3,False,415-898-8380,Novato Park Apartments,3950,
1778,1515 Novato Boulevard # 29,Novato,False,2,3,True,415-897-0323,Otavon Apartments,3650,
1779,1811 Novato Blvd,Novato,False,2,3,False,415-898-1677,Walnut Grove Apartments,3500,
1780,400 East Remington Drive,Sunnyvale,False,3,2,True,408-738-4862,Apricot Pit Apartments,4800,
1781,555 East El Camino Real,Sunnyvale,True,2,2,False,408-738-0935,Arbor Terrace Apartments,3750,
1782,1059 Reed Avenue,Sunnyvale,False,2,2,False,408-984-1060,Aster Park Apartments,3900,
1783,151 South Bernardo Avenue,Sunnyvale,False,3,2,True,650-961-3333,Balboa Apartments,4050,
1784,660 Gail Avenue,Sunnyvale,False,3,2,True,888-854-9884,Bonnie Terrace Apartments,4750,
1785,732 East Evelyn Avenue,Sunnyvale,False,2,2,False,669-267-1020,Bristol Commons,3250,
1786,1651 Belleville Way,Sunnyvale,False,3,2,False,669-257-9990,Brookside Oaks,5000,
1787,815 East Fremont Avenue,Sunnyvale,False,2,2,True,408-736-5183,Cambria Apartments,2850,
1788,874 East El Camino Real,Sunnyvale,False,2,2,False,866-730-1639,Cascades Apartments,4050,
1789,455 Brahms Way,Sunnyvale,False,1,2,False,408-732-1200,Cezanne Apartments,2750,
1790,947 Branham Lane # C,San Jose,False,3,4,True,408-265-4808,Almaden Garden Apartments,5150,
1791,1582 Kooser Road,San Jose,False,3,4,True,408-448-1288,Arbor Apartments,5000,
1792,4748 West Campbell Avenue,San Jose,False,3,4,True,408-379-8440,Baker Park Apartments,4950,
1793,3801 Blackford Avenue #16,San Jose,False,3,4,True,408-876-3565,Blackford Apartments,5050,
1794,3555 Judro Way,San Jose,False,3,4,True,408-248-1442,Cypress Gardens,4850,
1795,5255 Camden Avenue,San Jose,False,3,4,True,408-265-5605,Del Coronado Apartments,5250,
1796,1780 Oakland Road,San Jose,False,3,4,True,408-437-1444,Los Esteros Apartments,4800,
1797,560 Menker Avenue # A,San Jose,True,3,4,True,408-287-8804,Menclair Apartments,5200,
1798,950 Meridian Avenue,San Jose,False,3,4,True,408-998-2012,Meridian Apartments,4700,
1799,5055 Dent Avenue,San Jose,False,3,4,True,408-556-9202,Oak Park Apartments,4750,
1800,1290 San Tomas Aquino Road,San Jose,True,1,1,False,408-984-8888,Aegena,4900,
1801,73 North Keeble Avenue,San Jose,False,1,1,False,408-998-7266,Alameda Gardens Apartments,3600,
1802,2415 Rinconada Drive,San Jose,False,1,1,False,408-516-4212,Almaden House,4850,
1803,978 Almaden Lake Drive,San Jose,False,1,1,False,408-323-8020,Almaden Lake Apartments,3250,
1804,1543 Ambergrove Drive,San Jose,False,1,1,False,408-453-8011,Amberwood Apartments,3550,
1805,1585 Marburg Way # 4,San Jose,False,1,1,True,408-926-3999,Ann Darling Apartments,3950,
1806,5822 Charlotte Drive,San Jose,True,1,1,True,408-226-5822,Anton La Moraga Apartments,4850,
1807,1582 Kooser Road,San Jose,False,1,1,False,408-448-1288,Arbor Apartments,4250,
1808,2605 Range Avenue,Santa Rosa,True,3,4,True,707-575-9600,Village Square Apartments,4950,
1809,1688 Clayton Road,Concord,False,2,3,False,925-671-3845,City Walk Apartment Homes,3550,
1810,3205 Northwood Drive,Concord,False,2,3,False,925-685-5090,Meadowwood Apartments,3650,
1811,1411 Monument Boulevard,Concord,False,2,3,False,925-827-1836,Monterrey Club Apartments,4050,
1812,1220 Monument Boulevard,Concord,False,2,3,False,925-676-8550,Mountain View Apartments,4000,
1813,3420 Willow Pass Road,Concord,False,3,3,False,925-825-5958,Palm Court Apartment,4200,
1814,1650 Pine Street,Concord,False,2,3,True,855-273-4847,Park Haven Apartments,4000,
1815,1160 Meadow Lane,Concord,False,3,3,True,855-289-4212,Pine Meadows Apartments,3950,
1816,1500 Pine Street # 78,Concord,True,3,3,True,925-827-1700,Pine Terrace Apartments,4050,
1817,4875 Clayton Road,Concord,False,3,3,True,925-691-4776,Sierra Apartments,4000,
1818,1265 Monument Boulevard,Concord,False,3,3,True,925-825-0631,Sun Ridge Apartments,4100,
1819,4757 Snyder Lane,Rohnert Park,False,3,3,False,707-584-3522,Americana Apartment Homes,4350,
1820,1450 East Cotati Avenue,Rohnert Park,False,3,3,False,707-793-0123,Cambridge Square Apartments,4150,
1821,5425 Snyder Lane,Rohnert Park,False,3,3,True,707-664-8808,Camino Creek Apartments,4250,
1822,6351 Country Club Drive,Rohnert Park,False,3,3,False,707-739-4189,Country Club Village,4050,
1823,8670 Camino Colegio,Rohnert Park,False,3,3,True,707-795-9200,Emerald Pointe Apartments,4150,
1824,5102 Dowdell Avenue,Rohnert Park,False,2,3,True,833-244-8741,Fiori Estates Apartments,3900,
1825,8288 Lancaster Drive,Rohnert Park,False,2,3,False,707-795-1445,Lancaster Arms Apartments,4050,
1826,1350 Oak View Circle,Rohnert Park,False,3,3,False,888-321-0662,Oak View Of Sonoma Hills Apartments,4050,
1827,705 Rohnert Park Expressway,Rohnert Park,False,3,3,False,707-584-3755,Vida Nueva,3950,
1828,7272 Camino Colegio,Rohnert Park,False,3,3,True,707-664-8028,Vintage Pointe Apartment,3950,
1829,1000 Kiely Boulevard,Santa Clara,True,2,3,False,669-206-0300,1000 Kiely,4850,
1830,900 Pepper Tree Lane,Santa Clara,True,2,3,False,866-472-2645,Alderwood Apartments,3900,
1831,1655 Pomeroy Avenue,Santa Clara,False,2,3,False,408-241-6308,Carriage House Apartments,4700,
1832,1495 Don Avenue,Santa Clara,True,2,3,True,408-713-6428,Civic Plaza Apartments,4250,
1833,1000 Kiely Boulevard,Santa Clara,False,2,3,False,408-247-6228,Family Tree Apartments,4750,
1834,2555 Homestead Road,Santa Clara,False,2,3,False,669-444-1717,La Palma Apartments,4400,
1835,3600-3616 Flora Vista Avenue,Santa Clara,False,3,3,False,408-261-2252,Catalina Apartments,4750,
1836,3131 Homestead Road,Santa Clara,True,3,3,True,408-244-6715,Laguna Clara Apartments,5050,
1837,440 North Winchester Boulevard,Santa Clara,True,3,3,True,408-498-5769,Le Parc Apartments,5150,
1838,1601 Santa Clara Street,Santa Clara,False,3,3,False,408-615-1016,Lincoln Park Apartments,5250,
1839,135 Freeway Drive,Napa,True,1,1,False,707-253-8954,Bristol Apartments,3950,
1840,234 Soscol Avenue,Napa,False,1,1,True,707-258-1370,Cadillac Flats Apartments,5200,
1841,3025 Browns Valley Road,Napa,False,1,1,False,707-257-2051,Charter Oaks Apartments,4700,
1842,601 River Glen Drive,Napa,False,1,1,True,707-253-0288,Glen View Apartments,3500,
1843,3663 Solano Avenue,Napa,False,1,1,False,707-266-6934,Hawthorn Village,4000,
1844,613 Cabot Way,Napa,True,1,1,False,707-265-9373,Marina Park Townhomes,5100,
1845,2020 Kathleen Drive,Napa,False,1,1,False,707-255-0507,Olive Tree Apartments,4000,
1846,2211 Marin Street,Napa,False,1,1,False,707-927-5105,Rose Garden Apartments,3150,
1847,899 North King Road,San Jose,False,3,3,False,408-272-1588,Arbor Park,4300,
1848,416 Boynton Avenue,San Jose,False,3,3,True,408-246-5509,Boynton Brooks Apartments,4300,
1849,1612 Branham Lane,San Jose,False,3,3,True,408-267-0515,Branham House Apartments,4450,
1850,2036 Evans Lane,San Jose,False,3,3,False,408-264-0784,Catalonia Apartments,4050,
1851,2020 Southwest Expressway,San Jose,False,3,3,False,408-287-6274,Cherry Creek Apartments,4200,
1852,7100 San Ramon Road,Dublin,False,3,4,True,925-852-6807,Sofi Dublin,5000,
1853,210 Easy Street,Mountain View,False,3,3,True,650-961-2975,Fernmar Apartments,4300,
1854,2700 Del Medio Court,Mountain View,True,3,3,True,650-941-2244,Vrent - Del Medio Park Apartments,3900,
1855,1059 Reed Avenue,Sunnyvale,False,1,1,True,408-984-1060,Aster Park Apartments,1950,
1856,455 Crescent Avenue,Sunnyvale,False,1,1,True,408-737-1130,Crescent Manor,2050,
1857,1055 East Evelyn Avenue,Sunnyvale,True,1,1,True,408-296-8006,Evelyn Gardens,1650,
1858,777 South Mathilda Avenue,Sunnyvale,False,1,1,True,408-774-1501,Mathilda Garden Apartments,1750,
1859,1229 Vicente Drive,Sunnyvale,False,1,1,True,650-961-0141,Olive West Apartments,1700,
1860,1209 Ayala Drive,Sunnyvale,False,1,1,True,650-961-6696,Palm Villa Apartments,1950,
1861,355 North Wolfe Road,Sunnyvale,True,1,1,True,408-736-4963,Parkside Apartments,1500,
1862,330 North Mathilda Avenue,Sunnyvale,False,1,1,True,844-503-6930,Peartree,1700,
1863,836 Alturas Avenue # 7,Sunnyvale,True,1,1,True,408-734-3808,Sunridge Apartments,2000,
1864,1235 Wildwood Avenue,Sunnyvale,False,1,1,True,408-735-1300,The Arches Apartments,1800,
1865,1220 North Fair Oaks Avenue,Sunnyvale,False,2,3,True,866-302-5606,Kensington Place Apartments,3650,
1866,777 South Mathilda Avenue,Sunnyvale,False,2,3,True,408-774-1501,Mathilda Garden Apartments,4000,
1867,1063 Morse Avenue,Sunnyvale,False,2,3,True,844-482-6009,Mission Pointe By Windsor,3600,
1868,825 Morse Avenue,Sunnyvale,False,2,3,True,408-734-9442,Morse Court Apartments,3650,
1869,201 West California Avenue,Sunnyvale,False,2,3,True,408-733-4733,Sunnyvale Town Center Apartments,3850,
1870,836 Alturas Avenue # 7,Sunnyvale,True,2,3,True,408-734-3808,Sunridge Apartments,3850,
1871,925 South Wolfe Road,Sunnyvale,False,2,3,True,408-426-5878,The Landmark Apartment Homes,3650,
1872,750 Brahms Way,Sunnyvale,True,2,3,True,408-738-3781,Tiffany Place Apartments,3800,
1873,107 South Mary Avenue,Sunnyvale,False,3,3,True,408-702-2447,Magnolia Square Apartments,4150,
1874,1063 Morse Avenue,Sunnyvale,False,3,3,True,844-482-6009,Mission Pointe By Windsor,4350,
1875,825 Morse Avenue,Sunnyvale,False,3,3,True,408-734-9442,Morse Court Apartments,3950,
1876,1290 San Tomas Aquino Road,San Jose,True,1,2,False,408-984-8888,Aegena,4900,
1877,73 North Keeble Avenue,San Jose,False,1,2,False,408-998-7266,Alameda Gardens Apartments,3600,
1878,947 Branham Lane # C,San Jose,True,1,2,False,408-265-4808,Almaden Garden Apartments,3100,
1879,2415 Rinconada Drive,San Jose,False,1,2,False,408-516-4212,Almaden House,4850,
1880,978 Almaden Lake Drive,San Jose,False,1,2,False,408-323-8020,Almaden Lake Apartments,3250,
1881,1543 Ambergrove Drive,San Jose,False,1,2,False,408-453-8011,Amberwood Apartments,3550,
1882,1582 Kooser Road,San Jose,False,1,2,False,408-448-1288,Arbor Apartments,4250,
1883,1000 Blossom River Way,San Jose,True,3,4,False,408-979-9442,Blossom River Apartments,4700,
1884,600 Epic Way,San Jose,True,3,4,False,669-888-1610,Epic,5150,
1885,4668 Albany Drive,San Jose,True,3,4,True,408-248-0800,San Jose Gardens,4800,
1886,1375 Lick Avenue,San Jose,True,3,4,False,408-564-7347,Skyline At Tamien Station,5200,
1887,755 East Capitol Avenue,Milpitas,False,1,1,False,408-586-9001,Crossing At Montague Apartments,1900,
1888,133 North Temple Drive,Milpitas,False,1,1,False,408-262-2245,Spring Valley Apartments,1750,
1889,1724 Sunnyhills Court,Milpitas,False,1,1,True,408-263-2626,Sunnyhills Apartments,2050,
1890,260 North Capitol Avenue # 109,San Jose,True,3,2,True,408-259-1662,Capitol Avenue Apartments,4850,
1891,2036 Evans Lane,San Jose,True,3,2,False,408-264-0784,Catalonia Apartments,3900,
1892,5255 Camden Avenue,San Jose,True,3,2,False,408-265-5605,Del Coronado Apartments,5200,
1893,6184 Cottle Road,San Jose,True,3,2,False,408-225-8648,Foothill Apartments,5250,
1894,1315 Eden Avenue,San Jose,True,3,2,True,408-378-1970,Regency Square,5150,
1895,"# 11, 3435, 1085 Saratoga Avenue",San Jose,True,3,2,False,408-253-9181,Saratoga Plaza Apartments,4400,
1896,4300 The Woods Drive,San Jose,True,3,2,False,408-227-3700,The Woods Apartments,4300,
1897,3225 Harbor Street,Pittsburg,True,3,2,True,925-432-0333,Fox Creek Apartments,4200,
1898,36707 San Pedro Drive,Fremont,False,3,3,True,510-792-6340,Garden Village Apartments,4250,
1899,4262 Central Avenue,Fremont,False,3,3,True,510-793-4336,Glenhaven Apartments,4300,
1900,2005 San Jose Drive,Antioch,False,3,4,False,925-757-1250,Baywoods Apartment Homes,5250,
1901,1017 H Street,Antioch,False,3,4,False,925-978-1017,Casa Bonita,4850,
1902,2301 Sycamore Drive,Antioch,True,3,4,False,925-776-5379,Delta Pines Apartments,5250,
1903,3001 Kodiak Street,Antioch,False,3,4,True,925-754-3733,Hillcrest View Apartments,5250,
1904,1015 Fitzuren Road #7,Antioch,False,3,4,True,925-978-9772,Magnolia Apartments,4700,
1905,2800 Gentrytown Drive,Antioch,False,3,4,False,925-754-1910,Parkview Village Apartments,5100,
1906,3101 Buchanan Road,Antioch,True,3,4,False,925-754-5455,Summerwood Apartments,5100,
1907,2300 Sycamore Drive # 14,Antioch,False,3,4,False,925-778-5838,Windsor Court Apartments,4700,
1908,624 Avalon Avenue,Santa Rosa,False,1,3,True,707-620-5076,Avalon Apartments,3550,
1909,850 Russell Avenue,Santa Rosa,False,1,3,True,707-542-2883,Del Nido Apartments,3950,
1910,2322 Maher Drive #5,Santa Rosa,False,1,3,True,707-542-2004,Fairway Arms Apartments,3800,
1911,6401 Montecito Boulevard # 29,Santa Rosa,False,1,3,True,707-539-6148,Garden Court Apartments,5100,
1912,"Leasing Office, 6600 Montecito Boulevard",Santa Rosa,False,1,3,True,707-538-1516,Montecito Pines Apartments,4900,
1913,1265 Pacific Avenue # 3,Santa Rosa,False,1,3,True,707-579-0787,Pacific Garden Apartments,4000,
1914,73 North Keeble Avenue,San Jose,True,2,2,False,408-998-7266,Alameda Gardens Apartments,3150,
1915,978 Almaden Lake Drive,San Jose,False,2,2,True,408-323-8020,Almaden Lake Apartments,3100,
1916,1585 Marburg Way # 4,San Jose,False,2,2,True,408-926-3999,Ann Darling Apartments,3100,
1917,5822 Charlotte Drive,San Jose,False,2,2,True,408-226-5822,Anton La Moraga Apartments,3000,
1918,1058 South 5th Street,San Jose,False,2,2,False,877-259-1439,Art Ark Apartments,2900,
1919,4748 West Campbell Avenue,San Jose,False,2,2,True,408-379-8440,Baker Park Apartments,3150,
1920,1510 Marina Vista,San Mateo,False,3,4,False,650-341-3367,Edgewater Isle Senior Apartments,5250,
1921,2717 South Norfolk Street,San Mateo,False,3,4,True,650-729-1461,Lakeshore Landing,5150,
1922,651 North El Camino Real,San Mateo,False,3,4,True,650-343-9038,Park Royal Apartments,4950,
1923,2901 South El Camino Real,San Mateo,False,3,4,False,650-212-0935,Peninsula Station Apartments,4900,
1924,24 East Santa Inez Avenue,San Mateo,False,3,4,True,650-347-2008,Santa Inez Apartments,4850,
1925,3110 Casa De Campo,San Mateo,False,3,4,False,650-572-7180,Sares-Regis Group,5150,
1926,2400 Shady Willow Lane,Brentwood,False,3,4,True,925-240-8448,Arbor Ridge Apartments,4800,
1927,180 Sycamore Avenue,Brentwood,False,3,4,False,925-634-8374,Brentwood Parks Apartments,4900,
1928,1100 Sycamore Court,Brentwood,False,3,4,False,925-634-6200,Sycamore Place Senior Housing,5050,
1929,2101 Sand Creek Road,Brentwood,False,3,4,False,925-516-0260,Villa Amador Apartments,5000,
1930,5317 Creely Avenue,Richmond,False,1,2,False,510-236-4935,Arbors Apartments,2850,
1931,2300 Lancaster Drive,Richmond,False,3,2,True,510-222-2705,Baycliff Apartments,4000,
1932,5000 Hartnett Avenue,Richmond,False,1,2,True,510-237-5377,Crescent Park,2300,
1933,298 West Chanslor Avenue,Richmond,False,3,2,False,510-232-8908,Liberty Village Apartments,4050,
1934,5005 Montoya Avenue,Richmond,False,3,2,True,510-235-6341,Montoya Garden Apartments,4200,
1935,2801 Pullman Ave,Richmond,False,2,2,False,510-232-3519,Pullman Point Apartments,4050,
1936,2601 Hilltop Drive,Richmond,False,1,2,True,510-455-8847,San Marcos,2700,
1937,121 West Macdonald Avenue,Richmond,False,3,2,False,510-237-6426,St. John'S Apartments,4800,
1938,33300 Mission Boulevard,Union City,False,3,4,True,510-489-0546,Dry Creek Apartments,5200,
1939,1501 Decoto Road,Union City,False,3,4,True,510-487-2733,Parkside Apartments,5250,
1940,375 Oaktree Drive,Mountain View,True,1,1,True,650-390-9450,Ginzton Terrace,2400,
1941,1571 West El Camino Real,Mountain View,False,3,1,True,650-969-9800,Hidden Garden Apartments,4700,
