,airlines,departure_date,destination_airport,destination_city,number_stops,origin_airport,origin_city,outbound_arrival_time,outbound_departure_time,passengers,price,refundable,seating_class,inbound_arrival_time,inbound_departure_time,return_date
3756,United Airlines,2019-03-10,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,22:56,18:05,1,241,False,Economy,,,
3757,Alaska Airlines,2019-03-07,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,19:15,17:50,2,92,False,Economy,,,
3758,American Airlines,2019-03-07,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,07:55,06:30,2,94,False,Economy,,,
3759,Delta Airlines,2019-03-07,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,10:40,09:15,2,95,False,Economy,,,
3760,Southwest Airlines,2019-03-07,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,23:45,22:20,2,99,False,Economy,,,
3761,American Airlines,2019-03-12,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,22:13,21:15,1,86,True,Economy,,,
3762,Delta Airlines,2019-03-12,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,10:33,09:35,1,76,False,Economy,,,
3763,United Airlines,2019-03-12,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,23:43,22:45,1,63,False,Economy,,,
3764,Delta Airlines,2019-03-11,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,18:19,17:05,1,98,False,Economy,,,
3765,Southwest Airlines,2019-03-11,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,16:24,15:10,1,89,True,Economy,,,
3766,United Airlines,2019-03-11,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,10:49,09:35,1,82,False,Economy,,,
3767,Alaska Airlines,2019-03-07,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,20:35,19:10,1,97,False,Economy,,,
3768,American Airlines,2019-03-07,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,17:15,15:50,1,87,False,Economy,,,
3769,Southwest Airlines,2019-03-07,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,14:15,12:50,1,91,False,Economy,,,
3770,United Airlines,2019-03-07,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,10:40,09:15,1,90,False,Economy,,,
3771,Alaska Airlines,2019-03-14,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,20:35,19:10,3,103,False,Economy,,,
3772,American Airlines,2019-03-14,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,17:15,15:50,3,90,False,Economy,,,
3773,Southwest Airlines,2019-03-14,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,14:15,12:50,3,106,False,Economy,,,
3774,United Airlines,2019-03-14,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,10:40,09:15,3,97,False,Economy,,,
3775,American Airlines,2019-03-14,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,19:05,17:30,4,100,False,Economy,,,
3776,American Airlines,2019-03-11,PHL International Airport,Philadelphia,1,Dulles International Airport,Washington,11:36,08:00,1,140,True,Economy,,,
3777,Southwest Airlines,2019-03-11,PHL International Airport,Philadelphia,1,Dulles International Airport,Washington,19:46,16:50,1,137,False,Economy,,,
3778,Alaska Airlines,2019-03-13,Seattle-Tacoma International Airport,Seattle,0,SFO International Airport,San Francisco,17:06,14:55,1,129,False,Economy,,,
3779,American Airlines,2019-03-13,Seattle-Tacoma International Airport,Seattle,0,SFO International Airport,San Francisco,07:31,05:20,1,146,True,Economy,,,
3780,Delta Airlines,2019-03-13,Seattle-Tacoma International Airport,Seattle,0,SFO International Airport,San Francisco,10:11,08:00,1,124,False,Economy,,,
3781,Southwest Airlines,2019-03-13,Seattle-Tacoma International Airport,Seattle,0,SFO International Airport,San Francisco,10:36,08:25,1,123,False,Economy,,,
3782,United Airlines,2019-03-13,Seattle-Tacoma International Airport,Seattle,0,SFO International Airport,San Francisco,17:16,15:05,1,131,False,Economy,,,
3783,Southwest Airlines,2019-03-13,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,05:38,04:40,1,100,False,Premium Economy,,,
3784,American Airlines,2019-03-08,McCarran International Airport,Las Vegas,0,LAX International Airport,Los Angeles,21:35,20:25,1,93,False,Economy,,,
3785,Delta Airlines,2019-03-08,McCarran International Airport,Las Vegas,0,LAX International Airport,Los Angeles,23:25,22:15,1,88,True,Economy,,,
3786,Southwest Airlines,2019-03-08,McCarran International Airport,Las Vegas,1,LAX International Airport,Los Angeles,15:34,13:00,1,137,False,Economy,,,
3787,United Airlines,2019-03-08,McCarran International Airport,Las Vegas,0,LAX International Airport,Los Angeles,09:15,08:05,1,90,False,Economy,,,
3788,American Airlines,2019-03-10,PHL International Airport,Philadelphia,0,JFK International Airport,New York,16:36,15:45,1,66,False,Economy,,,
3789,American Airlines,2019-03-14,JFK International Airport,New York,0,PHL International Airport,Philadelphia,17:36,16:45,1,60,False,Economy,,,
3790,Delta Airlines,2019-03-14,JFK International Airport,New York,0,PHL International Airport,Philadelphia,20:16,19:25,1,63,True,Economy,,,
3791,Southwest Airlines,2019-03-14,JFK International Airport,New York,0,PHL International Airport,Philadelphia,08:36,07:45,1,61,False,Economy,,,
3792,United Airlines,2019-03-14,JFK International Airport,New York,0,PHL International Airport,Philadelphia,13:46,12:55,1,54,False,Economy,,,
3793,American Airlines,2019-03-12,JFK International Airport,New York,0,Dulles International Airport,Washington,07:15,06:05,1,73,False,Economy,,,
3794,Southwest Airlines,2019-03-12,JFK International Airport,New York,0,Dulles International Airport,Washington,18:00,16:50,1,65,False,Economy,,,
3795,American Airlines,2019-03-02,JFK International Airport,New York,0,Dulles International Airport,Washington,07:15,06:05,1,88,False,Economy,,,
3796,Alaska Airlines,2019-03-10,LAX International Airport,Los Angeles,0,SAN International Airport,San Diego,16:14,15:20,1,53,False,Economy,,,
3797,American Airlines,2019-03-10,LAX International Airport,Los Angeles,0,SAN International Airport,San Diego,10:44,09:50,1,60,True,Economy,,,
3798,Alaska Airlines,2019-03-05,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,14:50,13:25,1,106,True,Economy,,,
3799,American Airlines,2019-03-05,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,16:40,15:15,1,95,True,Economy,,,
3800,Southwest Airlines,2019-03-05,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,20:10,18:45,1,102,True,Economy,,,
3801,American Airlines,2019-03-07,PHL International Airport,Philadelphia,1,Dulles International Airport,Washington,08:46,05:10,1,133,True,Economy,,,
3802,Alaska Airlines,2019-03-08,PDX International Airport,Portland,0,LAX International Airport,Los Angeles,09:55,07:25,1,146,True,Economy,,,
3803,American Airlines,2019-03-08,PDX International Airport,Portland,0,LAX International Airport,Los Angeles,01:45,23:15,1,126,False,Economy,,,
3804,Delta Airlines,2019-03-08,PDX International Airport,Portland,0,LAX International Airport,Los Angeles,00:20,21:50,1,138,True,Economy,,,
3805,Southwest Airlines,2019-03-08,PDX International Airport,Portland,0,LAX International Airport,Los Angeles,19:00,16:30,1,132,False,Economy,,,
3806,United Airlines,2019-03-08,PDX International Airport,Portland,1,LAX International Airport,Los Angeles,14:13,08:55,1,187,True,Economy,,,
3807,American Airlines,2019-03-01,Dulles International Airport,Washington,0,JFK International Airport,New York,12:05,10:55,2,85,False,Economy,,,
3808,Air Canada,2019-03-02,PDX International Airport,Portland,1,YVR International Airport,Vancouver,01:45,16:45,1,284,False,Economy,,,
3809,Delta Airlines,2019-03-02,PDX International Airport,Portland,1,YVR International Airport,Vancouver,19:00,12:20,1,255,False,Economy,,,
3810,Alaska Airlines,2019-03-05,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,07:44,06:30,1,133,False,Premium Economy,,,
3811,American Airlines,2019-03-05,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,17:54,16:40,1,88,True,Economy,,,
3812,Southwest Airlines,2019-03-05,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,21:39,20:25,1,81,True,Economy,,,
3813,United Airlines,2019-03-05,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,15:34,14:20,1,91,False,Economy,,,
3814,Alaska Airlines,2019-03-05,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,07:44,06:30,4,133,False,Premium Economy,,,
3815,American Airlines,2019-03-05,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,17:54,16:40,4,88,True,Economy,,,
3816,Southwest Airlines,2019-03-05,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,21:39,20:25,4,81,True,Economy,,,
3817,United Airlines,2019-03-05,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,15:34,14:20,4,91,False,Economy,,,
3818,Alaska Airlines,2019-03-13,YVR International Airport,Vancouver,1,Seattle-Tacoma International Airport,Seattle,23:44,15:45,1,273,True,Economy,,,
3819,Delta Airlines,2019-03-13,YVR International Airport,Vancouver,1,Seattle-Tacoma International Airport,Seattle,19:49,08:45,1,248,False,Economy,,,
3820,Southwest Airlines,2019-03-13,YVR International Airport,Vancouver,1,Seattle-Tacoma International Airport,Seattle,13:59,05:25,1,262,False,Economy,,,
3821,United Airlines,2019-03-13,YVR International Airport,Vancouver,1,Seattle-Tacoma International Airport,Seattle,19:49,12:30,1,258,False,Economy,,,
3822,Delta Airlines,2019-03-14,McCarran International Airport,Las Vegas,0,LAX International Airport,Los Angeles,23:25,22:15,1,82,True,Economy,,,
3823,Air Canada,2019-03-06,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,02:32,16:45,3,278,False,Economy,,,
3824,Delta Airlines,2019-03-06,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,12:15,02:50,3,353,False,Economy,,,
3825,Delta Airlines,2019-03-08,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,12:15,02:50,1,342,False,Economy,,,
3826,United Airlines,2019-03-08,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,22:56,18:05,1,226,False,Economy,,,
3827,Air Canada,2019-03-01,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,22:56,14:05,1,227,False,Economy,,,
3828,Delta Airlines,2019-03-05,McCarran International Airport,Las Vegas,0,LAX International Airport,Los Angeles,23:25,22:15,1,83,True,Economy,,,
3829,American Airlines,2019-03-12,JFK International Airport,New York,0,PHL International Airport,Philadelphia,17:36,16:45,1,59,False,Economy,,,
3830,Delta Airlines,2019-03-12,JFK International Airport,New York,0,PHL International Airport,Philadelphia,17:31,16:40,1,57,False,Economy,,,
3831,Southwest Airlines,2019-03-12,JFK International Airport,New York,0,PHL International Airport,Philadelphia,08:36,07:45,1,73,False,Economy,,,
3832,United Airlines,2019-03-12,JFK International Airport,New York,0,PHL International Airport,Philadelphia,05:36,04:45,1,60,False,Economy,,,
3833,Southwest Airlines,2019-03-05,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,16:24,15:10,1,80,True,Economy,,,
3834,Alaska Airlines,2019-03-02,YVR International Airport,Vancouver,1,Seattle-Tacoma International Airport,Seattle,23:44,15:45,1,286,True,Economy,,,
3835,American Airlines,2019-03-02,YVR International Airport,Vancouver,1,Seattle-Tacoma International Airport,Seattle,19:49,08:15,1,279,False,Economy,,,
3836,Delta Airlines,2019-03-02,YVR International Airport,Vancouver,1,Seattle-Tacoma International Airport,Seattle,19:49,08:45,1,279,False,Economy,,,
3837,Southwest Airlines,2019-03-02,YVR International Airport,Vancouver,1,Seattle-Tacoma International Airport,Seattle,13:59,05:25,1,268,False,Economy,,,
3838,United Airlines,2019-03-02,YVR International Airport,Vancouver,1,Seattle-Tacoma International Airport,Seattle,19:49,12:30,1,252,False,Economy,,,
3839,American Airlines,2019-03-14,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,12:30,10:55,1,151,True,Premium Economy,,,
3840,Southwest Airlines,2019-03-14,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,11:30,09:55,1,159,False,Premium Economy,,,
3841,United Airlines,2019-03-14,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,16:40,15:05,1,162,False,Premium Economy,,,
3842,American Airlines,2019-03-14,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,12:30,10:55,4,151,True,Premium Economy,,,
3843,Southwest Airlines,2019-03-14,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,11:30,09:55,4,159,False,Premium Economy,,,
3844,United Airlines,2019-03-14,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,16:40,15:05,4,162,False,Premium Economy,,,
3845,United Airlines,2019-03-02,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,16:40,15:05,4,164,False,Premium Economy,,,
3846,American Airlines,2019-03-14,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,10:40,09:30,1,76,False,Economy,,,
3847,Delta Airlines,2019-03-14,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,22:50,21:40,1,74,True,Economy,,,
3848,Southwest Airlines,2019-03-14,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,15:45,14:35,1,97,False,Economy,,,
3849,United Airlines,2019-03-14,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,09:25,08:15,1,86,False,Economy,,,
3850,American Airlines,2019-03-05,JFK International Airport,New York,0,Dulles International Airport,Washington,07:15,06:05,3,84,False,Economy,,,
3851,Southwest Airlines,2019-03-05,JFK International Airport,New York,0,Dulles International Airport,Washington,10:25,09:15,3,82,False,Economy,,,
3852,American Airlines,2019-03-13,JFK International Airport,New York,0,Dulles International Airport,Washington,07:15,06:05,3,87,False,Economy,,,
3853,Southwest Airlines,2019-03-07,JFK International Airport,New York,0,Dulles International Airport,Washington,18:00,16:50,3,111,False,Premium Economy,,,
3854,Alaska Airlines,2019-03-03,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,07:50,06:10,1,103,False,Economy,,,
3855,Delta Airlines,2019-03-03,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,23:25,21:45,1,118,False,Economy,,,
3856,Southwest Airlines,2019-03-03,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,18:50,17:10,1,101,True,Economy,,,
3857,United Airlines,2019-03-03,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,00:05,22:25,1,121,True,Economy,,,
3858,Alaska Airlines,2019-03-04,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,07:50,06:10,2,113,False,Economy,,,
3859,Alaska Airlines,2019-03-03,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,08:24,07:30,1,65,True,Economy,,,
3860,American Airlines,2019-03-03,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,08:34,07:40,1,63,False,Economy,,,
