,car_name,car_type,city,end_date,pickup_location,pickup_time,price_per_day,start_date,add_insurance
2626,Buick Regal Sportback,Sedan,Toronto,2019-03-12,Toronto Pearson International Airport,19:30,38.00,2019-03-08,
2627,Dacia Duster,SUV,Toronto,2019-03-12,Toronto Pearson International Airport,19:30,43.00,2019-03-08,
2628,GMC Terrain,SUV,Toronto,2019-03-12,Toronto Pearson International Airport,19:30,38.00,2019-03-08,
2629,Hyundai Ioniq,Sedan,Toronto,2019-03-12,Toronto Pearson International Airport,19:30,36.00,2019-03-08,
2630,Jaguar F-Pace,SUV,Toronto,2019-03-12,Toronto Pearson International Airport,19:30,42.00,2019-03-08,
2631,Kia Ceed,Hatchback,Toronto,2019-03-12,Toronto Pearson International Airport,19:30,23.00,2019-03-08,
2632,Mazda 3,Hatchback,Toronto,2019-03-12,Toronto Pearson International Airport,19:30,28.00,2019-03-08,
2633,Peugeot 208,Hatchback,Toronto,2019-03-12,Toronto Pearson International Airport,19:30,27.00,2019-03-08,
2634,SEAT Cordoba,Sedan,Toronto,2019-03-12,Toronto Pearson International Airport,19:30,38.00,2019-03-08,
2635,Skoda Octavia,Sedan,Toronto,2019-03-12,Toronto Pearson International Airport,19:30,33.00,2019-03-08,
2636,SEAT Cordoba,Sedan,,2019-03-12,Toronto Pearson International Airport,19:30,38.00,2019-03-08,False
2637,Audi A8,Sedan,Seattle,2019-03-14,King Street Station,18:30,34.00,2019-03-09,
2638,Citroen C5,SUV,Seattle,2019-03-14,Seattle-Tacoma International Airport,18:30,47.00,2019-03-09,
2639,Dacia Duster,SUV,Seattle,2019-03-14,King Street Station,18:30,37.00,2019-03-09,
2640,Dodge Charger,Sedan,Seattle,2019-03-14,King Street Station,18:30,29.00,2019-03-09,
2641,GMC Terrain,SUV,Seattle,2019-03-14,Seattle-Tacoma International Airport,18:30,41.00,2019-03-09,
2642,Hyundai Ioniq,Sedan,Seattle,2019-03-14,Seattle-Tacoma International Airport,18:30,37.00,2019-03-09,
2643,Lexus GS,Sedan,Seattle,2019-03-14,King Street Station,18:30,30.00,2019-03-09,
2644,Mazda 3,Hatchback,Seattle,2019-03-14,King Street Station,18:30,22.00,2019-03-09,
2645,Mitsubishi Outlander,SUV,Seattle,2019-03-14,King Street Station,18:30,43.00,2019-03-09,
2646,Nissan Qashqai,Hatchback,Seattle,2019-03-14,King Street Station,18:30,25.00,2019-03-09,
2647,Audi A8,Sedan,,2019-03-14,King Street Station,18:30,34.00,2019-03-09,False
2648,Dodge Charger,Sedan,Chicago,2019-03-04,O'Hare International Airport,18:30,35.00,2019-03-02,
2649,Fiat Panda,Hatchback,Chicago,2019-03-04,O'Hare International Airport,18:30,22.00,2019-03-02,
2650,GMC Terrain,SUV,Chicago,2019-03-04,O'Hare International Airport,18:30,44.00,2019-03-02,
2651,SEAT Leon,Hatchback,Chicago,2019-03-04,O'Hare International Airport,18:30,30.00,2019-03-02,
2652,Skoda Kodiaq,SUV,Chicago,2019-03-04,O'Hare International Airport,18:30,45.00,2019-03-02,
2653,Subaru Impreza,Sedan,Chicago,2019-03-04,O'Hare International Airport,18:30,35.00,2019-03-02,
2654,Subaru Impreza,Sedan,,2019-03-04,O'Hare International Airport,18:30,35.00,2019-03-02,False
2655,Fiat Panda,Hatchback,London,2019-03-11,Heathrow International Airport,15:30,33.00,2019-03-09,
2656,Ford Focus,Hatchback,London,2019-03-11,Gatwick International Airport,15:30,28.00,2019-03-09,
2657,Mazda 3,Hatchback,London,2019-03-11,Gatwick International Airport,15:30,28.00,2019-03-09,
2658,Nissan Qashqai,Hatchback,London,2019-03-11,Heathrow International Airport,15:30,29.00,2019-03-09,
2659,Renault Clio,Hatchback,London,2019-03-11,Gatwick International Airport,15:30,29.00,2019-03-09,
2660,SEAT Leon,Hatchback,London,2019-03-11,Gatwick International Airport,15:30,33.00,2019-03-09,
2661,Nissan Qashqai,Hatchback,,2019-03-11,Heathrow International Airport,15:30,29.00,2019-03-09,False
2662,Audi A8,Sedan,London,2019-03-08,Heathrow International Airport,15:30,30.00,2019-03-06,
2663,Buick Regal Sportback,Sedan,London,2019-03-08,Gatwick International Airport,15:30,34.00,2019-03-06,
2664,Hyundai Ioniq,Sedan,London,2019-03-08,Gatwick International Airport,15:30,32.00,2019-03-06,
2665,Lexus GS,Sedan,London,2019-03-08,Heathrow International Airport,15:30,34.00,2019-03-06,
2666,SEAT Cordoba,Sedan,London,2019-03-08,Heathrow International Airport,15:30,36.00,2019-03-06,
2667,Volvo S90,Sedan,London,2019-03-08,Heathrow International Airport,15:30,34.00,2019-03-06,
2668,Volvo S90,Sedan,,2019-03-08,Heathrow International Airport,15:30,34.00,2019-03-06,False
2669,Alfa Romeo Stelvio,SUV,New York,2019-03-09,Port Authority Station,12:00,44.00,2019-03-08,
2670,Audi A8,Sedan,New York,2019-03-09,JFK International Airport,12:00,35.00,2019-03-08,
2671,Buick Regal Sportback,Sedan,New York,2019-03-09,JFK International Airport,12:00,34.00,2019-03-08,
2672,Dodge Charger,Sedan,New York,2019-03-09,Grand Central Station,12:00,25.00,2019-03-08,
2673,Hyundai Ioniq,Sedan,New York,2019-03-09,Port Authority Station,12:00,30.00,2019-03-08,
2674,Jaguar F-Pace,SUV,New York,2019-03-09,JFK International Airport,12:00,52.00,2019-03-08,
2675,Kia Ceed,Hatchback,New York,2019-03-09,Port Authority Station,12:00,26.00,2019-03-08,
2676,Lexus GS,Sedan,New York,2019-03-09,Port Authority Station,12:00,28.00,2019-03-08,
2677,Peugeot 208,Hatchback,New York,2019-03-09,JFK International Airport,12:00,30.00,2019-03-08,
2678,Renault Clio,Hatchback,New York,2019-03-09,Grand Central Station,12:00,24.00,2019-03-08,
2679,Suzuki Grand Vitara,SUV,,2019-03-09,Port Authority Station,12:00,42.00,2019-03-08,False
2680,Hyundai Ioniq,Sedan,San Diego,2019-03-13,Santa Fe Depot,10:30,30.00,2019-03-08,
2681,Hyundai Ioniq,Sedan,,2019-03-13,Santa Fe Depot,10:30,30.00,2019-03-08,False
2682,Buick Regal Sportback,Sedan,Anaheim,2019-03-13,John Wayne Airport,15:30,35.00,2019-03-08,
2683,Dacia Duster,SUV,Anaheim,2019-03-13,Anaheim Intermodal Center,15:30,43.00,2019-03-08,
2684,Hyundai Ioniq,Sedan,Anaheim,2019-03-13,Anaheim Intermodal Center,15:30,30.00,2019-03-08,
2685,Kia Ceed,Hatchback,Anaheim,2019-03-13,John Wayne Airport,15:30,32.00,2019-03-08,
2686,Mazda 3,Hatchback,Anaheim,2019-03-13,John Wayne Airport,15:30,25.00,2019-03-08,
2687,SEAT Leon,Hatchback,Anaheim,2019-03-13,Anaheim Intermodal Center,15:30,25.00,2019-03-08,
2688,Skoda Octavia,Sedan,Anaheim,2019-03-13,Anaheim Intermodal Center,15:30,31.00,2019-03-08,
2689,Subaru Impreza,Sedan,Anaheim,2019-03-13,John Wayne Airport,15:30,32.00,2019-03-08,
2690,Volvo S90,Sedan,Anaheim,2019-03-13,John Wayne Airport,15:30,33.00,2019-03-08,
2691,Volvo S90,Sedan,,2019-03-13,John Wayne Airport,15:30,33.00,2019-03-08,False
2692,Alfa Romeo Stelvio,SUV,Paris,2019-03-12,Orly International Airport,16:30,42.00,2019-03-05,
2693,Ford Focus,Hatchback,Paris,2019-03-12,Orly International Airport,16:30,28.00,2019-03-05,
2694,Mitsubishi Outlander,SUV,Paris,2019-03-12,Charles de Gaulle International Airport,16:30,38.00,2019-03-05,
2695,Peugeot 208,Hatchback,Paris,2019-03-12,Orly International Airport,16:30,29.00,2019-03-05,
2696,SEAT Leon,Hatchback,Paris,2019-03-12,Orly International Airport,16:30,30.00,2019-03-05,
2697,Volvo S90,Sedan,Paris,2019-03-12,Orly International Airport,16:30,30.00,2019-03-05,
2698,Mitsubishi Outlander,SUV,,2019-03-12,Charles de Gaulle International Airport,16:30,38.00,2019-03-05,False
2699,Audi A8,Sedan,London,2019-03-11,Heathrow International Airport,11:00,36.00,2019-03-10,
2700,Buick Regal Sportback,Sedan,London,2019-03-11,Gatwick International Airport,11:00,32.00,2019-03-10,
2701,Citroen C5,SUV,London,2019-03-11,Heathrow International Airport,11:00,41.00,2019-03-10,
2702,Dacia Duster,SUV,London,2019-03-11,Heathrow International Airport,11:00,41.00,2019-03-10,
2703,Fiat Panda,Hatchback,London,2019-03-11,Heathrow International Airport,11:00,28.00,2019-03-10,
2704,Ford Focus,Hatchback,London,2019-03-11,Gatwick International Airport,11:00,28.00,2019-03-10,
2705,GMC Terrain,SUV,London,2019-03-11,Heathrow International Airport,11:00,44.00,2019-03-10,
2706,Hyundai Ioniq,Sedan,London,2019-03-11,Gatwick International Airport,11:00,33.00,2019-03-10,
2707,Lexus GS,Sedan,London,2019-03-11,Heathrow International Airport,11:00,35.00,2019-03-10,
2708,Mazda 3,Hatchback,London,2019-03-11,Gatwick International Airport,11:00,26.00,2019-03-10,
2709,GMC Terrain,SUV,,2019-03-11,Heathrow International Airport,11:00,54.00,2019-03-10,True
2710,Audi A8,Sedan,London,2019-03-09,Heathrow International Airport,09:30,34.00,2019-03-07,
2711,Buick Regal Sportback,Sedan,London,2019-03-09,Gatwick International Airport,09:30,37.00,2019-03-07,
2712,Citroen C5,SUV,London,2019-03-09,Heathrow International Airport,09:30,39.00,2019-03-07,
2713,Dacia Duster,SUV,London,2019-03-09,Heathrow International Airport,09:30,39.00,2019-03-07,
2714,Fiat Panda,Hatchback,London,2019-03-09,Heathrow International Airport,09:30,30.00,2019-03-07,
2715,Ford Focus,Hatchback,London,2019-03-09,Gatwick International Airport,09:30,27.00,2019-03-07,
2716,GMC Terrain,SUV,London,2019-03-09,Heathrow International Airport,09:30,43.00,2019-03-07,
2717,Hyundai Ioniq,Sedan,London,2019-03-09,Gatwick International Airport,09:30,30.00,2019-03-07,
2718,Lexus GS,Sedan,London,2019-03-09,Heathrow International Airport,09:30,38.00,2019-03-07,
2719,Mazda 3,Hatchback,London,2019-03-09,Gatwick International Airport,09:30,26.00,2019-03-07,
2720,Volvo S90,Sedan,,2019-03-09,Heathrow International Airport,09:30,29.00,2019-03-07,False
2721,Dodge Charger,Sedan,Chicago,2019-03-14,O'Hare International Airport,18:30,34.00,2019-03-12,
2722,Fiat Panda,Hatchback,Chicago,2019-03-14,O'Hare International Airport,18:30,25.00,2019-03-12,
2723,GMC Terrain,SUV,Chicago,2019-03-14,O'Hare International Airport,18:30,42.00,2019-03-12,
2724,SEAT Leon,Hatchback,Chicago,2019-03-14,O'Hare International Airport,18:30,30.00,2019-03-12,
2725,Skoda Kodiaq,SUV,Chicago,2019-03-14,O'Hare International Airport,18:30,40.00,2019-03-12,
2726,Subaru Impreza,Sedan,Chicago,2019-03-14,O'Hare International Airport,18:30,32.00,2019-03-12,
2727,Subaru Impreza,Sedan,,2019-03-14,O'Hare International Airport,18:30,32.00,2019-03-12,False
2728,Alfa Romeo Stelvio,SUV,Kuala Lumpur,2019-03-14,KLIA International Airport,14:00,32.00,2019-03-08,
2729,Dacia Duster,SUV,Kuala Lumpur,2019-03-14,KLIA International Airport,14:00,32.00,2019-03-08,
2730,Fiat Panda,Hatchback,Kuala Lumpur,2019-03-14,KLIA International Airport,14:00,19.00,2019-03-08,
2731,Suzuki Grand Vitara,SUV,Kuala Lumpur,2019-03-14,KLIA International Airport,14:00,39.00,2019-03-08,
2732,Volvo S90,Sedan,Kuala Lumpur,2019-03-14,KLIA International Airport,14:00,23.00,2019-03-08,
2733,Volvo S90,Sedan,,2019-03-14,KLIA International Airport,14:00,23.00,2019-03-08,False
2734,Audi A8,Sedan,London,2019-03-10,Heathrow International Airport,15:00,35.00,2019-03-08,
2735,Buick Regal Sportback,Sedan,London,2019-03-10,Gatwick International Airport,15:00,35.00,2019-03-08,
2736,Citroen C5,SUV,London,2019-03-10,Heathrow International Airport,15:00,46.00,2019-03-08,
2737,Dacia Duster,SUV,London,2019-03-10,Heathrow International Airport,15:00,40.00,2019-03-08,
2738,Fiat Panda,Hatchback,London,2019-03-10,Heathrow International Airport,15:00,29.00,2019-03-08,
2739,Ford Focus,Hatchback,London,2019-03-10,Gatwick International Airport,15:00,30.00,2019-03-08,
2740,GMC Terrain,SUV,London,2019-03-10,Heathrow International Airport,15:00,38.00,2019-03-08,
2741,Hyundai Ioniq,Sedan,London,2019-03-10,Gatwick International Airport,15:00,36.00,2019-03-08,
2742,Lexus GS,Sedan,London,2019-03-10,Heathrow International Airport,15:00,29.00,2019-03-08,
2743,Mazda 3,Hatchback,London,2019-03-10,Gatwick International Airport,15:00,25.00,2019-03-08,
2744,Volvo S90,Sedan,,2019-03-10,Heathrow International Airport,15:00,35.00,2019-03-08,False
2745,Alfa Romeo Stelvio,SUV,New York,2019-03-12,Port Authority Station,15:00,45.00,2019-03-10,
2746,Audi A8,Sedan,New York,2019-03-12,JFK International Airport,15:00,35.00,2019-03-10,
2747,Buick Regal Sportback,Sedan,New York,2019-03-12,JFK International Airport,15:00,29.00,2019-03-10,
2748,Dodge Charger,Sedan,New York,2019-03-12,Grand Central Station,15:00,32.00,2019-03-10,
2749,Hyundai Ioniq,Sedan,New York,2019-03-12,Port Authority Station,15:00,29.00,2019-03-10,
2750,Jaguar F-Pace,SUV,New York,2019-03-12,JFK International Airport,15:00,41.00,2019-03-10,
2751,Kia Ceed,Hatchback,New York,2019-03-12,Port Authority Station,15:00,24.00,2019-03-10,
2752,Lexus GS,Sedan,New York,2019-03-12,Port Authority Station,15:00,28.00,2019-03-10,
2753,Peugeot 208,Hatchback,New York,2019-03-12,JFK International Airport,15:00,26.00,2019-03-10,
2754,Renault Clio,Hatchback,New York,2019-03-12,Grand Central Station,15:00,24.00,2019-03-10,
2755,Suzuki Grand Vitara,SUV,,2019-03-12,Port Authority Station,15:00,48.00,2019-03-10,True
2756,Fiat Panda,Hatchback,Atlanta,2019-03-05,Hartsfield-Jackson International Airport,15:00,28.00,2019-03-03,
2757,Kia Ceed,Hatchback,Atlanta,2019-03-05,Peachtree Station,15:00,28.00,2019-03-03,
2758,Mazda 3,Hatchback,Atlanta,2019-03-05,Peachtree Station,15:00,27.00,2019-03-03,
2759,Peugeot 208,Hatchback,Atlanta,2019-03-05,Hartsfield-Jackson International Airport,15:00,32.00,2019-03-03,
2760,SEAT Leon,Hatchback,Atlanta,2019-03-05,Peachtree Station,15:00,23.00,2019-03-03,
2761,Peugeot 208,Hatchback,,2019-03-05,Hartsfield-Jackson International Airport,15:00,32.00,2019-03-03,False
2762,Alfa Romeo Stelvio,SUV,New York,2019-03-05,Port Authority Station,15:30,46.00,2019-03-01,
2763,Audi A8,Sedan,New York,2019-03-05,JFK International Airport,15:30,36.00,2019-03-01,
2764,Buick Regal Sportback,Sedan,New York,2019-03-05,JFK International Airport,15:30,31.00,2019-03-01,
2765,Dodge Charger,Sedan,New York,2019-03-05,Grand Central Station,15:30,31.00,2019-03-01,
2766,Hyundai Ioniq,Sedan,New York,2019-03-05,Port Authority Station,15:30,28.00,2019-03-01,
2767,Jaguar F-Pace,SUV,New York,2019-03-05,JFK International Airport,15:30,49.00,2019-03-01,
2768,Kia Ceed,Hatchback,New York,2019-03-05,Port Authority Station,15:30,21.00,2019-03-01,
2769,Lexus GS,Sedan,New York,2019-03-05,Port Authority Station,15:30,30.00,2019-03-01,
2770,Peugeot 208,Hatchback,New York,2019-03-05,JFK International Airport,15:30,27.00,2019-03-01,
2771,Renault Clio,Hatchback,New York,2019-03-05,Grand Central Station,15:30,22.00,2019-03-01,
2772,Suzuki Grand Vitara,SUV,,2019-03-05,Port Authority Station,15:30,43.00,2019-03-01,False
2773,Nissan Qashqai,Hatchback,Los Angeles,2019-03-12,LAX International Airport,10:30,29.00,2019-03-05,
2774,Skoda Kodiaq,SUV,Los Angeles,2019-03-12,LAX International Airport,10:30,40.00,2019-03-05,
2775,Volvo S90,Sedan,Los Angeles,2019-03-12,LAX International Airport,10:30,33.00,2019-03-05,
2776,Nissan Qashqai,Hatchback,,2019-03-12,LAX International Airport,10:30,29.00,2019-03-05,False
2777,Buick Regal Sportback,Sedan,Phoenix,2019-03-06,Sky Harbor International Airport,11:00,34.00,2019-03-03,
2778,Fiat Panda,Hatchback,Phoenix,2019-03-06,Sky Harbor International Airport,11:00,23.00,2019-03-03,
2779,GMC Terrain,SUV,Phoenix,2019-03-06,Sky Harbor International Airport,11:00,39.00,2019-03-03,
2780,Hyundai Ioniq,Sedan,Phoenix,2019-03-06,Sky Harbor International Airport,11:00,28.00,2019-03-03,
2781,Mazda CX-5,SUV,Phoenix,2019-03-06,Sky Harbor International Airport,11:00,46.00,2019-03-03,
2782,Mitsubishi Outlander,SUV,Phoenix,2019-03-06,Sky Harbor International Airport,11:00,48.00,2019-03-03,
2783,Peugeot 208,Hatchback,Phoenix,2019-03-06,Sky Harbor International Airport,11:00,29.00,2019-03-03,
2784,Subaru Impreza,Sedan,Phoenix,2019-03-06,Sky Harbor International Airport,11:00,38.00,2019-03-03,
2785,Buick Regal Sportback,Sedan,,2019-03-06,Sky Harbor International Airport,11:00,34.00,2019-03-03,False
2786,Buick Regal Sportback,Sedan,Berlin,2019-03-03,Schoenefeld Airport,18:00,33.00,2019-03-02,
2787,Dodge Charger,Sedan,Berlin,2019-03-03,Schoenefeld Airport,18:00,35.00,2019-03-02,
2788,Lexus GS,Sedan,Berlin,2019-03-03,Schoenefeld Airport,18:00,35.00,2019-03-02,
2789,SEAT Cordoba,Sedan,Berlin,2019-03-03,Schoenefeld Airport,18:00,34.00,2019-03-02,
2790,Skoda Octavia,Sedan,Berlin,2019-03-03,Tegel Airport,18:00,28.00,2019-03-02,
2791,Volvo S90,Sedan,Berlin,2019-03-03,Tegel Airport,18:00,34.00,2019-03-02,
2792,Buick Regal Sportback,Sedan,Berlin,2019-03-02,Schoenefeld Airport,18:00,35.00,2019-03-01,
2793,Dodge Charger,Sedan,Berlin,2019-03-02,Schoenefeld Airport,18:00,34.00,2019-03-01,
2794,Lexus GS,Sedan,Berlin,2019-03-02,Schoenefeld Airport,18:00,34.00,2019-03-01,
2795,SEAT Cordoba,Sedan,Berlin,2019-03-02,Schoenefeld Airport,18:00,33.00,2019-03-01,
2796,Lexus GS,Sedan,,2019-03-02,Schoenefeld Airport,18:00,34.00,2019-03-01,False
2797,Alfa Romeo Stelvio,SUV,Berlin,2019-03-14,Schoenefeld Airport,12:30,44.00,2019-03-11,
2798,Buick Regal Sportback,Sedan,Berlin,2019-03-14,Schoenefeld Airport,12:30,35.00,2019-03-11,
2799,Citroen C5,SUV,Berlin,2019-03-14,Schoenefeld Airport,12:30,38.00,2019-03-11,
2800,Dacia Duster,SUV,Berlin,2019-03-14,Tegel Airport,12:30,49.00,2019-03-11,
2801,Dodge Charger,Sedan,Berlin,2019-03-14,Schoenefeld Airport,12:30,29.00,2019-03-11,
2802,Kia Ceed,Hatchback,Berlin,2019-03-14,Schoenefeld Airport,12:30,27.00,2019-03-11,
2803,Lexus GS,Sedan,Berlin,2019-03-14,Schoenefeld Airport,12:30,31.00,2019-03-11,
2804,Mazda 3,Hatchback,Berlin,2019-03-14,Tegel Airport,12:30,25.00,2019-03-11,
2805,Mazda CX-5,SUV,Berlin,2019-03-14,Tegel Airport,12:30,41.00,2019-03-11,
2806,Peugeot 208,Hatchback,Berlin,2019-03-14,Schoenefeld Airport,12:30,30.00,2019-03-11,
2807,Dacia Duster,SUV,,2019-03-14,Schoenefeld Airport,12:30,45.00,2019-03-11,False
2808,Audi A8,Sedan,Vancouver,2019-03-09,Pacific Central Station,18:00,30.00,2019-03-08,
2809,Dacia Duster,SUV,Vancouver,2019-03-09,YVR International Airport,18:00,37.00,2019-03-08,
2810,Dodge Charger,Sedan,Vancouver,2019-03-09,Pacific Central Station,18:00,27.00,2019-03-08,
2811,Ford Focus,Hatchback,Vancouver,2019-03-09,YVR International Airport,18:00,26.00,2019-03-08,
2812,Jaguar F-Pace,SUV,Vancouver,2019-03-09,YVR International Airport,18:00,41.00,2019-03-08,
2813,Kia Ceed,Hatchback,Vancouver,2019-03-09,Pacific Central Station,18:00,24.00,2019-03-08,
2814,Mazda 3,Hatchback,Vancouver,2019-03-09,YVR International Airport,18:00,28.00,2019-03-08,
2815,Nissan Qashqai,Hatchback,Vancouver,2019-03-09,Pacific Central Station,18:00,26.00,2019-03-08,
2816,Peugeot 208,Hatchback,Vancouver,2019-03-09,YVR International Airport,18:00,25.00,2019-03-08,
2817,SEAT Cordoba,Sedan,Vancouver,2019-03-09,Pacific Central Station,18:00,30.00,2019-03-08,
2818,Subaru Impreza,Sedan,,2019-03-09,Pacific Central Station,18:00,33.00,2019-03-08,False
2819,Alfa Romeo Stelvio,SUV,Paris,2019-03-14,Orly International Airport,13:30,47.00,2019-03-10,
2820,Buick Regal Sportback,Sedan,Paris,2019-03-14,Charles de Gaulle International Airport,13:30,38.00,2019-03-10,
2821,Ford Focus,Hatchback,Paris,2019-03-14,Charles de Gaulle International Airport,13:30,22.00,2019-03-10,
2822,Kia Ceed,Hatchback,Paris,2019-03-14,Charles de Gaulle International Airport,13:30,34.00,2019-03-10,
2823,Mitsubishi Outlander,SUV,Paris,2019-03-14,Charles de Gaulle International Airport,13:30,45.00,2019-03-10,
2824,Peugeot 208,Hatchback,Paris,2019-03-14,Orly International Airport,13:30,25.00,2019-03-10,
2825,Renault Clio,Hatchback,Paris,2019-03-14,Charles de Gaulle International Airport,13:30,32.00,2019-03-10,
2826,SEAT Leon,Hatchback,Paris,2019-03-14,Orly International Airport,13:30,27.00,2019-03-10,
2827,Skoda Octavia,Sedan,Paris,2019-03-14,Orly International Airport,13:30,34.00,2019-03-10,
2828,Subaru Impreza,Sedan,Paris,2019-03-14,Charles de Gaulle International Airport,13:30,32.00,2019-03-10,
2829,Alfa Romeo Stelvio,SUV,,2019-03-14,Orly International Airport,13:30,47.00,2019-03-10,False
2830,Audi A8,Sedan,London,2019-03-06,Heathrow International Airport,11:00,36.00,2019-03-01,
2831,Citroen C5,SUV,London,2019-03-06,Heathrow International Airport,11:00,43.00,2019-03-01,
2832,Fiat Panda,Hatchback,London,2019-03-06,Heathrow International Airport,11:00,30.00,2019-03-01,
2833,Ford Focus,Hatchback,London,2019-03-06,Gatwick International Airport,11:00,24.00,2019-03-01,
2834,GMC Terrain,SUV,London,2019-03-06,Heathrow International Airport,11:00,43.00,2019-03-01,
2835,Hyundai Ioniq,Sedan,London,2019-03-06,Gatwick International Airport,11:00,35.00,2019-03-01,
2836,Lexus GS,Sedan,London,2019-03-06,Heathrow International Airport,11:00,32.00,2019-03-01,
2837,Mazda 3,Hatchback,London,2019-03-06,Gatwick International Airport,11:00,28.00,2019-03-01,
2838,Nissan Qashqai,Hatchback,London,2019-03-06,Heathrow International Airport,11:00,31.00,2019-03-01,
2839,SEAT Cordoba,Sedan,London,2019-03-06,Heathrow International Airport,11:00,25.00,2019-03-01,
2840,Volvo S90,Sedan,,2019-03-06,Heathrow International Airport,11:00,31.00,2019-03-01,False
