,fare,from_location,from_station,leaving_date,leaving_time,to_location,to_station,transfers,travelers
3557,53,Long Beach,Downtown Station,2019-03-02,13:50,Sacramento,Sacramento Valley Station,1,1
3558,52,Long Beach,Downtown Station,2019-03-02,15:20,Sacramento,Sacramento Valley Station,1,1
3559,13,Anaheim,Anaheim Intermodal Center,2019-03-01,06:10,Los Angeles,Union Station,0,2
3560,13,Anaheim,Anaheim Intermodal Center,2019-03-01,08:40,Los Angeles,Union Station,0,2
3561,13,Anaheim,Anaheim Intermodal Center,2019-03-01,09:10,Los Angeles,Union Station,0,2
3562,12,Anaheim,Anaheim Intermodal Center,2019-03-01,11:20,Los Angeles,Union Station,0,2
3563,12,Anaheim,Anaheim Intermodal Center,2019-03-01,12:10,Los Angeles,Union Station,0,2
3564,13,Anaheim,Anaheim Intermodal Center,2019-03-01,13:30,Los Angeles,Union Station,0,2
3565,12,Anaheim,Anaheim Intermodal Center,2019-03-01,13:50,Los Angeles,Union Station,0,2
3566,13,Anaheim,Anaheim Intermodal Center,2019-03-01,16:10,Los Angeles,Union Station,0,2
3567,13,Anaheim,Anaheim Intermodal Center,2019-03-01,17:00,Los Angeles,Union Station,0,2
3568,14,Anaheim,Anaheim Intermodal Center,2019-03-01,17:20,Los Angeles,Union Station,0,2
3569,47,San Francisco,Salesforce Transit Center,2019-03-07,07:00,Los Angeles,Union Station,0,4
3570,40,San Francisco,Salesforce Transit Center,2019-03-07,07:40,Los Angeles,Union Station,0,4
3571,49,San Francisco,Salesforce Transit Center,2019-03-07,08:40,Los Angeles,Union Station,0,4
3572,50,San Francisco,Salesforce Transit Center,2019-03-07,08:50,Los Angeles,Union Station,0,4
3573,58,San Francisco,Salesforce Transit Center,2019-03-07,10:40,Los Angeles,Union Station,0,4
3574,40,San Francisco,Salesforce Transit Center,2019-03-07,11:10,Los Angeles,Union Station,0,4
3575,44,San Francisco,Salesforce Transit Center,2019-03-07,13:10,Los Angeles,Union Station,0,4
3576,45,San Francisco,Salesforce Transit Center,2019-03-07,14:10,Los Angeles,Union Station,0,4
3577,46,San Francisco,Salesforce Transit Center,2019-03-07,16:20,Los Angeles,Union Station,0,4
3578,37,San Francisco,Salesforce Transit Center,2019-03-07,17:50,Los Angeles,Union Station,0,4
3579,24,San Diego,Santa Fe Depot,2019-03-01,06:10,Los Angeles,Union Station,0,1
3580,25,San Diego,Santa Fe Depot,2019-03-01,06:50,Los Angeles,Union Station,0,1
3581,27,San Diego,Santa Fe Depot,2019-03-01,08:30,Los Angeles,Union Station,0,1
3582,28,San Diego,Santa Fe Depot,2019-03-01,09:50,Los Angeles,Union Station,0,1
3583,24,San Diego,Santa Fe Depot,2019-03-01,10:00,Los Angeles,Union Station,0,1
3584,25,San Diego,Santa Fe Depot,2019-03-01,12:40,Los Angeles,Union Station,0,1
3585,26,San Diego,Santa Fe Depot,2019-03-01,12:50,Los Angeles,Union Station,0,1
3586,25,San Diego,Santa Fe Depot,2019-03-01,13:30,Los Angeles,Union Station,0,1
3587,28,San Diego,Santa Fe Depot,2019-03-01,14:10,Los Angeles,Union Station,0,1
3588,26,San Diego,Santa Fe Depot,2019-03-01,16:30,Los Angeles,Union Station,0,1
3589,24,San Diego,Santa Fe Depot,2019-03-11,06:10,Los Angeles,Union Station,0,2
3590,24,San Diego,Santa Fe Depot,2019-03-11,06:50,Los Angeles,Union Station,0,2
3591,27,San Diego,Santa Fe Depot,2019-03-11,08:30,Los Angeles,Union Station,0,2
3592,27,San Diego,Santa Fe Depot,2019-03-11,09:50,Los Angeles,Union Station,0,2
3593,26,San Diego,Santa Fe Depot,2019-03-11,10:00,Los Angeles,Union Station,0,2
3594,28,San Diego,Santa Fe Depot,2019-03-11,12:40,Los Angeles,Union Station,0,2
3595,26,San Diego,Santa Fe Depot,2019-03-11,12:50,Los Angeles,Union Station,0,2
3596,27,San Diego,Santa Fe Depot,2019-03-11,13:30,Los Angeles,Union Station,0,2
3597,22,San Diego,Santa Fe Depot,2019-03-11,14:10,Los Angeles,Union Station,0,2
3598,24,San Diego,Santa Fe Depot,2019-03-11,16:30,Los Angeles,Union Station,0,2
3599,23,San Diego,Santa Fe Depot,2019-03-03,10:10,Anaheim,Anaheim Intermodal Center,0,1
3600,22,San Diego,Santa Fe Depot,2019-03-03,10:40,Anaheim,Anaheim Intermodal Center,0,1
3601,28,San Diego,Santa Fe Depot,2019-03-03,13:20,Anaheim,Anaheim Intermodal Center,0,1
3602,23,San Diego,Santa Fe Depot,2019-03-03,14:00,Anaheim,Anaheim Intermodal Center,0,1
3603,26,San Diego,Santa Fe Depot,2019-03-03,14:10,Anaheim,Anaheim Intermodal Center,0,1
3604,24,San Diego,Santa Fe Depot,2019-03-03,16:50,Anaheim,Anaheim Intermodal Center,0,1
3605,23,San Diego,Santa Fe Depot,2019-03-03,18:00,Anaheim,Anaheim Intermodal Center,0,1
3606,23,San Diego,Santa Fe Depot,2019-03-03,18:10,Anaheim,Anaheim Intermodal Center,0,1
3607,22,San Diego,Santa Fe Depot,2019-03-03,18:40,Anaheim,Anaheim Intermodal Center,0,1
3608,67,Anaheim,Anaheim Intermodal Center,2019-03-07,06:40,Sacramento,Sacramento Valley Station,1,1
3609,69,Anaheim,Anaheim Intermodal Center,2019-03-07,08:00,Sacramento,Sacramento Valley Station,1,1
3610,58,Anaheim,Anaheim Intermodal Center,2019-03-07,08:40,Sacramento,Sacramento Valley Station,1,1
3611,68,Anaheim,Anaheim Intermodal Center,2019-03-07,10:10,Sacramento,Sacramento Valley Station,1,1
3612,65,Anaheim,Anaheim Intermodal Center,2019-03-07,11:40,Sacramento,Sacramento Valley Station,1,1
3613,63,Anaheim,Anaheim Intermodal Center,2019-03-07,11:50,Sacramento,Sacramento Valley Station,1,1
3614,63,Anaheim,Anaheim Intermodal Center,2019-03-07,12:10,Sacramento,Sacramento Valley Station,1,1
3615,58,Anaheim,Anaheim Intermodal Center,2019-03-07,13:30,Sacramento,Sacramento Valley Station,1,1
3616,63,Anaheim,Anaheim Intermodal Center,2019-03-07,13:50,Sacramento,Sacramento Valley Station,1,1
3617,62,Anaheim,Anaheim Intermodal Center,2019-03-07,14:00,Sacramento,Sacramento Valley Station,1,1
3618,25,Anaheim,Anaheim Intermodal Center,2019-03-08,06:00,San Diego,Santa Fe Depot,0,2
3619,23,Anaheim,Anaheim Intermodal Center,2019-03-08,07:30,San Diego,Santa Fe Depot,0,2
3620,23,Anaheim,Anaheim Intermodal Center,2019-03-08,09:20,San Diego,Santa Fe Depot,0,2
3621,28,Anaheim,Anaheim Intermodal Center,2019-03-08,09:40,San Diego,Santa Fe Depot,0,2
3622,19,Anaheim,Anaheim Intermodal Center,2019-03-08,14:20,San Diego,Santa Fe Depot,0,2
3623,20,Anaheim,Anaheim Intermodal Center,2019-03-08,14:50,San Diego,Santa Fe Depot,0,2
3624,22,Anaheim,Anaheim Intermodal Center,2019-03-08,17:50,San Diego,Santa Fe Depot,0,2
3625,22,Anaheim,Anaheim Intermodal Center,2019-03-08,19:10,San Diego,Santa Fe Depot,0,2
3626,22,Anaheim,Anaheim Intermodal Center,2019-03-08,19:40,San Diego,Santa Fe Depot,0,2
3627,26,Seattle,King Street Station,2019-03-07,06:10,Portland,Portland Bus Station,0,1
3628,29,Seattle,King Street Station,2019-03-07,06:30,Portland,Portland Bus Station,0,1
3629,31,Seattle,King Street Station,2019-03-07,08:30,Portland,Portland Bus Station,0,1
3630,30,Seattle,King Street Station,2019-03-07,09:10,Portland,Portland Bus Station,0,1
3631,28,Seattle,King Street Station,2019-03-07,09:20,Portland,Portland Bus Station,0,1
3632,36,Seattle,King Street Station,2019-03-07,09:50,Portland,Portland Bus Station,0,1
3633,28,Seattle,King Street Station,2019-03-07,13:10,Portland,Portland Bus Station,0,1
3634,31,Seattle,King Street Station,2019-03-07,16:10,Portland,Portland Bus Station,0,1
3635,36,Seattle,King Street Station,2019-03-07,19:20,Portland,Portland Bus Station,0,1
3636,30,Seattle,King Street Station,2019-03-07,19:30,Portland,Portland Bus Station,0,1
3637,30,Vancouver,Pacific Central Station,2019-03-01,06:40,Seattle,King Street Station,0,1
3638,30,Vancouver,Pacific Central Station,2019-03-01,08:10,Seattle,King Street Station,0,1
3639,28,Vancouver,Pacific Central Station,2019-03-01,08:30,Seattle,King Street Station,0,1
3640,28,Vancouver,Pacific Central Station,2019-03-01,08:50,Seattle,King Street Station,0,1
3641,24,Vancouver,Pacific Central Station,2019-03-01,10:00,Seattle,King Street Station,0,1
3642,24,Vancouver,Pacific Central Station,2019-03-01,12:30,Seattle,King Street Station,0,1
3643,28,Vancouver,Pacific Central Station,2019-03-01,17:50,Seattle,King Street Station,0,1
3644,25,Vancouver,Pacific Central Station,2019-03-01,18:30,Seattle,King Street Station,0,1
3645,28,Vancouver,Pacific Central Station,2019-03-01,18:40,Seattle,King Street Station,0,1
3646,28,Vancouver,Pacific Central Station,2019-03-01,19:10,Seattle,King Street Station,0,1
3647,34,Fresno,Fresno Station,2019-03-07,08:00,Sacramento,Sacramento Valley Station,0,4
3648,33,Fresno,Fresno Station,2019-03-07,08:20,Sacramento,Sacramento Valley Station,0,4
3649,29,Fresno,Fresno Station,2019-03-07,09:40,Sacramento,Sacramento Valley Station,0,4
3650,27,Fresno,Fresno Station,2019-03-07,10:10,Sacramento,Sacramento Valley Station,0,4
3651,31,Fresno,Fresno Station,2019-03-07,11:20,Sacramento,Sacramento Valley Station,0,4
3652,26,Fresno,Fresno Station,2019-03-07,12:20,Sacramento,Sacramento Valley Station,0,4
3653,61,Anaheim,Anaheim Intermodal Center,2019-03-12,06:40,Sacramento,Sacramento Valley Station,1,4
3654,62,Anaheim,Anaheim Intermodal Center,2019-03-12,08:00,Sacramento,Sacramento Valley Station,1,4
3655,61,Anaheim,Anaheim Intermodal Center,2019-03-12,08:40,Sacramento,Sacramento Valley Station,1,4
3656,65,Anaheim,Anaheim Intermodal Center,2019-03-12,10:10,Sacramento,Sacramento Valley Station,1,4
3657,69,Anaheim,Anaheim Intermodal Center,2019-03-12,11:40,Sacramento,Sacramento Valley Station,1,4
3658,65,Anaheim,Anaheim Intermodal Center,2019-03-12,11:50,Sacramento,Sacramento Valley Station,1,4
3659,62,Anaheim,Anaheim Intermodal Center,2019-03-12,12:10,Sacramento,Sacramento Valley Station,1,4
3660,61,Anaheim,Anaheim Intermodal Center,2019-03-12,13:30,Sacramento,Sacramento Valley Station,1,4
3661,64,Anaheim,Anaheim Intermodal Center,2019-03-12,13:50,Sacramento,Sacramento Valley Station,1,4
3662,74,Anaheim,Anaheim Intermodal Center,2019-03-12,14:00,Sacramento,Sacramento Valley Station,1,4
3663,27,Los Angeles,Union Station,2019-03-12,07:40,San Diego,Santa Fe Depot,0,1
3664,28,Los Angeles,Union Station,2019-03-12,07:50,San Diego,Santa Fe Depot,0,1
3665,25,Los Angeles,Union Station,2019-03-12,09:20,San Diego,Santa Fe Depot,0,1
3666,27,Los Angeles,Union Station,2019-03-12,10:50,San Diego,Santa Fe Depot,0,1
3667,28,Los Angeles,Union Station,2019-03-12,11:20,San Diego,Santa Fe Depot,0,1
3668,27,Los Angeles,Union Station,2019-03-12,14:20,San Diego,Santa Fe Depot,0,1
3669,26,Los Angeles,Union Station,2019-03-12,15:00,San Diego,Santa Fe Depot,0,1
3670,30,Los Angeles,Union Station,2019-03-12,16:40,San Diego,Santa Fe Depot,0,1
3671,29,Los Angeles,Union Station,2019-03-12,16:50,San Diego,Santa Fe Depot,0,1
3672,30,Los Angeles,Union Station,2019-03-12,18:10,San Diego,Santa Fe Depot,0,1
3673,10,Los Angeles,Union Station,2019-03-12,07:00,Anaheim,Anaheim Intermodal Center,0,4
3674,14,Los Angeles,Union Station,2019-03-12,11:10,Anaheim,Anaheim Intermodal Center,0,4
3675,12,Los Angeles,Union Station,2019-03-12,13:30,Anaheim,Anaheim Intermodal Center,0,4
3676,14,Los Angeles,Union Station,2019-03-12,13:50,Anaheim,Anaheim Intermodal Center,0,4
3677,13,Los Angeles,Union Station,2019-03-12,15:00,Anaheim,Anaheim Intermodal Center,0,4
3678,12,Los Angeles,Union Station,2019-03-12,15:40,Anaheim,Anaheim Intermodal Center,0,4
3679,13,Los Angeles,Union Station,2019-03-12,15:50,Anaheim,Anaheim Intermodal Center,0,4
3680,14,Los Angeles,Union Station,2019-03-12,17:30,Anaheim,Anaheim Intermodal Center,0,4
3681,10,Los Angeles,Union Station,2019-03-12,18:30,Anaheim,Anaheim Intermodal Center,0,4
3682,12,Los Angeles,Union Station,2019-03-12,19:10,Anaheim,Anaheim Intermodal Center,0,4
3683,63,Sacramento,Sacramento Valley Station,2019-03-09,07:30,Las Vegas,Union Plaza,1,1
3684,68,Sacramento,Sacramento Valley Station,2019-03-09,10:20,Las Vegas,Union Plaza,1,1
3685,64,Sacramento,Sacramento Valley Station,2019-03-09,10:40,Las Vegas,Union Plaza,1,1
3686,73,Sacramento,Sacramento Valley Station,2019-03-09,10:50,Las Vegas,Union Plaza,1,1
3687,63,Sacramento,Sacramento Valley Station,2019-03-09,11:00,Las Vegas,Union Plaza,1,1
3688,71,Sacramento,Sacramento Valley Station,2019-03-09,12:50,Las Vegas,Union Plaza,1,1
3689,70,Sacramento,Sacramento Valley Station,2019-03-09,13:00,Las Vegas,Union Plaza,1,1
3690,73,Sacramento,Sacramento Valley Station,2019-03-09,13:20,Las Vegas,Union Plaza,1,1
3691,71,Sacramento,Sacramento Valley Station,2019-03-09,13:30,Las Vegas,Union Plaza,1,1
3692,68,Sacramento,Sacramento Valley Station,2019-03-09,19:40,Las Vegas,Union Plaza,1,1
3693,40,Vancouver,Pacific Central Station,2019-03-14,09:20,Portland,Portland Bus Station,0,3
3694,40,Vancouver,Pacific Central Station,2019-03-14,09:30,Portland,Portland Bus Station,0,3
3695,40,Vancouver,Pacific Central Station,2019-03-14,15:10,Portland,Portland Bus Station,0,3
3696,43,Vancouver,Pacific Central Station,2019-03-14,16:10,Portland,Portland Bus Station,0,3
3697,41,Vancouver,Pacific Central Station,2019-03-14,16:50,Portland,Portland Bus Station,0,3
3698,46,Vancouver,Pacific Central Station,2019-03-14,17:10,Portland,Portland Bus Station,0,3
3699,42,Vancouver,Pacific Central Station,2019-03-14,18:20,Portland,Portland Bus Station,0,3
3700,42,Vancouver,Pacific Central Station,2019-03-14,19:20,Portland,Portland Bus Station,0,3
3701,42,Vancouver,Pacific Central Station,2019-03-01,09:20,Portland,Portland Bus Station,0,4
3702,36,Vancouver,Pacific Central Station,2019-03-01,09:30,Portland,Portland Bus Station,0,4
3703,35,Vancouver,Pacific Central Station,2019-03-01,15:10,Portland,Portland Bus Station,0,4
3704,38,Vancouver,Pacific Central Station,2019-03-01,16:10,Portland,Portland Bus Station,0,4
3705,40,Vancouver,Pacific Central Station,2019-03-01,16:50,Portland,Portland Bus Station,0,4
3706,38,Vancouver,Pacific Central Station,2019-03-01,17:10,Portland,Portland Bus Station,0,4
3707,41,Vancouver,Pacific Central Station,2019-03-01,18:20,Portland,Portland Bus Station,0,4
3708,39,Vancouver,Pacific Central Station,2019-03-01,19:20,Portland,Portland Bus Station,0,4
3709,22,Sacramento,Sacramento Valley Station,2019-03-01,07:40,San Francisco,Salesforce Transit Center,0,4
3710,21,Sacramento,Sacramento Valley Station,2019-03-01,08:30,San Francisco,Salesforce Transit Center,0,4
3711,24,Sacramento,Sacramento Valley Station,2019-03-01,10:20,San Francisco,Salesforce Transit Center,0,4
3712,22,Sacramento,Sacramento Valley Station,2019-03-01,10:50,San Francisco,Salesforce Transit Center,0,4
3713,24,Sacramento,Sacramento Valley Station,2019-03-01,11:00,San Francisco,Salesforce Transit Center,0,4
3714,23,Sacramento,Sacramento Valley Station,2019-03-01,12:50,San Francisco,Salesforce Transit Center,0,4
3715,23,Sacramento,Sacramento Valley Station,2019-03-01,13:00,San Francisco,Salesforce Transit Center,0,4
3716,22,Sacramento,Sacramento Valley Station,2019-03-01,13:20,San Francisco,Salesforce Transit Center,0,4
3717,19,Sacramento,Sacramento Valley Station,2019-03-01,17:50,San Francisco,Salesforce Transit Center,0,4
3718,23,Sacramento,Sacramento Valley Station,2019-03-01,18:00,San Francisco,Salesforce Transit Center,0,4
3719,20,Anaheim,Anaheim Intermodal Center,2019-03-02,06:00,San Diego,Santa Fe Depot,0,1
3720,22,Anaheim,Anaheim Intermodal Center,2019-03-02,07:30,San Diego,Santa Fe Depot,0,1
3721,23,Anaheim,Anaheim Intermodal Center,2019-03-02,09:20,San Diego,Santa Fe Depot,0,1
3722,23,Anaheim,Anaheim Intermodal Center,2019-03-02,09:40,San Diego,Santa Fe Depot,0,1
3723,22,Anaheim,Anaheim Intermodal Center,2019-03-02,14:20,San Diego,Santa Fe Depot,0,1
3724,25,Anaheim,Anaheim Intermodal Center,2019-03-02,14:50,San Diego,Santa Fe Depot,0,1
3725,24,Anaheim,Anaheim Intermodal Center,2019-03-02,17:50,San Diego,Santa Fe Depot,0,1
3726,24,Anaheim,Anaheim Intermodal Center,2019-03-02,19:10,San Diego,Santa Fe Depot,0,1
3727,23,Anaheim,Anaheim Intermodal Center,2019-03-02,19:40,San Diego,Santa Fe Depot,0,1
3728,13,Anaheim,Anaheim Intermodal Center,2019-03-04,06:10,Los Angeles,Union Station,0,1
3729,15,Anaheim,Anaheim Intermodal Center,2019-03-04,08:40,Los Angeles,Union Station,0,1
3730,11,Anaheim,Anaheim Intermodal Center,2019-03-04,09:10,Los Angeles,Union Station,0,1
3731,13,Anaheim,Anaheim Intermodal Center,2019-03-04,11:20,Los Angeles,Union Station,0,1
3732,14,Anaheim,Anaheim Intermodal Center,2019-03-04,12:10,Los Angeles,Union Station,0,1
3733,12,Anaheim,Anaheim Intermodal Center,2019-03-04,13:30,Los Angeles,Union Station,0,1
3734,12,Anaheim,Anaheim Intermodal Center,2019-03-04,13:50,Los Angeles,Union Station,0,1
3735,12,Anaheim,Anaheim Intermodal Center,2019-03-04,16:10,Los Angeles,Union Station,0,1
3736,12,Anaheim,Anaheim Intermodal Center,2019-03-04,17:00,Los Angeles,Union Station,0,1
3737,13,Anaheim,Anaheim Intermodal Center,2019-03-04,17:20,Los Angeles,Union Station,0,1
3738,34,Fresno,Fresno Station,2019-03-03,07:00,San Francisco,Salesforce Transit Center,0,4
3739,32,Fresno,Fresno Station,2019-03-03,07:50,San Francisco,Salesforce Transit Center,0,4
3740,33,Fresno,Fresno Station,2019-03-03,09:00,San Francisco,Salesforce Transit Center,0,4
3741,31,Fresno,Fresno Station,2019-03-03,10:20,San Francisco,Salesforce Transit Center,0,4
3742,34,Fresno,Fresno Station,2019-03-03,11:20,San Francisco,Salesforce Transit Center,0,4
3743,32,Fresno,Fresno Station,2019-03-03,12:20,San Francisco,Salesforce Transit Center,0,4
3744,36,Fresno,Fresno Station,2019-03-03,13:10,San Francisco,Salesforce Transit Center,0,4
3745,32,Fresno,Fresno Station,2019-03-03,13:30,San Francisco,Salesforce Transit Center,0,4
3746,35,Fresno,Fresno Station,2019-03-03,16:50,San Francisco,Salesforce Transit Center,0,4
3747,63,Anaheim,Anaheim Intermodal Center,2019-03-10,06:40,Sacramento,Sacramento Valley Station,1,1
3748,65,Anaheim,Anaheim Intermodal Center,2019-03-10,08:00,Sacramento,Sacramento Valley Station,1,1
3749,52,Anaheim,Anaheim Intermodal Center,2019-03-10,08:40,Sacramento,Sacramento Valley Station,1,1
3750,64,Anaheim,Anaheim Intermodal Center,2019-03-10,10:10,Sacramento,Sacramento Valley Station,1,1
3751,71,Anaheim,Anaheim Intermodal Center,2019-03-10,11:40,Sacramento,Sacramento Valley Station,1,1
3752,68,Anaheim,Anaheim Intermodal Center,2019-03-10,11:50,Sacramento,Sacramento Valley Station,1,1
3753,61,Anaheim,Anaheim Intermodal Center,2019-03-10,12:10,Sacramento,Sacramento Valley Station,1,1
3754,59,Anaheim,Anaheim Intermodal Center,2019-03-10,13:30,Sacramento,Sacramento Valley Station,1,1
3755,64,Anaheim,Anaheim Intermodal Center,2019-03-10,13:50,Sacramento,Sacramento Valley Station,1,1
3756,63,Anaheim,Anaheim Intermodal Center,2019-03-10,14:00,Sacramento,Sacramento Valley Station,1,1
3757,40,Los Angeles,Union Station,2019-03-03,07:40,Las Vegas,Union Plaza,0,2
3758,35,Los Angeles,Union Station,2019-03-03,12:30,Las Vegas,Union Plaza,0,2
3759,40,Los Angeles,Union Station,2019-03-03,13:40,Las Vegas,Union Plaza,0,2
3760,39,Los Angeles,Union Station,2019-03-03,17:10,Las Vegas,Union Plaza,0,2
3761,11,Long Beach,Downtown Station,2019-03-06,06:40,Los Angeles,Union Station,0,2
3762,12,Long Beach,Downtown Station,2019-03-06,07:40,Los Angeles,Union Station,0,2
3763,10,Long Beach,Downtown Station,2019-03-06,10:40,Los Angeles,Union Station,0,2
3764,12,Long Beach,Downtown Station,2019-03-06,11:30,Los Angeles,Union Station,0,2
3765,13,Long Beach,Downtown Station,2019-03-06,12:50,Los Angeles,Union Station,0,2
3766,11,Long Beach,Downtown Station,2019-03-06,13:40,Los Angeles,Union Station,0,2
3767,10,Long Beach,Downtown Station,2019-03-06,13:50,Los Angeles,Union Station,0,2
3768,13,Long Beach,Downtown Station,2019-03-06,15:20,Los Angeles,Union Station,0,2
3769,12,Long Beach,Downtown Station,2019-03-06,16:00,Los Angeles,Union Station,0,2
3770,23,Anaheim,Anaheim Intermodal Center,2019-03-13,06:00,San Diego,Santa Fe Depot,0,1
3771,23,Anaheim,Anaheim Intermodal Center,2019-03-13,07:30,San Diego,Santa Fe Depot,0,1
