,airlines,departure_date,destination,destination_airport,fare,is_redeye,number_stops,origin,origin_airport,outbound_arrival_time,outbound_departure_time,passengers,seating_class,inbound_arrival_time,inbound_departure_time,return_date
1217,Delta Airlines,2019-03-09,New York,JFK International Airport,195,True,0,Los Angeles,LAX International Airport,08:05,22:55,1,Economy,10:40,07:30,2019-03-13
1218,Southwest Airlines,2019-03-09,New York,JFK International Airport,245,True,1,Los Angeles,LAX International Airport,00:19,13:40,1,Economy,11:50,08:40,2019-03-13
1219,United Airlines,2019-03-09,New York,JFK International Airport,279,True,1,Los Angeles,LAX International Airport,05:25,20:15,1,Economy,22:05,17:00,2019-03-13
1220,Delta Airlines,2019-03-02,New York,JFK International Airport,289,True,1,Seattle,Seattle-Tacoma International Airport,01:09,15:15,2,Economy,11:45,06:00,2019-03-10
1221,American Airlines,2019-03-01,Atlanta,Hartsfield-Jackson International Airport,238,True,1,San Francisco,SFO International Airport,01:24,15:50,3,Economy,14:06,11:40,2019-03-09
1222,Delta Airlines,2019-03-01,Atlanta,Hartsfield-Jackson International Airport,206,True,0,San Francisco,SFO International Airport,01:51,17:25,3,Economy,15:16,12:50,2019-03-09
1223,Southwest Airlines,2019-03-01,Atlanta,Hartsfield-Jackson International Airport,227,False,1,San Francisco,SFO International Airport,17:19,07:10,3,Economy,08:56,06:30,2019-03-09
1224,United Airlines,2019-03-01,Atlanta,Hartsfield-Jackson International Airport,209,False,0,San Francisco,SFO International Airport,18:41,10:15,3,Economy,17:26,15:00,2019-03-09
1225,Delta Airlines,2019-03-01,Atlanta,Hartsfield-Jackson International Airport,223,False,1,Toronto,Toronto Pearson International Airport,14:56,07:15,2,Economy,17:08,07:50,2019-03-11
1226,Delta Airlines,2019-03-11,New York,JFK International Airport,333,False,1,Vancouver,YVR International Airport,18:40,03:20,2,Economy,11:11,06:00,2019-03-14
1227,American Airlines,2019-03-05,New York,JFK International Airport,258,False,0,Paris,Charles de Gaulle International Airport,06:52,04:05,4,Economy,22:22,07:35,2019-03-13
1228,Delta Airlines,2019-03-05,New York,JFK International Airport,230,True,0,Paris,Charles de Gaulle International Airport,12:47,10:00,4,Economy,06:17,15:30,2019-03-13
1229,United Airlines,2019-03-05,New York,JFK International Airport,150,False,0,Atlanta,Hartsfield-Jackson International Airport,15:12,12:50,4,Economy,21:27,19:05,2019-03-13
1230,American Airlines,2019-03-01,San Diego,SAN International Airport,92,False,0,Las Vegas,McCarran International Airport,20:29,19:15,1,Economy,17:54,16:40,2019-03-05
1231,Southwest Airlines,2019-03-01,San Diego,SAN International Airport,84,False,0,Las Vegas,McCarran International Airport,16:24,15:10,1,Economy,21:39,20:25,2019-03-05
1232,United Airlines,2019-03-01,San Diego,SAN International Airport,92,False,0,Las Vegas,McCarran International Airport,10:49,09:35,1,Economy,15:34,14:20,2019-03-05
1233,American Airlines,2019-03-02,New York,JFK International Airport,209,False,1,Mexico City,Benito Juarez International Airport,16:36,12:05,4,Economy,16:14,11:20,2019-03-13
1234,United Airlines,2019-03-02,New York,JFK International Airport,177,False,0,Mexico City,Benito Juarez International Airport,12:56,08:25,4,Economy,19:31,17:00,2019-03-13
1235,American Airlines,2019-03-01,Seattle,Seattle-Tacoma International Airport,135,False,0,San Francisco,SFO International Airport,16:26,14:15,2,Economy,23:56,21:45,2019-03-06
1236,Delta Airlines,2019-03-01,Seattle,Seattle-Tacoma International Airport,126,False,0,San Francisco,SFO International Airport,10:11,08:00,2,Economy,08:21,06:10,2019-03-06
1237,Southwest Airlines,2019-03-01,Seattle,Seattle-Tacoma International Airport,135,True,0,San Francisco,SFO International Airport,10:36,08:25,2,Economy,00:01,21:50,2019-03-06
1238,United Airlines,2019-03-01,Seattle,Seattle-Tacoma International Airport,132,False,0,San Francisco,SFO International Airport,17:16,15:05,2,Economy,22:41,20:30,2019-03-06
1239,American Airlines,2019-03-03,San Diego,SAN International Airport,198,False,1,Seattle,Seattle-Tacoma International Airport,12:34,08:15,4,Economy,08:13,04:10,2019-03-06
1240,Delta Airlines,2019-03-03,San Diego,SAN International Airport,212,False,1,Seattle,Seattle-Tacoma International Airport,12:34,08:45,4,Economy,16:21,11:05,2019-03-06
1241,Southwest Airlines,2019-03-03,San Diego,SAN International Airport,238,False,1,Seattle,Seattle-Tacoma International Airport,23:25,18:50,4,Economy,12:46,07:00,2019-03-06
1242,United Airlines,2019-03-03,San Diego,SAN International Airport,223,False,1,Seattle,Seattle-Tacoma International Airport,16:19,12:30,4,Economy,12:46,07:20,2019-03-06
1243,Delta Airlines,2019-03-03,Philadelphia,PHL International Airport,291,True,1,Los Angeles,LAX International Airport,00:16,13:40,4,Economy,19:57,14:20,2019-03-05
1244,Southwest Airlines,2019-03-03,Philadelphia,PHL International Airport,306,True,1,Los Angeles,LAX International Airport,00:16,13:00,4,Economy,00:32,20:35,2019-03-05
1245,United Airlines,2019-03-03,Los Angeles,LAX International Airport,246,True,1,New York,JFK International Airport,22:05,17:00,4,Economy,05:25,20:15,2019-03-10
1246,United Airlines,2019-03-03,Philadelphia,PHL International Airport,219,True,1,Toronto,Toronto Pearson International Airport,00:16,17:35,4,Economy,17:08,11:30,2019-03-11
1247,American Airlines,2019-03-03,Philadelphia,PHL International Airport,174,False,1,Toronto,Toronto Pearson International Airport,19:46,12:50,4,Economy,20:28,16:45,2019-03-10
1248,United Airlines,2019-03-03,Philadelphia,PHL International Airport,223,True,1,Toronto,Toronto Pearson International Airport,00:16,17:35,4,Economy,17:08,11:30,2019-03-10
1249,Delta Airlines,2019-03-01,New York,JFK International Airport,354,False,1,Vancouver,YVR International Airport,18:40,03:20,2,Economy,13:59,07:30,2019-03-05
1250,United Airlines,2019-03-01,New York,JFK International Airport,316,False,1,Vancouver,YVR International Airport,15:12,03:15,2,Economy,18:01,08:20,2019-03-05
1251,Delta Airlines,2019-03-01,New York,JFK International Airport,213,True,0,Los Angeles,LAX International Airport,08:05,22:55,4,Economy,10:40,07:30,2019-03-14
1252,American Airlines,2019-03-04,Atlanta,Hartsfield-Jackson International Airport,238,True,1,Phoenix,Sky Harbor International Airport,06:37,23:25,1,Economy,16:22,11:40,2019-03-09
1253,Southwest Airlines,2019-03-04,Atlanta,Hartsfield-Jackson International Airport,186,True,0,Phoenix,Sky Harbor International Airport,06:07,22:55,1,Economy,13:17,12:05,2019-03-09
1254,United Airlines,2019-03-04,Atlanta,Hartsfield-Jackson International Airport,312,False,1,Phoenix,Sky Harbor International Airport,17:19,07:15,1,Economy,20:22,15:00,2019-03-09
1255,American Airlines,2019-03-01,Philadelphia,PHL International Airport,62,False,0,New York,JFK International Airport,16:36,15:45,1,Economy,17:36,16:45,2019-03-13
1256,Delta Airlines,2019-03-01,Philadelphia,PHL International Airport,60,False,0,New York,JFK International Airport,12:01,11:10,1,Economy,20:16,19:25,2019-03-13
1257,Southwest Airlines,2019-03-01,Philadelphia,PHL International Airport,65,False,0,New York,JFK International Airport,05:46,04:55,1,Economy,08:36,07:45,2019-03-13
1258,United Airlines,2019-03-01,Philadelphia,PHL International Airport,63,False,0,New York,JFK International Airport,11:36,10:45,1,Economy,21:51,21:00,2019-03-13
1259,American Airlines,2019-03-02,San Francisco,SFO International Airport,265,False,1,Chicago,O'Hare International Airport,20:11,12:30,3,Economy,22:07,15:20,2019-03-14
1260,Delta Airlines,2019-03-02,San Francisco,SFO International Airport,206,True,0,Chicago,O'Hare International Airport,13:27,10:40,3,Economy,04:52,22:05,2019-03-14
1261,Southwest Airlines,2019-03-02,San Francisco,SFO International Airport,185,True,0,Chicago,O'Hare International Airport,16:57,14:10,3,Economy,00:37,17:50,2019-03-14
1262,United Airlines,2019-03-02,San Francisco,SFO International Airport,180,True,0,Chicago,O'Hare International Airport,06:47,04:00,3,Economy,04:57,22:10,2019-03-14
1263,Delta Airlines,2019-03-05,Vancouver,YVR International Airport,328,False,1,Seattle,Seattle-Tacoma International Airport,19:49,08:45,1,Economy,12:15,02:50,2019-03-10
1264,United Airlines,2019-03-05,Vancouver,YVR International Airport,272,False,1,Seattle,Seattle-Tacoma International Airport,19:49,12:30,1,Economy,22:56,18:05,2019-03-10
1265,Alaska Airlines,2019-03-01,Los Angeles,LAX International Airport,161,False,1,Portland,PDX International Airport,21:44,17:40,1,Economy,07:45,05:15,2019-03-07
1266,American Airlines,2019-03-01,Los Angeles,LAX International Airport,167,True,1,Portland,PDX International Airport,11:02,06:00,1,Economy,01:45,23:15,2019-03-07
1267,Delta Airlines,2019-03-01,Los Angeles,LAX International Airport,214,False,1,Portland,PDX International Airport,15:17,09:35,1,Economy,14:03,09:15,2019-03-07
1268,Southwest Airlines,2019-03-01,Los Angeles,LAX International Airport,149,False,0,Portland,PDX International Airport,19:25,16:55,1,Economy,19:00,16:30,2019-03-07
1269,United Airlines,2019-03-01,Los Angeles,LAX International Airport,184,False,1,Portland,PDX International Airport,14:35,12:05,1,Economy,14:13,08:55,2019-03-07
1270,Southwest Airlines,2019-03-10,Chicago,O'Hare International Airport,244,False,1,Seattle,Seattle-Tacoma International Airport,10:55,04:25,2,Economy,21:57,14:50,2019-03-14
1271,Delta Airlines,2019-03-01,New York,JFK International Airport,333,True,0,Nairobi,Jomo Kenyatta International Airport,07:57,21:50,2,Economy,08:27,08:20,2019-03-07
1272,Delta Airlines,2019-03-07,New York,JFK International Airport,313,False,1,Vancouver,YVR International Airport,18:34,02:50,4,Economy,11:11,06:00,2019-03-13
1273,United Airlines,2019-03-07,New York,JFK International Airport,337,False,1,Vancouver,YVR International Airport,15:12,03:15,4,Economy,14:56,08:20,2019-03-13
1274,Delta Airlines,2019-03-07,Phoenix,Sky Harbor International Airport,264,True,1,Atlanta,Hartsfield-Jackson International Airport,20:07,18:55,1,Economy,00:21,11:55,2019-03-14
1275,Southwest Airlines,2019-03-07,Phoenix,Sky Harbor International Airport,169,True,0,Atlanta,Hartsfield-Jackson International Airport,13:17,12:05,1,Economy,06:07,22:55,2019-03-14
1276,United Airlines,2019-03-07,Phoenix,Sky Harbor International Airport,257,True,1,Atlanta,Hartsfield-Jackson International Airport,15:47,09:40,1,Economy,03:52,20:40,2019-03-14
1277,American Airlines,2019-03-06,Los Angeles,LAX International Airport,232,True,1,Atlanta,Hartsfield-Jackson International Airport,01:47,21:15,1,Economy,01:24,17:25,2019-03-13
1278,Delta Airlines,2019-03-06,Los Angeles,LAX International Airport,189,False,0,Atlanta,Hartsfield-Jackson International Airport,19:39,17:40,1,Economy,17:19,09:20,2019-03-13
1279,Southwest Airlines,2019-03-06,Los Angeles,LAX International Airport,249,False,1,Atlanta,Hartsfield-Jackson International Airport,15:29,13:30,1,Economy,23:41,13:40,2019-03-13
1280,United Airlines,2019-03-06,Los Angeles,LAX International Airport,240,True,1,Atlanta,Hartsfield-Jackson International Airport,19:35,15:00,1,Economy,04:39,20:40,2019-03-13
1281,American Airlines,2019-03-05,Atlanta,Hartsfield-Jackson International Airport,361,True,1,Paris,Charles de Gaulle International Airport,14:07,04:05,3,Economy,13:37,15:25,2019-03-09
1282,Delta Airlines,2019-03-05,Atlanta,Hartsfield-Jackson International Airport,378,True,1,Paris,Charles de Gaulle International Airport,23:41,17:35,3,Economy,13:37,15:40,2019-03-09
1283,American Airlines,2019-03-02,Philadelphia,PHL International Airport,204,False,1,Atlanta,Hartsfield-Jackson International Airport,10:56,06:45,3,Economy,14:56,10:10,2019-03-08
1284,Delta Airlines,2019-03-02,Philadelphia,PHL International Airport,212,False,1,Atlanta,Hartsfield-Jackson International Airport,19:46,15:40,3,Economy,20:21,14:20,2019-03-08
1285,United Airlines,2019-03-02,Philadelphia,PHL International Airport,193,False,1,Atlanta,Hartsfield-Jackson International Airport,16:36,12:50,3,Economy,09:42,04:45,2019-03-08
1286,American Airlines,2019-03-01,Chicago,O'Hare International Airport,140,False,0,New York,JFK International Airport,06:44,05:25,4,Economy,15:49,12:30,2019-03-14
1287,Delta Airlines,2019-03-01,Chicago,O'Hare International Airport,173,False,1,New York,JFK International Airport,07:53,05:05,4,Economy,12:34,09:15,2019-03-14
1288,Southwest Airlines,2019-03-01,Chicago,O'Hare International Airport,126,True,0,New York,JFK International Airport,05:39,04:20,4,Economy,01:09,21:50,2019-03-14
1289,United Airlines,2019-03-01,Chicago,O'Hare International Airport,125,True,0,New York,JFK International Airport,15:59,14:40,4,Economy,00:19,21:00,2019-03-14
1290,Southwest Airlines,2019-03-06,Seattle,Seattle-Tacoma International Airport,226,False,1,San Diego,SAN International Airport,12:46,07:00,2,Economy,23:25,18:50,2019-03-11
1291,Delta Airlines,2019-03-06,Vancouver,YVR International Airport,308,False,1,New York,JFK International Airport,14:31,06:00,1,Economy,18:40,03:20,2019-03-13
1292,American Airlines,2019-03-01,London,Heathrow International Airport,385,True,1,San Francisco,SFO International Airport,06:37,07:05,2,Economy,23:45,15:05,2019-03-04
1293,United Airlines,2019-03-01,London,Heathrow International Airport,412,True,1,San Francisco,SFO International Airport,06:37,05:50,2,Economy,09:31,00:25,2019-03-04
1294,American Airlines,2019-03-01,London,Heathrow International Airport,385,True,1,San Francisco,SFO International Airport,06:37,07:05,4,Economy,23:45,15:05,2019-03-04
1295,American Airlines,2019-03-09,New York,JFK International Airport,142,False,0,Chicago,O'Hare International Airport,16:39,13:20,4,Economy,06:44,05:25,2019-03-14
1296,Delta Airlines,2019-03-09,New York,JFK International Airport,136,False,0,Chicago,O'Hare International Airport,14:24,11:05,4,Economy,07:19,06:00,2019-03-14
1297,Southwest Airlines,2019-03-09,New York,JFK International Airport,147,True,0,Chicago,O'Hare International Airport,01:09,21:50,4,Economy,06:14,04:55,2019-03-14
1298,United Airlines,2019-03-09,New York,JFK International Airport,140,True,0,Chicago,O'Hare International Airport,00:19,21:00,4,Economy,15:59,14:40,2019-03-14
1299,American Airlines,2019-03-05,Toronto,Toronto Pearson International Airport,173,False,1,Philadelphia,PHL International Airport,20:28,16:45,1,Economy,19:46,12:50,2019-03-14
1300,United Airlines,2019-03-05,Toronto,Toronto Pearson International Airport,226,True,1,Philadelphia,PHL International Airport,17:08,11:30,1,Economy,00:16,17:35,2019-03-14
1301,United Airlines,2019-03-01,Seattle,Seattle-Tacoma International Airport,337,False,1,New York,JFK International Airport,10:48,05:10,1,Economy,23:20,10:10,2019-03-09
1302,Alaska Airlines,2019-03-01,San Francisco,SFO International Airport,115,False,0,San Diego,SAN International Airport,12:50,11:10,1,Economy,07:50,06:10,2019-03-10
1303,American Airlines,2019-03-01,San Francisco,SFO International Airport,129,False,1,San Diego,SAN International Airport,23:00,21:20,1,Economy,16:19,12:15,2019-03-10
1304,Delta Airlines,2019-03-01,San Francisco,SFO International Airport,109,False,0,San Diego,SAN International Airport,21:35,19:55,1,Economy,23:25,21:45,2019-03-10
1305,Southwest Airlines,2019-03-01,San Francisco,SFO International Airport,137,False,1,San Diego,SAN International Airport,08:40,07:00,1,Economy,16:19,12:50,2019-03-10
1306,United Airlines,2019-03-01,San Francisco,SFO International Airport,114,False,0,San Diego,SAN International Airport,09:00,07:20,1,Economy,08:20,06:40,2019-03-10
1307,American Airlines,2019-03-01,Philadelphia,PHL International Airport,146,False,1,Washington,Dulles International Airport,19:46,17:10,1,Economy,12:05,09:45,2019-03-13
1308,United Airlines,2019-03-01,Philadelphia,PHL International Airport,197,True,1,Washington,Dulles International Airport,00:51,20:40,1,Economy,07:15,04:45,2019-03-13
1309,American Airlines,2019-03-02,Atlanta,Hartsfield-Jackson International Airport,120,False,0,Chicago,O'Hare International Airport,23:41,20:40,4,Economy,22:16,21:15,2019-03-13
1310,Delta Airlines,2019-03-02,Atlanta,Hartsfield-Jackson International Airport,126,False,0,Chicago,O'Hare International Airport,11:31,08:30,4,Economy,08:51,07:50,2019-03-13
1311,United Airlines,2019-03-02,Atlanta,Hartsfield-Jackson International Airport,123,True,0,Chicago,O'Hare International Airport,00:51,21:50,4,Economy,07:16,06:15,2019-03-13
1312,American Airlines,2019-03-01,San Diego,SAN International Airport,70,False,0,Los Angeles,LAX International Airport,08:14,07:20,3,Economy,10:44,09:50,2019-03-03
