,check_in_date,destination,has_wifi,hotel_name,number_of_days,number_of_rooms,phone_number,price_per_night,star_rating,street_address
1807,,San Diego,True,Best Western Seven Seas,,2,+1 619-291-1300,168,1,411 Hotel Circle South
1808,,San Diego,True,Best Western Yacht Harbor Hotel,,2,+1 619-224-3254,180,1,5005 North Harbor Drive
1809,,San Diego,True,Blue Sea Beach Hotel,,2,+1 858-488-4700,180,1,707 Pacific Beach Drive
1810,,San Diego,True,Capri By The Sea By All Seasons Resort Lodging,,2,+1 858-483-6110,315,1,4767 Ocean Boulevard
1811,,Portland,True,Aloft Portland Airport At Cascade Station,,1,+1 503-200-5678,114,2,9920 Northeast Cascades Parkway
1812,,Portland,True,Canopy By Hilton Portland Pearl District,,1,+1 971-351-0230,84,2,425 Northwest 9th Avenue
1813,,Portland,True,"Country Inn & Suites By Radisson, Portland International Airport, Or",,1,+1 503-255-2700,78,2,7025 Northeast Alderwood Road
1814,,Portland,True,Courtyard By Marriott Portland Airport,,1,+1 503-252-3200,243,2,11550 Northeast Airport Way
1815,,Portland,True,Courtyard By Marriott Portland City Center,,1,+1 503-505-5000,216,2,550 Southwest Oak Street
1816,,Portland,True,Courtyard By Marriott Portland Downtown/Convention Center,,1,+1 503-234-3200,126,2,435 Northeast Wasco Street
1817,,Portland,True,Crowne Plaza Portland-Downtown Conv Ctr,,1,+1 503-233-2401,342,2,1441 Northeast 2nd Avenue
1818,,Portland,True,Dossier,,1,+1 877-628-4408,276,2,750 Southwest Alder Street
1819,,Seattle,True,Best Western Plus Pioneer Square Hotel Downtown,,1,+1 206-340-1234,234,2,77 Yesler Way
1820,,Seattle,True,Courtyard By Marriott Seattle Downtown/Lake Union,,1,+1 206-213-0100,324,2,925 Westlake Avenue North
1821,,Seattle,True,Crowne Plaza Seattle Downtown,,1,+1 206-464-1980,192,2,1113 6th Avenue
1822,,Seattle,True,Embassy Suites By Hilton Seattle Downtown Pioneer Square,,1,+1 206-859-4400,150,2,255 South King Street
1823,,Seattle,True,Four Points By Sheraton Downtown Seattle Center,,1,+1 206-282-2600,351,2,601 Roy Street
1824,,Vancouver,False,Atrium Inn Vancouver,,2,+1 604-254-1000,204,1,2889 East Hastings Street
1825,,Vancouver,False,Auberge Vancouver Hotel,,3,+1 604-678-8899,312,1,837 West Hastings Street
1826,,Vancouver,False,Best Western Plus Chateau Granville Hotel & Suites & Conference Ctr.,,1,+1 604-669-7070,105,1,1100 Granville Street
1827,,Vancouver,False,Best Western Plus Sands,,2,+1 604-682-1831,234,1,1755 Davie Street
1828,,Vancouver,False,Blue Horizon Hotel,,2,+1 604-688-1411,162,1,1225 Robson Street
1829,,Vancouver,False,Coast Coal Harbour Vancouver Hotel By Apa,,3,+1 604-697-0202,264,1,1180 West Hastings Street
1830,,Vancouver,False,Coast Vancouver Airport Hotel,,3,+1 604-263-1555,288,1,1041 Southwest Marine Drive
1831,,Vancouver,False,Days Inn By Wyndham Vancouver Downtown,,3,+1 604-681-4335,207,1,921 West Pender Street
1832,,Vancouver,False,Delta Hotels By Marriott Vancouver Downtown Suites,,2,+1 844-254-5048,304,1,550 West Hastings Street
1833,,Seattle,True,Ace Hotel Seattle,,1,+1 206-448-4721,44,1,2423 1st Avenue
1834,,Seattle,True,Belltown Inn,,3,+1 866-525-4704,180,1,2301 3rd Avenue
1835,,Seattle,True,Best Western Plus Pioneer Square Hotel Downtown,,3,+1 206-340-1234,234,1,77 Yesler Way
1836,,Seattle,True,Courtyard By Marriott Seattle Downtown/Lake Union,,3,+1 206-213-0100,324,1,925 Westlake Avenue North
1837,,Seattle,True,Crowne Plaza Seattle Downtown,,2,+1 206-464-1980,192,1,1113 6th Avenue
1838,,Seattle,True,Days Inn By Wyndham Seattle North Of Downtown,,1,+1 800-615-3107,76,1,9100 Aurora Avenue North
1839,,Seattle,True,Embassy Suites By Hilton Seattle Downtown Pioneer Square,,2,+1 206-859-4400,150,1,255 South King Street
1840,,Seattle,True,Even Hotel Seattle Downtown - Lake Union,,1,+1 206-596-2302,72,1,527 Fairview Avenue North
1841,,Seattle,True,Extended Stay America - Seattle - Northgate,,2,+1 206-365-8100,120,1,13300 Stone Avenue North
1842,,Seattle,True,Four Points By Sheraton Downtown Seattle Center,,3,+1 206-282-2600,351,1,601 Roy Street
1843,,San Diego,True,Bahia Resort Hotel,,1,+1 858-539-8666,96,1,998 West Mission Bay Drive
1844,,San Diego,True,Best Western Mission Bay,,1,+1 619-275-5700,100,1,2575 Clairemont Drive
1845,,San Diego,True,Best Western Plus Bayside Inn,,1,+1 619-233-7500,270,1,555 West Ash Street
1846,,San Diego,True,Best Western Plus Hacienda Hotel Old Town,,1,+1 619-298-4707,162,1,4041 Harney Street
1847,,San Diego,True,Best Western Plus Island Palms Hotel & Marina,,1,+1 619-222-0561,174,1,2051 Shelter Island Drive
1848,,San Diego,True,Best Western San Diego/Miramar Hotel,,1,+1 858-578-6600,66,1,9310 Kearny Mesa Road
1849,,San Diego,True,Best Western Seven Seas,,1,+1 619-291-1300,168,1,411 Hotel Circle South
1850,,San Diego,True,Best Western Yacht Harbor Hotel,,1,+1 619-224-3254,180,1,5005 North Harbor Drive
1851,,San Diego,True,Blue Sea Beach Hotel,,1,+1 858-488-4700,180,1,707 Pacific Beach Drive
1852,,San Diego,True,Capri By The Sea By All Seasons Resort Lodging,,1,+1 858-483-6110,315,1,4767 Ocean Boulevard
1853,,Vancouver,False,Auberge Vancouver Hotel,,1,+1 604-678-8899,312,4,837 West Hastings Street
1854,,Vancouver,False,Coast Coal Harbour Vancouver Hotel By Apa,,1,+1 604-697-0202,264,4,1180 West Hastings Street
1855,,Vancouver,False,Delta Hotels By Marriott Vancouver Downtown Suites,,1,+1 844-254-5048,304,4,550 West Hastings Street
1856,,Seattle,True,Four Seasons Hotel Seattle,,1,+1 206-749-7000,150,4,99 Union Street
1857,,Seattle,True,Grand Hyatt Seattle,,2,+1 206-774-1234,280,4,721 Pine Street
1858,,Seattle,True,Hotel Andra,,3,+1 206-448-8600,360,4,2000 4th Avenue
1859,,Seattle,True,Hyatt At Olive 8,,1,+1 206-695-1234,132,4,1635 8th Avenue
1860,,Seattle,True,Inn At The Market,,3,+1 206-443-3600,252,4,86 Pine Street
1861,,Seattle,True,Kimpton Hotel Monaco Seattle,,3,+1 206-621-1770,264,4,1101 4th Avenue
1862,,Seattle,True,Kimpton Hotel Vintage Seattle,,3,+1 800-853-3914,432,4,1100 5th Avenue
1863,,Seattle,True,"Loews Hotel 1000, Seattle",,3,+1 206-957-1000,420,4,1000 1st Avenue
1864,,Seattle,True,Motif Seattle,,1,+1 206-971-8000,148,4,1415 5th Avenue
1865,,San Diego,True,Best Western Plus Bayside Inn,,1,+1 619-233-7500,270,2,555 West Ash Street
1866,,San Diego,True,Best Western Plus Hacienda Hotel Old Town,,1,+1 619-298-4707,162,2,4041 Harney Street
1867,,San Diego,True,Best Western Plus Island Palms Hotel & Marina,,1,+1 619-222-0561,174,2,2051 Shelter Island Drive
1868,,San Diego,True,Best Western Seven Seas,,1,+1 619-291-1300,168,2,411 Hotel Circle South
1869,,San Diego,True,Blue Sea Beach Hotel,,1,+1 858-488-4700,180,2,707 Pacific Beach Drive
1870,,San Diego,True,Capri By The Sea By All Seasons Resort Lodging,,1,+1 858-483-6110,315,2,4767 Ocean Boulevard
1871,,San Diego,True,Bahia Resort Hotel,,3,+1 858-539-8666,324,1,998 West Mission Bay Drive
1872,,San Diego,True,Best Western Mission Bay,,3,+1 619-275-5700,192,1,2575 Clairemont Drive
1873,,San Diego,True,Best Western Plus Bayside Inn,,3,+1 619-233-7500,270,1,555 West Ash Street
1874,,San Diego,True,Best Western Plus Hacienda Hotel Old Town,,3,+1 619-298-4707,234,1,4041 Harney Street
1875,,San Diego,True,Best Western Plus Island Palms Hotel & Marina,,3,+1 619-222-0561,243,1,2051 Shelter Island Drive
1876,,San Diego,True,Best Western San Diego/Miramar Hotel,,3,+1 858-578-6600,186,1,9310 Kearny Mesa Road
1877,,San Diego,True,Best Western Seven Seas,,3,+1 619-291-1300,351,1,411 Hotel Circle South
1878,,San Diego,True,Best Western Yacht Harbor Hotel,,3,+1 619-224-3254,180,1,5005 North Harbor Drive
1879,,San Diego,True,Blue Sea Beach Hotel,,3,+1 858-488-4700,180,1,707 Pacific Beach Drive
1880,,Anaheim,True,Anaheim Desert Inn And Suites,,3,+1 714-772-5050,204,2,1600 South Harbor Boulevard
1881,,Anaheim,True,Anaheim Majestic Garden Hotel,,3,+1 714-778-1700,288,2,900 South Disneyland Drive
1882,,Anaheim,True,Anaheim Portofino Inn & Suites,,3,+1 800-341-6301,198,2,1831 South Harbor Boulevard
1883,,Anaheim,True,Ayres Hotel Anaheim,,3,+1 714-634-2106,342,2,2550 East Katella Avenue
1884,,Anaheim,True,Best Western Plus Anaheim Inn,,3,+1 714-774-1050,252,2,1630 South Harbor Boulevard
1885,,Anaheim,True,Best Western Plus Park Place Inn - Mini Suites,,3,+1 714-776-4800,333,2,1544 South Harbor Boulevard
1886,,Anaheim,True,Best Western Plus Raffles Inn & Suites,,3,+1 714-750-6100,126,2,2040 South Harbor Boulevard
1887,,Anaheim,True,Best Western Plus Stovall'S Inn,,3,+1 714-778-1880,342,2,1110 West Katella Avenue
1888,,Anaheim,True,Camelot Inn & Suites,,3,+1 714-635-7275,216,2,1520 South Harbor Boulevard
1889,,Anaheim,True,Candlewood Suites Anaheim - Resort Area,,3,+1 714-635-5555,279,2,1733 South Anaheim Boulevard
1890,,Los Angeles,True,Best Western Burbank Airport Inn,,1,+1 818-765-2900,261,3,"7615 Lankershim Boulevard, North Hollywood, California 91605, United States"
1891,,Los Angeles,True,Best Western Plus San Pedro Hotel & Suites,,1,+1 310-514-1414,198,3,"111 South Gaffey Street, San Pedro, California 90731, United States"
1892,,Los Angeles,True,Beverly Hills Marriott,,1,+1 310-553-6561,384,3,1150 South Beverly Drive
1893,,Los Angeles,True,Courtyard By Marriott Los Angeles Century City/Beverly Hills,,1,+1 310-556-2777,279,3,10320 West Olympic Boulevard
1894,,Los Angeles,True,Courtyard By Marriott Los Angeles L.A. Live,,1,+1 213-443-9222,81,3,901 West Olympic Boulevard
1895,,Los Angeles,True,Courtyard By Marriott Los Angeles Lax/Century Boulevard,,1,+1 310-649-1400,261,3,6161 West Century Boulevard
1896,,Los Angeles,True,Courtyard By Marriott Los Angeles Sherman Oaks,,1,+1 818-981-5400,111,3,"15433 Ventura Boulevard, Sherman Oaks, CA 91403, USA"
1897,,Los Angeles,True,Crowne Plaza Los Angeles Airport,,1,+1 310-642-7500,104,3,5985 West Century Boulevard
1898,,Los Angeles,True,Crowne Plaza Los Angeles Harbor Hotel,,1,+1 310-519-8200,180,3,"601 South Palos Verdes Street, San Pedro, California 90731, United States"
1899,,Los Angeles,True,Ac Hotel By Marriott Beverly Hills,,1,+1 323-852-7000,156,2,6399 Wilshire Boulevard
1900,,Los Angeles,True,Best Western Hollywood Plaza Inn,,1,+1 323-851-1800,168,2,"2011 North Highland Avenue, Hollywood, California 90068, United States"
1901,,Los Angeles,True,Best Western Plus Hollywood Hills Hotel,,1,+1 323-464-5181,156,2,"6141 Franklin Avenue, Hollywood, California 90028, United States"
1902,,Anaheim,True,Anaheim Desert Inn And Suites,,1,+1 714-772-5050,128,2,1600 South Harbor Boulevard
1903,,Seattle,True,Belltown Inn,,1,+1 866-525-4704,180,1,2301 3rd Avenue
1904,,Seattle,True,Best Western Plus Pioneer Square Hotel Downtown,,1,+1 206-340-1234,234,1,77 Yesler Way
1905,,Seattle,True,Courtyard By Marriott Seattle Downtown/Lake Union,,1,+1 206-213-0100,324,1,925 Westlake Avenue North
1906,,Seattle,True,Crowne Plaza Seattle Downtown,,1,+1 206-464-1980,192,1,1113 6th Avenue
1907,,Seattle,True,Embassy Suites By Hilton Seattle Downtown Pioneer Square,,1,+1 206-859-4400,150,1,255 South King Street
1908,,Seattle,True,Extended Stay America - Seattle - Northgate,,1,+1 206-365-8100,120,1,13300 Stone Avenue North
1909,,Seattle,True,Four Points By Sheraton Downtown Seattle Center,,1,+1 206-282-2600,351,1,601 Roy Street
1910,,New York,True,1 Hotel Central Park,,1,+1 212-703-2001,340,4,1414 6th Avenue
1911,,New York,True,1 Hotel Brooklyn Bridge,,2,+1 833-625-6111,240,4,"60 Furman Street, Brooklyn"
1912,,New York,True,6 Columbus Hotel,,2,+1 212-204-3000,252,4,308 West 58th Street
1913,,New York,True,Ac Hotel New York Times Square,,2,+1 212-398-2700,264,4,260 West 40th Street
1914,,New York,True,Ace Hotel,,2,+1 212-991-0551,348,4,20 West 29th Street
1915,,New York,True,Aka Times Square,,2,+1 212-764-5700,276,4,123 West 44th Street
1916,,Vancouver,False,Atrium Inn Vancouver,,1,+1 604-254-1000,204,1,2889 East Hastings Street
1917,,Vancouver,False,Auberge Vancouver Hotel,,1,+1 604-678-8899,312,1,837 West Hastings Street
1918,,Vancouver,False,Best Western Plus Sands,,1,+1 604-682-1831,234,1,1755 Davie Street
1919,,Vancouver,False,Blue Horizon Hotel,,1,+1 604-688-1411,162,1,1225 Robson Street
1920,,Vancouver,False,Coast Coal Harbour Vancouver Hotel By Apa,,1,+1 604-697-0202,264,1,1180 West Hastings Street
1921,,Vancouver,False,Coast Vancouver Airport Hotel,,1,+1 604-263-1555,288,1,1041 Southwest Marine Drive
1922,,Vancouver,False,Days Inn By Wyndham Vancouver Downtown,,1,+1 604-681-4335,207,1,921 West Pender Street
1923,,Vancouver,False,Delta Hotels By Marriott Vancouver Downtown Suites,,1,+1 844-254-5048,304,1,550 West Hastings Street
1924,,Vancouver,False,Exchange Hotel Vancouver,,1,+1 604-563-4693,144,1,475 Howe Street
1925,,San Diego,True,Catamaran Resort Hotel And Spa,,3,+1 858-488-1081,456,3,3999 Mission Boulevard
1926,,Seattle,True,Grand Hyatt Seattle,,1,+1 206-774-1234,280,4,721 Pine Street
1927,,Seattle,True,Hotel Andra,,1,+1 206-448-8600,360,4,2000 4th Avenue
1928,,Seattle,True,Inn At The Market,,1,+1 206-443-3600,252,4,86 Pine Street
1929,,Seattle,True,Kimpton Hotel Monaco Seattle,,1,+1 206-621-1770,264,4,1101 4th Avenue
1930,,Seattle,True,Kimpton Hotel Vintage Seattle,,1,+1 800-853-3914,432,4,1100 5th Avenue
1931,,Seattle,True,"Loews Hotel 1000, Seattle",,1,+1 206-957-1000,420,4,1000 1st Avenue
1932,,Portland,True,Aloft Portland Airport At Cascade Station,,3,+1 503-200-5678,189,3,9920 Northeast Cascades Parkway
1933,,Portland,True,Best Western Plus Portland Airport Hotel & Suites,,3,+1 503-251-9991,222,2,11938 Northeast Airport Way
1934,,Portland,True,Canopy By Hilton Portland Pearl District,,3,+1 971-351-0230,384,4,425 Northwest 9th Avenue
1935,,Portland,True,"Country Inn & Suites By Radisson, Portland International Airport, Or",,3,+1 503-255-2700,342,3,7025 Northeast Alderwood Road
1936,,Portland,True,Courtyard By Marriott Portland Downtown/Convention Center,,3,+1 503-234-3200,306,3,435 Northeast Wasco Street
1937,,San Francisco,True,Argonaut Hotel,,3,+1 415-563-0800,252,3,495 Jefferson Street
1938,,San Francisco,True,Courtyard By Marriott San Francisco Downtown,,3,+1 415-947-0700,270,3,299 2nd Street
1939,,San Francisco,True,Courtyard By Marriott San Francisco Union Square,,3,+1 415-346-3800,243,3,761 Post Street
1940,,San Francisco,True,Cova Hotel,,3,+1 415-771-3000,207,3,655 Ellis Street
1941,,San Francisco,True,Executive Hotel Vintage Court San Francisco,,3,+1 800-654-1100,288,3,650 Bush Street
1942,,Vancouver,False,Auberge Vancouver Hotel,,2,+1 604-678-8899,312,2,837 West Hastings Street
1943,,Vancouver,False,Best Western Plus Chateau Granville Hotel & Suites & Conference Ctr.,,2,+1 604-669-7070,168,2,1100 Granville Street
1944,,Vancouver,False,Coast Coal Harbour Vancouver Hotel By Apa,,2,+1 604-697-0202,264,2,1180 West Hastings Street
1945,,Vancouver,False,Coast Vancouver Airport Hotel,,2,+1 604-263-1555,288,2,1041 Southwest Marine Drive
1946,,Vancouver,False,Days Inn By Wyndham Vancouver Downtown,,2,+1 604-681-4335,207,2,921 West Pender Street
1947,,Vancouver,False,Exchange Hotel Vancouver,,2,+1 604-563-4693,384,2,475 Howe Street
1948,,Philadelphia,True,Best Western Plus Philadelphia Convention Center Hotel,,2,+1 215-398-3080,192,2,1225 Vine Street
1949,,Philadelphia,True,Courtyard By Marriott Philadelphia City Avenue,,2,+1 215-477-0200,150,2,4100 Presidential Boulevard
1950,,Philadelphia,True,Courtyard By Marriott Philadelphia South At The Navy Yard,,2,+1 215-644-9200,168,2,1001 Intrepid Avenue
1951,,Los Angeles,True,Beverly Hills Marriott,,3,+1 310-553-6561,384,3,1150 South Beverly Drive
1952,,Los Angeles,True,Courtyard By Marriott Los Angeles Century City/Beverly Hills,,3,+1 310-556-2777,279,3,10320 West Olympic Boulevard
1953,,Los Angeles,True,Courtyard By Marriott Los Angeles Lax/Century Boulevard,,3,+1 310-649-1400,261,3,6161 West Century Boulevard
1954,,Los Angeles,True,Crowne Plaza Los Angeles Harbor Hotel,,2,+1 310-519-8200,180,3,"601 South Palos Verdes Street, San Pedro, California 90731, United States"
1955,,Los Angeles,True,Airtel Plaza Hotel,,2,+1 800-224-7835,192,3,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
1956,,Los Angeles,True,Best Western Burbank Airport Inn,,2,+1 818-765-2900,261,3,"7615 Lankershim Boulevard, North Hollywood, California 91605, United States"
1957,,Los Angeles,True,Best Western Hollywood Plaza Inn,,2,+1 323-851-1800,168,2,"2011 North Highland Avenue, Hollywood, California 90068, United States"
1958,,Los Angeles,True,Best Western Los Angeles Worldport Hotel,,2,+1 310-834-3400,112,2,"1402 West Pacific Coast Highway, Wilmington, California 90744, United States"
1959,,Los Angeles,True,Best Western Plus Dragon Gate Inn,,2,+1 213-617-3077,126,2,818 North Hill Street
1960,,Los Angeles,True,Best Western Plus Hollywood Hills Hotel,,2,+1 323-464-5181,156,2,"6141 Franklin Avenue, Hollywood, California 90028, United States"
1961,,Los Angeles,True,Beverly Hills Marriott,,2,+1 310-553-6561,384,4,1150 South Beverly Drive
1962,,San Diego,True,Catamaran Resort Hotel And Spa,,1,+1 858-488-1081,456,3,3999 Mission Boulevard
1963,,San Diego,True,Comfort Inn & Suites San Diego - Zoo Seaworld Area,,1,+1 619-881-6200,174,3,2485 Hotel Circle Place
1964,,San Diego,True,Courtyard By Marriott San Diego Airport/Liberty Station,,1,+1 619-221-1900,138,3,2592 Laning Road
1965,,Philadelphia,True,Aka University City,,2,+1 215-372-9000,261,1,"Cira Centre South, 2929 Walnut Street"
1966,,Philadelphia,True,Aloft Philadelphia Airport,,2,+1 267-298-1700,270,1,4301 Island Avenue
1967,,Philadelphia,True,Aloft Philadelphia Downtown,,2,+1 215-607-2020,333,1,101 North Broad Street
1968,,Philadelphia,True,"Club Quarters Hotel, Philadelphia",,2,+1 215-282-5000,204,1,1628 Chestnut Street
1969,,Philadelphia,True,Doubletree By Hilton Hotel Philadelphia Airport,,2,+1 215-365-4150,252,1,4509 Island Avenue
1970,,Philadelphia,True,Embassy Suites By Hilton Philadelphia Airport,,2,+1 215-365-4500,186,1,9000 Bartram Avenue
1971,,Philadelphia,True,Fairfield Inn & Suites By Marriott Philadelphia Downtown/Center City,,2,+1 800-228-2800,126,1,261 South 13th Street
1972,,San Francisco,True,Argonaut Hotel,,3,+1 415-563-0800,252,2,495 Jefferson Street
1973,,San Francisco,True,Bei Hotel San Francisco,,3,+1 415-626-6103,342,2,50 8th Street
1974,,San Francisco,True,Beresford Arms Hotel,,3,+1 415-673-2600,315,2,701 Post Street
1975,,San Francisco,True,Courtyard By Marriott San Francisco Downtown,,3,+1 415-947-0700,270,2,299 2nd Street
1976,2019-03-03,New York,True,1 Hotel Central Park,1,2,+1 212-703-2001,340,5,1414 6th Avenue
1977,,San Francisco,True,Beck'S Motor Lodge,,2,+1 415-621-8212,108,1,2222 Market Street
1978,,San Francisco,True,Beresford Arms Hotel,,2,+1 415-673-2600,315,1,701 Post Street
1979,,San Francisco,True,Casa Loma Hotel,,2,+1 415-552-7100,132,1,610 Fillmore Street
1980,,San Francisco,True,Chancellor Hotel On Union Square,,2,+1 415-362-2004,315,1,433 Powell Street
1981,,San Francisco,True,Comfort Inn By The Bay,,2,+1 415-928-5000,138,1,2775 Van Ness Avenue
1982,2019-03-07,San Francisco,True,Argonaut Hotel,1,2,+1 415-563-0800,272,1,495 Jefferson Street
1983,,Anaheim,True,Anaheim Majestic Garden Hotel,,1,+1 714-778-1700,96,2,900 South Disneyland Drive
1984,,Anaheim,True,Anaheim Portofino Inn & Suites,,1,+1 800-341-6301,96,2,1831 South Harbor Boulevard
1985,,Anaheim,True,Ayres Hotel Anaheim,,1,+1 714-634-2106,342,2,2550 East Katella Avenue
1986,,Anaheim,True,Best Western Plus Anaheim Inn,,1,+1 714-774-1050,138,2,1630 South Harbor Boulevard
1987,,Anaheim,True,Best Western Plus Park Place Inn - Mini Suites,,1,+1 714-776-4800,333,2,1544 South Harbor Boulevard
1988,,Anaheim,True,Best Western Plus Stovall'S Inn,,1,+1 714-778-1880,66,2,1110 West Katella Avenue
1989,,Anaheim,True,Camelot Inn & Suites,,1,+1 714-635-7275,75,2,1520 South Harbor Boulevard
1990,,Anaheim,True,Candlewood Suites Anaheim - Resort Area,,1,+1 714-635-5555,174,2,1733 South Anaheim Boulevard
1991,2019-03-11,Anaheim,True,Anaheim Desert Inn And Suites,3,1,+1 714-772-5050,148,2,1600 South Harbor Boulevard
