,average_rating,check_in_date,check_out_date,hotel_name,location,number_of_rooms,pets_welcome,phone_number,price,street_address
1340,4.20,,,Hampton Inn Chicago Downtown/Magnificent Mile,Chicago,2,True,+1 312-706-0888,864,160 East Huron Street
1341,4.50,,,Ac Hotel By Marriott Atlanta Buckhead At Phipps Plaza,Atlanta,1,False,+1 470-231-3030,1440,3600 Wieuca Road Northeast
1342,4.20,,,Atlanta Marriott Suites Midtown,Atlanta,1,False,+1 404-876-8888,704,35 14th Street Northeast
1343,3.10,,,Barclay Hotel Atlanta Downtown,Atlanta,1,False,+1 404-524-7991,1449,89 Luckie Street Northwest
1344,4.00,,,Clarion Inn & Suites Atlanta Downtown,Atlanta,1,False,+1 404-893-4663,2688,186 Northside Drive Southwest
1345,4.10,,,Courtyard By Marriott Atlanta Buckhead,Atlanta,1,False,+1 404-869-0818,792,3332 Peachtree Road Northeast
1346,3.90,,,Crowne Plaza Chicago West Loop,Chicago,3,True,+1 312-829-5000,450,25 South Halsted Street
1347,4.30,,,Best Western Plus Las Vegas West,Las Vegas,3,True,+1 702-256-3766,2160,8669 West Sahara Avenue
1348,4.10,,,Hampton Inn Las Vegas/Summerlin,Las Vegas,3,False,+1 702-360-5700,1848,7100 Cascade Valley Court
1349,4.20,,,La Quinta Inn & Suites By Wyndham Las Vegas Summerlin Tech,Las Vegas,3,True,+1 702-360-1200,624,7101 Cascade Valley Court
1350,3.50,,,Oasis At Gold Spike,Las Vegas,3,True,+1 702-768-9823,1575,217 Las Vegas Boulevard North
1351,3.70,,,Cova Hotel,San Francisco,1,True,+1 415-771-3000,540,655 Ellis Street
1352,3.90,,,Executive Hotel Vintage Court San Francisco,San Francisco,1,True,+1 800-654-1100,468,650 Bush Street
1353,3.60,,,Hotel Bijou,San Francisco,1,True,+1 415-771-1200,1242,111 Mason Street
1354,3.80,,,Hotel Diva,San Francisco,1,True,+1 844-592-4559,2142,440 Geary Street
1355,3.90,,,Hotel Spero,San Francisco,1,True,+1 415-885-2500,576,405 Taylor Street
1356,3.80,,,Hotel Triton,San Francisco,1,True,+1 415-394-0500,1827,342 Grant Avenue
1357,4.50,,,Ace Hotel Seattle,Seattle,2,True,+1 206-448-4721,2856,2423 1st Avenue
1358,4.40,,,Even Hotel Seattle Downtown - Lake Union,Seattle,2,True,+1 206-596-2302,1624,527 Fairview Avenue North
1359,3.30,,,Extended Stay America - Seattle - Northgate,Seattle,2,True,+1 206-365-8100,468,13300 Stone Avenue North
1360,4.60,,,Four Seasons Hotel Seattle,Seattle,2,True,+1 206-749-7000,608,99 Union Street
1361,4.40,,,Homewood Suites By Hilton Seattle Downtown,Seattle,2,True,+1 206-281-9393,936,206 Western Avenue West
1362,4.20,,,Homewood Suites By Hilton Seattle-Conv Ctr-Pike Street,Seattle,2,True,+1 206-682-8282,2016,1011 Pike Street
1363,4.20,,,Hotel Max,Seattle,2,True,+1 206-728-6299,1296,620 Stewart Street
1364,4.20,,,Hotel Theodore,Seattle,2,True,+1 206-621-1200,1380,1531 7th Avenue
1365,4.40,,,Hyatt House Seattle/Downtown,Seattle,2,True,+1 206-727-1234,480,201 5th Avenue North
1366,3.70,,,Atrium Inn Vancouver,Vancouver,2,True,+1 604-254-1000,900,2889 East Hastings Street
1367,4.10,,,Auberge Vancouver Hotel,Vancouver,2,False,+1 604-678-8899,2160,837 West Hastings Street
1368,4.00,,,Best Western Plus Sands,Vancouver,2,True,+1 604-682-1831,408,1755 Davie Street
1369,4.30,,,Blue Horizon Hotel,Vancouver,2,False,+1 604-688-1411,2160,1225 Robson Street
1370,3.50,,,Coast Vancouver Airport Hotel,Vancouver,2,False,+1 604-263-1555,279,1041 Southwest Marine Drive
1371,3.20,,,Days Inn By Wyndham Vancouver Downtown,Vancouver,2,False,+1 604-681-4335,1053,921 West Pender Street
1372,4.30,,,Aloft Portland Airport At Cascade Station,Portland,1,True,+1 503-200-5678,304,9920 Northeast Cascades Parkway
1373,4.00,,,Comfort Inn & Suites Portland Airport,Portland,1,False,+1 503-252-6397,1728,5019 Northeast 102nd Avenue
1374,4.10,,,"Country Inn & Suites By Radisson, Portland International Airport, Or",Portland,1,False,+1 503-255-2700,368,7025 Northeast Alderwood Road
1375,4.20,,,Courtyard By Marriott Portland Airport,Portland,1,False,+1 503-252-3200,1560,11550 Northeast Airport Way
1376,4.30,,,Courtyard By Marriott Portland City Center,Portland,1,True,+1 503-505-5000,1152,550 Southwest Oak Street
1377,4.30,,,Courtyard By Marriott Portland Downtown/Convention Center,Portland,1,False,+1 503-234-3200,1560,435 Northeast Wasco Street
1378,4.20,,,Crowne Plaza Portland-Downtown Conv Ctr,Portland,1,False,+1 503-233-2401,2940,1441 Northeast 2nd Avenue
1379,4.50,,,Dossier,Portland,1,True,+1 877-628-4408,1728,750 Southwest Alder Street
1380,4.20,,,Courtyard By Marriott Seattle Downtown/Lake Union,Seattle,2,False,+1 206-213-0100,864,925 Westlake Avenue North
1381,4.40,,,Crowne Plaza Seattle Downtown,Seattle,2,False,+1 206-464-1980,1368,1113 6th Avenue
1382,3.00,,,Days Inn By Wyndham Seattle North Of Downtown,Seattle,2,False,+1 800-615-3107,504,9100 Aurora Avenue North
1383,4.50,,,Embassy Suites By Hilton Seattle Downtown Pioneer Square,Seattle,2,False,+1 206-859-4400,300,255 South King Street
1384,4.00,,,Four Points By Sheraton Downtown Seattle Center,Seattle,2,False,+1 206-282-2600,648,601 Roy Street
1385,4.40,,,Exchange Hotel Vancouver,Vancouver,2,False,+1 604-563-4693,1260,475 Howe Street
1386,4.60,,,Andaz Delhi - A Concept By Hyatt,Delhi,2,True,+91 11 4903 1234,1152,"Asset, Street Number 1, New Delhi"
1387,4.10,,,Bloomrooms @ New Delhi Railway Station,Delhi,2,False,+91 11 4122 5666,1104,"8591, Arakashan Road, Opp New Delhi Railway Station, New Delhi"
1388,4.20,,,Calista Resort,Delhi,2,False,+91 11 4103 4591,1632,"37/2-4 Old, National Highway 48, Kapas Hera, New Delhi"
1389,4.30,,,Crowne Plaza New Delhi Mayur Vihar Noida,Delhi,2,False,+91 11 4110 2222,1368,"13 B, District Centre, Mayur Vihar, New Delhi"
1390,4.30,,,Crowne Plaza New Delhi Okhla,Delhi,2,False,+91 11 4646 2000,1260,"Plot No 1, Community Center, Okhla Phase I, New Delhi"
1391,3.90,,,Deemarks Hotel & Resorts Conference Venues Corporate Event In Mahipalpur Near Airport In South Delhi,Delhi,2,False,+91 11 2506 0721,648,"Shiv Murti, Nh-8, Delhi - Jaipur Expressway, Rangpuri, New Delhi"
1392,4.10,,,Fortune Select Global - Hotel In Gurgaon,Delhi,2,False,+91 124 419 6666,1860,"Global Arcade, Mehrauli-Gurgaon Road, Gurugram, Haryana 122002, India"
1393,4.30,,,"Four Points By Sheraton New Delhi, Airport Highway",Delhi,2,False,+91 11 6604 0000,3108,"Plot no 9, National Highway - 8, Samalka, New Delhi"
1394,4.20,,,Haveli Dharampura,Delhi,2,False,+91 11 2326 1000,672,"Haveli Dharampura, 2293, Gali Gulian, Chandni Chowk, New Delhi"
1395,4.30,2019-03-04,2019-03-06,Ac Hotel By Marriott Chicago Downtown,Chicago,1,True,+1 312-981-6600,312,630 North Rush Street
1396,4.00,,,Aloft Atlanta Downtown,Atlanta,3,True,+1 678-515-0300,792,300 Ted Turner Drive Northwest
1397,3.30,,,"Country Inn & Suites By Radisson, Atlanta Downtown South At Turner Field, Ga",Atlanta,3,True,+1 404-658-1961,918,759 Pollard Boulevard Southwest
1398,4.20,,,Home2 Suites By Hilton Atlanta Downtown,Atlanta,3,True,+1 404-965-7992,936,87 Walton Street Northwest
1399,4.40,,,Hotel Indigo Atlanta Downtown,Atlanta,3,True,+1 404-523-7600,3024,230 Peachtree Street
1400,4.30,,,Hyatt Centric Midtown Atlanta,Atlanta,3,True,+1 404-443-1234,1248,125 10th Street Northeast
1401,4.30,,,Hyatt House Atlanta/Downtown,Atlanta,3,True,+1 404-332-5522,3024,431 Marietta Street NorthWest
1402,4.10,,,Hyatt Place Atlanta/Buckhead,Atlanta,3,True,+1 404-869-6161,2220,3242 Peachtree Road Northeast
1403,4.20,,,Hyatt Place Atlanta/Downtown,Atlanta,3,True,+1 404-577-1980,288,330 Peachtree Street Northeast
1404,3.90,,,La Quinta Inn & Suites By Wyndham Atlanta Midtown - Buckhead,Atlanta,3,True,+1 404-321-0999,1890,2535 Chantilly Drive Northeast
1405,3.30,2019-03-03,2019-03-06,"Country Inn & Suites By Radisson, Atlanta Downtown South At Turner Field, Ga",Atlanta,1,True,+1 404-658-1961,918,759 Pollard Boulevard Southwest
1406,4.30,2019-03-04,2019-03-05,Ac Hotel By Marriott Chicago Downtown,Chicago,1,True,+1 312-981-6600,224,630 North Rush Street
1407,3.50,2019-03-06,2019-03-12,Amsterdam Hostel San Francisco,San Francisco,1,False,+1 415-673-3277,1116,749 Taylor Street
1408,4.40,2019-03-10,2019-03-12,Argonaut Hotel,San Francisco,2,True,+1 415-563-0800,416,495 Jefferson Street
1409,4.30,2019-03-06,2019-03-12,11 Howard,New York,1,False,+1 212-235-1111,1944,11 Howard Street
1410,4.40,2019-03-02,2019-03-04,Ac Hotel By Marriott Beverly Hills,Los Angeles,2,False,+1 323-852-7000,528,6399 Wilshire Boulevard
1411,4.30,2019-03-03,2019-03-04,Ac Hotel By Marriott Chicago Downtown,Chicago,1,True,+1 312-981-6600,192,630 North Rush Street
1412,3.90,2019-03-03,2019-03-04,Airtel Plaza Hotel,Los Angeles,2,True,+1 800-224-7835,210,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
1413,4.40,2019-03-02,2019-03-03,Ac Hotel By Marriott Beverly Hills,Los Angeles,1,False,+1 323-852-7000,200,6399 Wilshire Boulevard
1414,4.50,2019-03-05,2019-03-09,1 Hotel Brooklyn Bridge,New York,2,True,+1 833-625-6111,1392,"60 Furman Street, Brooklyn"
1415,4.30,2019-03-05,2019-03-07,Aloft Portland Airport At Cascade Station,Portland,1,True,+1 503-200-5678,552,9920 Northeast Cascades Parkway
1416,4.00,2019-03-10,2019-03-11,Aloft Philadelphia Airport,Philadelphia,1,True,+1 267-298-1700,84,4301 Island Avenue
1417,3.50,,,Amsterdam Hostel San Francisco,San Francisco,3,False,+1 415-673-3277,1944,749 Taylor Street
1418,2.60,,,Bei Hotel San Francisco,San Francisco,3,True,+1 415-626-6103,750,50 8th Street
1419,4.00,,,Beresford Arms Hotel,San Francisco,3,True,+1 415-673-2600,1860,701 Post Street
1420,3.60,,,Casa Loma Hotel,San Francisco,3,False,+1 415-552-7100,270,610 Fillmore Street
1421,4.30,,,Chancellor Hotel On Union Square,San Francisco,3,False,+1 415-362-2004,828,433 Powell Street
1422,4.10,,,Chelsea,San Francisco,3,False,+1 415-563-5600,1872,2095 Lombard Street
1423,4.30,,,Cornell Hotel De France,San Francisco,3,False,+1 415-421-3154,348,715 Bush Street
1424,4.40,2019-03-09,2019-03-10,Argonaut Hotel,San Francisco,3,True,+1 415-563-0800,300,495 Jefferson Street
1425,4.40,2019-03-02,2019-03-06,Ac Hotel By Marriott Beverly Hills,Los Angeles,1,False,+1 323-852-7000,640,6399 Wilshire Boulevard
1426,4.70,2019-03-03,2019-03-08,Canopy By Hilton Portland Pearl District,Portland,1,True,+1 971-351-0230,660,425 Northwest 9th Avenue
1427,3.80,2019-03-11,2019-03-13,Comfort Suites Phoenix North,Phoenix,2,True,+1 602-861-3900,396,10210 North 26th Drive
1428,4.50,2019-03-07,2019-03-09,Ac Hotel By Marriott Atlanta Buckhead At Phipps Plaza,Atlanta,1,False,+1 470-231-3030,280,3600 Wieuca Road Northeast
1429,4.50,2019-03-02,2019-03-03,Ac Hotel By Marriott Atlanta Buckhead At Phipps Plaza,Atlanta,1,False,+1 470-231-3030,240,3600 Wieuca Road Northeast
1430,4.50,2019-03-01,2019-03-05,Ace Hotel Seattle,Seattle,1,True,+1 206-448-4721,1216,2423 1st Avenue
1431,4.40,2019-03-03,2019-03-09,Ac Hotel By Marriott Beverly Hills,Los Angeles,1,False,+1 323-852-7000,864,6399 Wilshire Boulevard
1432,3.50,2019-03-05,2019-03-07,Amsterdam Hostel San Francisco,San Francisco,1,False,+1 415-673-3277,210,749 Taylor Street
1433,4.50,2019-03-02,2019-03-03,Ace Hotel Seattle,Seattle,1,True,+1 206-448-4721,324,2423 1st Avenue
1434,4.40,2019-03-05,2019-03-08,Ac Hotel By Marriott Beverly Hills,Los Angeles,1,False,+1 323-852-7000,864,6399 Wilshire Boulevard
1435,4.50,2019-03-04,2019-03-05,1 Hotel Brooklyn Bridge,New York,1,True,+1 833-625-6111,240,"60 Furman Street, Brooklyn"
1436,4.60,2019-03-09,2019-03-14,Aka University City,Philadelphia,1,False,+1 215-372-9000,1160,"Cira Centre South, 2929 Walnut Street"
1437,4.50,2019-03-04,2019-03-05,Ace Hotel Seattle,Seattle,1,True,+1 206-448-4721,232,2423 1st Avenue
1438,4.40,2019-03-02,2019-03-08,Argonaut Hotel,San Francisco,1,True,+1 415-563-0800,1728,495 Jefferson Street
1439,4.30,2019-03-07,2019-03-09,Aloft Portland Airport At Cascade Station,Portland,3,True,+1 503-200-5678,768,9920 Northeast Cascades Parkway
1440,4.20,,,Aliz Hotel Times Square,New York,2,True,+1 646-609-5122,300,310 West 40th Street
1441,4.20,,,Aloft Harlem,New York,2,True,+1 212-749-4000,384,2296 Frederick Douglass Boulevard
1442,4.20,,,Aloft Long Island City-Manhattan View,New York,2,True,+1 718-433-9305,1080,"27-45 Jackson Avenue, Long Island City"
1443,4.10,,,Aloft Manhattan Downtown - Financial District,New York,2,True,+1 212-513-0003,408,49-53 Ann Street
1444,4.00,,,Aloft New York Brooklyn,New York,2,True,+1 718-256-3833,1120,"216 Duffield Street, Brooklyn"
1445,4.50,2019-03-09,2019-03-10,1 Hotel Central Park,New York,2,True,+1 212-703-2001,396,1414 6th Avenue
1446,4.40,2019-03-05,2019-03-11,Best Western Plus Portland Airport Hotel & Suites,Portland,1,False,+1 503-251-9991,504,11938 Northeast Airport Way
1447,4.30,2019-03-07,2019-03-12,Aloft Portland Airport At Cascade Station,Portland,1,True,+1 503-200-5678,760,9920 Northeast Cascades Parkway
1448,4.50,2019-03-06,2019-03-10,1 Hotel Brooklyn Bridge,New York,2,True,+1 833-625-6111,1440,"60 Furman Street, Brooklyn"
1449,4.30,2019-03-07,2019-03-08,Ac Hotel By Marriott Chicago Downtown,Chicago,3,True,+1 312-981-6600,252,630 North Rush Street
1450,3.90,2019-03-05,2019-03-07,Airtel Plaza Hotel,Los Angeles,1,True,+1 800-224-7835,504,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
1451,4.10,,,Candlewood Suites Anaheim - Resort Area,Anaheim,1,True,+1 714-635-5555,1860,1733 South Anaheim Boulevard
1452,4.30,,,Clementine Hotel & Suites Anaheim,Anaheim,1,True,+1 714-533-3555,1056,1700 South Clementine Street
1453,3.30,,,Extended Stay America Orange County - Anaheim Convention Center,Anaheim,1,True,+1 800-804-3724,264,1742 South Clementine Street
1454,3.80,,,Four Points By Sheraton Anaheim,Anaheim,1,True,+1 714-758-0900,102,1221 South Harbor Boulevard
1455,4.10,,,Holiday Inn Hotel And Suites Anaheim,Anaheim,1,True,+1 714-535-0300,1440,1240 South Walnut Street
1456,4.40,,,Hotel Indigo Anaheim,Anaheim,1,True,+1 714-772-7755,1456,435 West Katella Avenue
1457,4.50,,,Hyatt House At Anaheim Resort/ Convention Center,Anaheim,1,True,+1 714-971-1800,1440,1800 South Harbor Boulevard
1458,4.40,,,Hyatt Place At Anaheim Resort/ Convention Center,Anaheim,1,True,+1 714-750-4000,416,2035 South Harbor Boulevard
1459,4.30,,,Best Western Plus Sutter House,Sacramento,1,False,+1 916-441-1314,924,1100 H Street
1460,4.10,,,Courtyard By Marriott Sacramento Midtown,Sacramento,1,False,+1 916-455-6800,324,4422 Y Street
1461,4.10,,,Doubletree By Hilton Hotel Sacramento,Sacramento,1,True,+1 916-929-8855,720,2001 Point West Way
1462,4.40,,,Embassy Suites By Hilton Sacramento Riverfront Promenade,Sacramento,1,False,+1 916-326-5000,416,100 Capitol Mall
1463,4.10,,,Fairfield Inn By Marriott Sacramento Cal Expo,Sacramento,1,False,+1 916-920-5300,336,1780 Tribute Road
1464,3.50,,,Four Points By Sheraton Sacramento International Airport,Sacramento,1,False,+1 916-263-9000,468,4900 Duckhorn Drive
1465,4.30,,,Hilton Garden Inn Sacramento/South Natomas,Sacramento,1,False,+1 916-568-5400,560,2540 Venture Oaks Way
1466,4.20,,,Hilton Sacramento Arden West,Sacramento,1,True,+1 916-922-4700,2268,2200 Harvard Street
1467,3.80,,,Holiday Inn Express Sacramento Convention Center,Sacramento,1,True,+1 916-444-4436,1710,728 16th Street
1468,4.10,,,Holiday Inn Sacramento Downtown - Arena,Sacramento,1,False,+1 916-446-0100,80,300 J Street
1469,3.90,,,Best Western Of Long Beach,Long Beach,3,False,+1 562-599-5555,216,1725 Long Beach Boulevard
1470,4.40,,,Courtyard By Marriott Long Beach Airport,Long Beach,3,False,+1 562-429-5803,888,3841 North Lakewood Boulevard
1471,4.20,,,Courtyard By Marriott Long Beach Downtown,Long Beach,3,False,+1 562-435-8511,1920,500 East First Street
1472,4.40,,,Hampton Inn Long Beach Airport,Long Beach,3,False,+1 562-425-0012,2220,3771 North Lakewood Boulevard
1473,4.00,,,Holiday Inn Long Beach Downtown Area,Long Beach,3,False,+1 562-590-8858,1584,1133 Atlantic Avenue
1474,4.50,,,Homewood Suites By Hilton Long Beach Airport,Long Beach,3,False,+1 562-425-0010,480,3771 North Lakewood Boulevard
1475,4.30,,,Hotel Current Long Beach,Long Beach,3,False,+1 562-597-5171,360,5325 Pacific Coast Highway
1476,4.50,,,Hyatt Centric The Pike Long Beach,Long Beach,3,False,+1 562-432-1234,972,285 Bay Street
1477,4.40,,,Hyatt Regency Long Beach,Long Beach,3,False,+1 562-491-1234,252,200 South Pine Avenue
1478,4.30,,,Long Beach Marriott,Long Beach,3,False,+1 800-228-9290,1152,4700 Airport Plaza Drive
1479,4.20,,,Doubletree By Hilton Hotel Portland,Portland,2,True,+1 503-281-6111,1152,1000 Northeast Multnomah Street
1480,3.80,,,Holiday Inn Portland-Airport (I-205),Portland,2,True,+1 503-256-5000,1368,8439 Northeast Columbia Boulevard
1481,4.60,,,Hyatt House Portland/Downtown,Portland,2,True,+1 503-241-2775,2604,2080 Southwest River Drive
1482,4.40,,,Hyatt Place Portland Airport /Cascade Station,Portland,2,True,+1 503-288-2808,224,9750 Northeast Cascades Parkway
1483,4.60,,,Kimpton Hotel Monaco Portland,Portland,2,True,+1 503-222-0001,704,506 Southwest Washington Street
1484,4.50,,,Kimpton Riverplace Hotel,Portland,2,True,+1 888-869-3108,384,1510 Southwest Harbor Way
1485,4.10,,,Anaheim Desert Inn And Suites,Anaheim,3,False,+1 714-772-5050,1260,1600 South Harbor Boulevard
1486,4.00,,,Anaheim Majestic Garden Hotel,Anaheim,3,True,+1 714-778-1700,312,900 South Disneyland Drive
1487,3.90,,,Anaheim Portofino Inn & Suites,Anaheim,3,False,+1 800-341-6301,1350,1831 South Harbor Boulevard
1488,4.40,,,Anaheim Rv Park,Anaheim,3,True,+1 714-774-3860,2304,200 West Midway Drive
1489,4.50,,,Ayres Hotel Anaheim,Anaheim,3,False,+1 714-634-2106,2100,2550 East Katella Avenue
1490,4.40,,,Best Western Plus Anaheim Inn,Anaheim,3,False,+1 714-774-1050,1200,1630 South Harbor Boulevard
1491,4.30,,,Best Western Plus Park Place Inn - Mini Suites,Anaheim,3,False,+1 714-776-4800,420,1544 South Harbor Boulevard
1492,4.30,,,Best Western Plus Pavilions,Anaheim,3,False,+1 714-776-0140,420,1176 West Katella Avenue
1493,3.80,,,Best Western Mission Bay,San Diego,2,True,+1 619-275-5700,1755,2575 Clairemont Drive
1494,4.40,,,Catamaran Resort Hotel And Spa,San Diego,2,True,+1 858-488-1081,2604,3999 Mission Boulevard
1495,3.90,,,Crowne Plaza San Diego - Mission Valley,San Diego,2,True,+1 619-297-1101,612,2270 Hotel Circle North
1496,4.20,,,Doubletree By Hilton Hotel San Diego - Del Mar,San Diego,2,True,+1 858-481-5900,444,11915 El Camino Real
1497,4.20,,,Doubletree By Hilton Hotel San Diego - Mission Valley,San Diego,2,True,+1 619-297-5466,264,7450 Hazard Center Drive
1498,4.50,,,Estancia La Jolla Hotel & Spa,San Diego,2,True,+1 855-430-7503,372,"9700 North Torrey Pines Road, La Jolla, California 92037, United States"
1499,4.20,,,Hampton Inn San Diego/Del Mar,San Diego,2,True,+1 858-792-5557,1872,11920 El Camino Real
1500,4.20,,,Hilton San Diego Airport/Harbor Island,San Diego,2,True,+1 619-291-6700,1008,1960 Harbor Island Drive
1501,4.30,,,Hilton San Diego Gaslamp Quarter,San Diego,2,True,+1 619-231-4040,704,401 K Street
1502,4.10,,,Doubletree By Hilton Hotel Sacramento,Sacramento,2,True,+1 916-929-8855,720,2001 Point West Way
1503,4.40,,,Embassy Suites By Hilton Sacramento Riverfront Promenade,Sacramento,2,False,+1 916-326-5000,416,100 Capitol Mall
1504,3.50,,,Four Points By Sheraton Sacramento International Airport,Sacramento,2,False,+1 916-263-9000,468,4900 Duckhorn Drive
1505,4.40,,,Courtyard By Marriott Long Beach Airport,Long Beach,2,False,+1 562-429-5803,928,3841 North Lakewood Boulevard
1506,4.40,,,Hampton Inn Long Beach Airport,Long Beach,2,False,+1 562-425-0012,608,3771 North Lakewood Boulevard
1507,4.00,,,Holiday Inn Long Beach Downtown Area,Long Beach,2,False,+1 562-590-8858,200,1133 Atlantic Avenue
1508,4.50,,,Homewood Suites By Hilton Long Beach Airport,Long Beach,2,False,+1 562-425-0010,208,3771 North Lakewood Boulevard
1509,4.50,,,Kimpton Sawyer Hotel,Sacramento,1,True,+1 916-545-7100,816,500 J Street
1510,3.50,,,La Quinta Inn By Wyndham Sacramento Downtown,Sacramento,1,True,+1 916-448-8100,396,200 Jibboom Street
1511,4.40,,,Residence Inn By Marriott Sacramento Downtown At Capitol Park,Sacramento,2,True,+1 916-443-0500,744,1121 15th Street
1512,4.30,,,Sheraton Grand Sacramento Hotel,Sacramento,2,True,+1 916-447-1700,208,"13th And, J Street"
1513,3.40,,,Surestay Plus Hotel By Best Western Sacramento North,Sacramento,3,True,+1 916-497-0955,288,350 Bercut Drive
1514,4.40,,,"The Citizen Hotel, Autograph Collection",Sacramento,3,True,+1 916-447-2700,672,926 J Street
1515,4.50,,,The Westin Sacramento,Sacramento,2,True,+1 916-443-8400,1728,4800 Riverside Boulevard
1516,4.30,,,Doubletree By Hilton Hotel Fresno Convention Center,Fresno,1,False,+1 559-268-1000,312,2233 Ventura Street
1517,3.90,,,Piccadilly Inn Airport,Fresno,1,False,+1 559-375-7760,300,5115 East McKinley Avenue
1518,3.80,,,Radisson Hotel Fresno Conference Center,Fresno,1,False,+1 559-233-6650,816,1055 Van Ness Avenue
1519,4.20,,,Best Western Plus Hacienda Hotel Old Town,San Diego,2,False,+1 619-298-4707,840,4041 Harney Street
